,Sheep,Image,stdEntropy
931,42,129,0.0947717773560002
932,42,131,0.0917713946886936
933,42,99,0.08942077626210947
934,42,44,0.10816432039611205
935,42,58,0.10622424631745755
936,42,85,0.10151801507797212
937,42,100,0.11774094744196185
938,42,115,0.0927047001541539
939,42,42,0.13088926896850175
940,42,43,0.11733626825458623
941,42,132,0.10632099716731228
942,42,2,0.07984002255939329
943,42,59,0.10936219951526713
944,42,1,0.10375232382690287
945,42,17,0.11298697583781404
946,42,60,0.10729973992487998
947,42,88,0.09824073858414878
948,42,86,0.08305015987269455
949,42,87,0.1009246146504036
950,42,101,0.12003110149541515
951,42,113,0.09368469841439224
952,42,116,0.12729205313200204
953,42,117,0.13891528196788547
954,42,5,0.11368838553356114
955,42,16,0.10804071812663964
956,42,130,0.10974716415082189
957,42,73,0.09670415577766037
958,42,102,0.1236756042309344
959,42,45,0.08544821927618312
960,42,46,0.13821726148746094
961,42,128,0.10112867220893064
962,42,74,0.09261715522006257
963,42,4,0.08227372972068189
964,42,114,0.09661784816194963
965,43,129,0.09382196128989088
966,43,76,0.08343003951492434
967,43,75,0.09134974201814051
968,43,128,0.09539131298050385
969,43,131,0.09101427969303952
970,43,103,0.0780799302540638
971,43,87,0.09058367491866652
972,43,47,0.09710935516794973
973,43,59,0.08874600824725187
974,43,32,0.12527992974005955
975,43,61,0.08260779382334361
976,43,45,0.09119692701845233
977,43,31,0.10935407109251151
978,43,58,0.09114981701825309
979,43,100,0.09355054437484318
980,43,104,0.1122881220095717
981,43,16,0.09532600428510309
982,43,117,0.06976069493179034
983,43,101,0.0839964357975854
984,43,17,0.08057688804973624
985,43,73,0.07807024249247572
986,43,30,0.08913009865336399
987,43,15,0.09216948073351734
988,43,46,0.08787432345449986
989,43,102,0.07919332342093639
990,43,29,0.07910735927716811
991,43,132,0.07760228396212353
992,43,74,0.11153235741417118
993,43,89,0.10199748830258762
994,43,72,0.09804283205229218
995,43,88,0.07822440118035852
996,43,115,0.09118027861100345
997,43,60,0.09274019586396001
998,43,116,0.10186338690021943
999,43,28,0.1030378336084425
1000,43,130,0.08379624867288119
1001,44,30,0.10120158330369945
1002,44,117,0.08566522837849279
1003,44,32,0.10615988611244921
1004,44,59,0.08999060237144473
1005,44,15,0.10493027036332947
1006,44,76,0.10234585558557904
1007,44,132,0.11224047077766801
1008,44,17,0.11063328797927276
1009,44,3,0.08849252865515748
1010,44,90,0.08912483151700551
1011,44,134,0.11246262195064631
1012,44,60,0.11454708304211496
1013,44,102,0.10658332917710531
1014,44,1,0.10610390354773383
1015,44,47,0.09673159735982333
1016,44,133,0.08782573300791177
1017,44,4,0.10564106258682168
1018,44,44,0.11048067697439895
1019,44,16,0.11791774138125578
1020,44,119,0.12093382703003927
1021,44,91,0.11338696528446131
1022,44,19,0.10470402954519534
1023,44,45,0.08731080608826364
1024,44,33,0.12218696960152538
1025,44,46,0.1254791127370341
1026,44,62,0.09532132669940716
1027,44,58,0.08807507837142058
1028,44,131,0.10825044767148043
1029,44,104,0.07876137900127479
1030,44,31,0.08456280621653747
1031,44,18,0.11602246567901998
1032,44,116,0.10319001101804763
1033,44,118,0.08404568147303451
1034,44,103,0.13749480007070936
1035,44,88,0.09773854418006407
1036,44,89,0.08253643158688309
1037,44,105,0.13410768083066774
1038,44,74,0.11383057957102476
1039,44,73,0.09439109868882714
1040,45,77,0.10017795128568337
1041,45,105,0.09710579730847091
1042,45,129,0.08998297572720153
1043,45,74,0.09225134752632283
1044,45,88,0.0962312779102854
1045,45,48,0.08551825446523599
1046,45,59,0.09149908435689741
1047,45,118,0.11429002598657174
1048,45,30,0.11219383145440431
1049,45,102,0.0950821009796549
1050,45,45,0.12330768506963886
1051,45,89,0.08829413018080998
1052,45,47,0.09790166776652252
1053,45,46,0.08974375229722449
1054,45,5,0.10650145759855943
1055,45,44,0.09304290139777978
1056,45,3,0.0892431719280479
1057,45,62,0.08698827504529168
1058,45,75,0.09234605360867221
1059,45,130,0.0815304343559467
1060,45,116,0.09500739811324507
1061,45,103,0.09557853692487983
1062,45,63,0.11509103025284541
1063,45,2,0.08923752665525671
1064,45,101,0.10471353158543457
1065,45,60,0.10865266694547303
1066,45,4,0.10507384546011292
1067,45,31,0.08410837886557684
1068,45,76,0.08746669631086712
1069,45,132,0.11309599625206235
1070,45,117,0.0904113292475213
1071,45,18,0.10572368789301677
1072,45,32,0.0977403481114627
1073,45,61,0.08596030804177983
1074,45,33,0.09175037878396566
1075,45,90,0.10483482490727349
1076,45,16,0.09594027558637992
1077,45,104,0.09669671930790498
1078,46,27,0.1213665113669601
1079,46,3,0.11070605051964218
1080,46,43,0.125448988291963
1081,46,100,0.0957863362351236
1082,46,42,0.1130449334284592
1083,46,16,0.12697702989503343
1084,46,98,0.10990563877023383
1085,46,85,0.11913493445361602
1086,46,70,0.11901139698365197
1087,46,99,0.1113171145061119
1088,46,125,0.12290198104971657
1089,46,30,0.10639651310758075
1090,46,123,0.11511400923426769
1091,46,126,0.12564090391625968
1092,46,69,0.10849381024486754
1093,46,83,0.10457633321351577
1094,46,71,0.11314305987347366
1095,46,97,0.11654359130615069
1096,46,4,0.127007595218293
1097,46,58,0.11606081468896684
1098,46,29,0.10579076764241019
1099,47,43,0.07219427067351111
1100,47,16,0.09970690433942136
1101,47,84,0.09240957386286786
1102,47,31,0.09705592110376667
1103,47,69,0.09048036402402417
1104,47,86,0.09129485936315858
1105,47,54,0.10030267594002662
1106,47,73,0.09031879014787099
1107,47,18,0.09054343290162058
1108,47,32,0.08233120998749922
1109,47,3,0.08800831143709603
1110,47,15,0.08313026101556453
1111,47,2,0.09344012348307831
1112,47,55,0.08206766299630579
1113,47,122,0.09746525991319323
1114,47,17,0.0847543320745975
1115,47,120,0.10655569639702159
1116,47,70,0.08842719063571239
1117,47,19,0.08946183700821941
1118,47,58,0.08894476979959541
1119,47,4,0.07411244691163885
1120,47,30,0.10632777797682595
1121,47,57,0.07334511110469207
1122,47,56,0.10258850723206336
1123,47,1,0.09319877272703948
1124,47,71,0.06896922667732219
1125,47,107,0.09544679153451265
1126,47,72,0.08030798520125855
1127,48,40,0.11807299242399165
1128,48,38,0.1259412762621524
1129,48,52,0.11324550042399505
1130,48,14,0.12274051059887883
1131,48,39,0.12173632328232717
1132,48,26,0.1297736457686515
1133,48,109,0.12287253526352333
1134,48,23,0.11391140764418743
1135,48,41,0.10830006123912736
1136,48,98,0.11671387036076283
1137,48,70,0.11395393713624374
1138,48,24,0.11793801063746244
1139,48,54,0.12925037686068885
1140,48,55,0.11958390198173675
1141,48,37,0.11469674463511506
1142,48,66,0.13683829970200106
1143,48,97,0.10813219284455064
1144,48,25,0.1001926080515175
1145,48,53,0.11053311227358026
1146,48,68,0.11695369285106066
1147,50,31,0.11893872823406343
1148,50,32,0.10700093137373959
1149,50,28,0.09863869452689131
1150,50,119,0.12700956494106927
1151,50,44,0.11861668453392492
1152,50,3,0.09609157379769245
1153,50,118,0.10582317807637753
1154,51,86,0.08774414145814677
1155,51,31,0.10543228030804254
1156,51,101,0.1198347493236342
1157,51,112,0.10648748521758261
1158,51,97,0.10047781026232079
1159,51,46,0.11114212549034948
1160,51,1,0.12022938598971246
1161,51,2,0.1170502465532721
1162,51,16,0.09494791926276216
1163,51,17,0.09762507873454819
1164,51,59,0.11493508857365169
1165,51,60,0.13720741230798175
1166,51,100,0.10211096981869133
1167,51,85,0.08729267858001773
1168,51,30,0.1113957905832919
1169,51,82,0.10128957936582572
1170,51,47,0.1119812187349178
1171,51,83,0.13566067958500072
1172,51,84,0.09847504540593821
1173,51,62,0.10440724160782458
1174,51,18,0.09591560765050841
1175,51,61,0.09509331809945497
1176,51,33,0.10738520144397791
1177,51,114,0.10471669706224676
1178,51,45,0.14384102574406044
1179,51,113,0.10144413375201758
1180,51,126,0.0911641838216296
1181,51,98,0.10857807845030794
1182,51,3,0.11743939075687254
1183,51,32,0.11000948919457175
1184,52,48,0.09961929899707127
1185,52,31,0.10834640608125407
1186,52,18,0.08378201868034672
1187,52,93,0.10493434845721362
1188,52,20,0.10090774825685302
1189,52,78,0.07681160403419295
1190,52,50,0.09321817429959582
1191,52,46,0.1007268551199086
1192,52,79,0.07675126712600128
1193,52,4,0.08680879248823038
1194,52,35,0.08741176170988596
1195,52,47,0.09382970081783214
1196,52,5,0.07948236159313248
1197,52,16,0.09772401997710786
1198,52,32,0.10936188193574961
1199,52,34,0.07830058882074785
1200,52,77,0.08783589168132534
1201,52,3,0.07884674776664503
1202,52,2,0.08812069810686567
1203,52,63,0.13634827026197774
1204,52,1,0.12531172640350263
1205,52,80,0.09387118153456805
1206,52,33,0.090351889427406
1207,52,76,0.08084337608380174
1208,52,49,0.1253190611117297
1209,52,17,0.08885371120543363
1210,52,19,0.09895169444884815
1211,53,5,0.09439224013367532
1212,53,33,0.09391202935834454
1213,53,108,0.10290840060707998
1214,53,63,0.11680259666838408
1215,53,17,0.12410420272137637
1216,53,106,0.08242723524863968
1217,53,2,0.11497588467315918
1218,53,34,0.09223305129412208
1219,53,107,0.0984471167945825
1220,53,47,0.09651462878306472
1221,53,121,0.10311709857244086
1222,53,32,0.10154997017734554
1223,53,105,0.09204023594248083
1224,53,122,0.11736398403996037
1225,53,91,0.10364062667934985
1226,53,31,0.08218217150592334
1227,53,90,0.08499264441475404
1228,53,49,0.09946515257488314
1229,53,92,0.10528172786705955
1230,53,75,0.10568172948851866
1231,53,45,0.09134750339938544
1232,53,78,0.10194294236088318
1233,53,109,0.10439419739922025
1234,53,4,0.09466806241264411
1235,53,48,0.09885240072513067
1236,53,1,0.09419868674954841
1237,53,30,0.10655301510612616
1238,53,61,0.11024788885510446
1239,53,93,0.09932884231976276
1240,53,79,0.10700000410624949
1241,53,94,0.09514586933384941
1242,53,46,0.07923401630760377
1243,54,93,0.1032011162809008
1244,54,78,0.08321703494222228
1245,54,61,0.08665437168870091
1246,54,50,0.11328617825467426
1247,54,124,0.10237113651170404
1248,54,1,0.07569677834042747
1249,54,95,0.09491698085838157
1250,54,3,0.08823045464050305
1251,54,125,0.10046472649321314
1252,54,64,0.09276342062596793
1253,54,122,0.10283723039488776
1254,54,121,0.1041250281326283
1255,54,109,0.08687674650418864
1256,54,65,0.08703619854702097
1257,54,31,0.10059987099891839
1258,54,62,0.09231568966556561
1259,54,32,0.08739715005562251
1260,54,123,0.11393032996097927
1261,54,49,0.09516045713478388
1262,54,20,0.1033056503610214
1263,54,76,0.09118550398294498
1264,54,2,0.08418681387124954
1265,54,33,0.10107175190291429
1266,54,17,0.08472384778407083
1267,54,5,0.09062213199353493
1268,54,106,0.09016835222600528
1269,54,110,0.10131831146013268
1270,54,46,0.09399735249202609
1271,54,35,0.08691302013433472
1272,54,19,0.10671966772943063
1273,54,77,0.09276369928458797
1274,54,16,0.09870335980436838
1275,54,47,0.10423836362533963
1276,54,137,0.11172936490343385
1277,54,48,0.10611830342341087
1278,54,107,0.09823405111211135
1279,54,63,0.09176211139492024
1280,54,4,0.08235982229609232
1281,54,34,0.10322811619133211
1282,54,92,0.09083751263861713
1283,54,91,0.10016001873192085
1284,54,108,0.08722612529608977
1285,54,94,0.09698316817195383
1286,54,80,0.08776140417306239
1287,54,79,0.09024965709469877
1288,54,18,0.08645273091675976
1289,55,136,0.11027046133735816
1290,55,79,0.0873180439186222
1291,55,33,0.0968452011022214
1292,55,106,0.08597672230857485
1293,55,80,0.09164543938605683
1294,55,107,0.0784197713421932
1295,55,32,0.08032602719942097
1296,55,76,0.08427997779930013
1297,55,133,0.09026848634603275
1298,55,78,0.08784608522720301
1299,55,135,0.09253735929320589
1300,55,137,0.10049222586580102
1301,55,134,0.0836596740395071
1302,55,34,0.0817830650842175
1303,55,46,0.07719814804750523
1304,55,94,0.10642432845812523
1305,55,77,0.07743429708009324
1306,55,95,0.09958913024695872
1307,55,3,0.09108480208302636
1308,55,4,0.10852044311827792
1309,55,1,0.0883619900663762
1310,55,20,0.09802706072275093
1311,55,122,0.10648250196722703
1312,55,31,0.09907408363372866
1313,55,92,0.08604701955305959
1314,55,62,0.0844581563007102
1315,55,2,0.07341877676506474
1316,55,93,0.08374068015927809
1317,55,91,0.10021193686066651
1318,55,35,0.08564841423222469
1319,55,5,0.10601582733140404
1320,56,77,0.09858330743863306
1321,56,4,0.11755960779351565
1322,56,49,0.1043313283708115
1323,56,116,0.10324625853923082
1324,56,18,0.10849278458422182
1325,56,78,0.0893545911449162
1326,56,148,0.10403265121456395
1327,56,114,0.11144804087254466
1328,56,147,0.08647340670373331
1329,56,1,0.10107829485939514
1330,56,65,0.11897694396516748
1331,56,63,0.12461829782546828
1332,56,3,0.08798250416836438
1333,56,161,0.105649581204339
1334,56,133,0.09373856749737096
1335,56,94,0.10314323746739437
1336,56,132,0.09518355388526543
1337,56,2,0.09661127718834683
1338,56,115,0.10898966030364504
1339,56,93,0.1021073140586238
1340,56,17,0.10406012572423169
1341,56,96,0.09217626428497032
1342,56,66,0.1040277039627876
1343,56,35,0.11357574801911458
1344,56,64,0.12015029856123714
1345,56,146,0.10553397015074271
1346,56,50,0.10770218580053963
1347,56,34,0.10495948880899411
1348,56,134,0.1001626102588015
1349,56,79,0.09295048701375191
1350,56,117,0.10463229784140858
1351,56,36,0.11280376145088357
1352,56,95,0.09858262417095388
1353,56,19,0.1054348806015723
1354,56,20,0.11016316349126413
1355,56,160,0.10534656737525419
1356,57,50,0.07065234917409871
1357,57,2,0.07637152893121396
1358,57,4,0.10503361841147453
1359,57,121,0.10612213912096652
1360,57,92,0.11243733515937239
1361,57,46,0.06327661427212908
1362,57,139,0.10127239200914266
1363,57,35,0.08504601959069491
1364,57,137,0.1002884894897639
1365,57,138,0.08238758503123758
1366,57,140,0.09162285435944797
1367,57,62,0.07088732700885503
1368,57,93,0.11786909875684795
1369,57,80,0.05902137905245845
1370,57,123,0.09651891353294831
1371,57,109,0.07945685950571187
1372,57,94,0.09922801255099097
1373,57,49,0.0693966449649095
1374,57,33,0.0685266635043191
1375,57,34,0.0711653272694401
1376,57,18,0.07106070307208913
1377,57,19,0.07315007717374762
1378,57,20,0.11124346920764275
1379,57,107,0.06519172553969291
1380,57,76,0.10731016388999948
1381,57,64,0.057875290043352415
1382,57,78,0.06694990785949229
1383,57,31,0.09944894972080488
1384,57,16,0.07781700906872933
1385,57,122,0.10463457958998124
1386,57,106,0.0932668388082592
1387,57,136,0.09168569368533494
1388,57,77,0.09410219654321325
1389,57,91,0.1059752102590023
1390,57,3,0.089798542014807
1391,57,95,0.07551355656764928
1392,57,125,0.08550489501143643
1393,57,1,0.08419596428058332
1394,57,108,0.05661456789159156
1395,57,79,0.0748927132795841
1396,57,124,0.09575064598174875
1397,57,61,0.07834623064753979
1398,57,5,0.09587658789791448
1399,57,110,0.09055466545067813
1400,57,65,0.08373819604425362
1401,57,63,0.08032238117127084
1402,57,47,0.07341847366214177
1403,57,17,0.07562644568009037
1404,57,48,0.07853905832690379
1405,58,21,0.09892322887464186
1406,58,49,0.10082411900653228
1407,58,135,0.0906687243571139
1408,58,77,0.10115270376420538
1409,58,31,0.09623406367564515
1410,58,92,0.09849478615386552
1411,58,78,0.09765748395627936
1412,58,109,0.09002595482747852
1413,58,134,0.09057118733106415
1414,58,3,0.09764344256730285
1415,58,20,0.09661974823664937
1416,58,64,0.09760243107419304
1417,58,107,0.09755275365258709
1418,58,121,0.1040652123769679
1419,58,79,0.08728662682568887
1420,58,61,0.08811506403486591
1421,58,137,0.08832703383635182
1422,58,110,0.09195074023069343
1423,58,35,0.09833923886855186
1424,58,63,0.09914516281139493
1425,58,62,0.09736586708328325
1426,58,65,0.09408814650788165
1427,58,17,0.10430565376976186
1428,58,93,0.0918218624979464
1429,58,80,0.09112651802001843
1430,58,136,0.09439627087578407
1431,58,4,0.09892843294596068
1432,58,19,0.0935994866488884
1433,58,95,0.10270784385553954
1434,58,138,0.10049910069050781
1435,58,91,0.08911608212598802
1436,58,48,0.10676729829748563
1437,58,94,0.09038291106510557
1438,58,108,0.09776234072495943
1439,58,46,0.1079076085825927
1440,58,47,0.10068967803443492
1441,58,32,0.10322812495257551
1442,58,18,0.09627658601712587
1443,58,34,0.09523205557850455
1444,58,33,0.10464060802766913
1445,58,76,0.09748357178187202
1446,59,2,0.08743572974311138
1447,59,15,0.07934063283680609
1448,59,54,0.09859867325448719
1449,59,99,0.10902363685586795
1450,59,101,0.08211000719707977
1451,59,69,0.10255187412774965
1452,59,84,0.11314319875847827
1453,59,29,0.1006178058224186
1454,59,98,0.08005114416557373
1455,59,57,0.08573261257453
1456,59,129,0.08148001887395075
1457,59,102,0.10595566625815783
1458,59,58,0.09839033545393983
1459,59,86,0.10494641018122584
1460,59,100,0.0923684568270863
1461,59,56,0.08140690628238703
1462,59,128,0.08115380019060067
1463,59,131,0.09482320648680916
1464,59,130,0.07638223299482956
1465,59,116,0.09331061442251874
1466,59,42,0.07995357969532695
1467,59,117,0.09127979771168751
1468,59,113,0.08875959725636674
1469,59,83,0.11113472653338659
1470,59,115,0.08608204694687026
1471,59,87,0.10620798217095802
1472,59,1,0.10914086752076488
1473,59,71,0.10101292806805809
1474,59,85,0.09887192059214342
1475,59,40,0.07494019586066836
1476,59,41,0.10431830910924159
1477,59,16,0.10348058749500395
1478,59,3,0.11754435504818543
1479,59,114,0.07069300154320317
1480,59,70,0.09951151469317998
1481,59,55,0.09303655414357052
1482,60,91,0.1001507328782765
1483,60,33,0.1249937296347467
1484,60,18,0.10488631878788912
1485,60,17,0.10568322309785186
1486,60,108,0.10059353535510158
1487,60,106,0.08549378611474959
1488,60,107,0.0699342855029366
1489,60,93,0.0873925780397471
1490,60,48,0.12313900128752325
1491,60,15,0.13006141197068868
1492,60,94,0.097855840241189
1493,60,105,0.09501988432507534
1494,60,61,0.10764195467541327
1495,60,49,0.12930474152557073
1496,60,16,0.09542660340940066
1497,60,34,0.11549471157504822
1498,60,64,0.07752628556061979
1499,60,90,0.09119355229361316
1500,60,47,0.11722782329575204
1501,60,63,0.1012434210830671
1502,60,3,0.0992369602800361
1503,60,14,0.12084041341343335
1504,60,75,0.09118167801298806
1505,60,79,0.11423664903349244
1506,60,60,0.08789997708910657
1507,60,76,0.08844276225844042
1508,60,45,0.12435285652599205
1509,60,2,0.1181043004798985
1510,60,121,0.09294077204891553
1511,60,109,0.11429611119327227
1512,60,30,0.12300729909861034
1513,60,78,0.09535954824757417
1514,60,32,0.09638930741617628
1515,60,62,0.08369273017552668
1516,60,46,0.11878977976439566
1517,61,156,0.10073556080567968
1518,61,3,0.07750737847153562
1519,61,123,0.0947621171535432
1520,61,31,0.11529348836095396
1521,61,63,0.09782513787122872
1522,61,157,0.1022627607847764
1523,61,57,0.13410576665043905
1524,61,64,0.09419415523975516
1525,61,4,0.11118902817923511
1526,61,97,0.09995032135296472
1527,61,82,0.08213415510847372
1528,61,38,0.08105642788462405
1529,61,122,0.10180998553276871
1530,61,65,0.09774921120871896
1531,61,109,0.08523807108132397
1532,61,18,0.07455122192894471
1533,61,142,0.10765142693909512
1534,61,121,0.08801489903536458
1535,61,2,0.082875992374169
1536,61,155,0.090400721153243
1537,61,39,0.10262096588693247
1538,61,125,0.09557638601402359
1539,61,16,0.09240902350308268
1540,61,40,0.1003202902152493
1541,61,110,0.08995190622880694
1542,61,143,0.09297621613140734
1543,61,17,0.08646639258519417
1544,61,96,0.08767223068723083
1545,61,1,0.10207861002615208
1546,61,144,0.09343482479720427
1547,61,124,0.09309833448659803
1548,62,19,0.09970615139129235
1549,62,120,0.0863967858933045
1550,62,121,0.10387126122604322
1551,62,105,0.10047651725455645
1552,62,79,0.09903075901886234
1553,62,32,0.09816307489813655
1554,62,3,0.1090765040213265
1555,62,17,0.09875940764682016
1556,62,90,0.08808968905239585
1557,62,33,0.10145614957615512
1558,62,139,0.08808742660118112
1559,62,94,0.0897994832895474
1560,62,46,0.09115558078640663
1561,62,34,0.07913861247682791
1562,62,18,0.0963113179120753
1563,62,93,0.096137589294703
1564,62,135,0.09676884872744147
1565,62,1,0.0872333456624709
1566,62,47,0.10432770577674585
1567,62,123,0.08872864797058919
1568,62,61,0.09793977554630902
1569,62,2,0.09705418126311845
1570,62,138,0.1155080216121623
1571,62,76,0.10144637269663379
1572,62,92,0.08236466874774372
1573,62,4,0.09305262690293273
1574,62,77,0.09280074441699124
1575,62,63,0.08498541993903254
1576,62,48,0.09278052635727546
1577,62,137,0.09575897177488354
1578,62,64,0.09575029996787617
1579,62,124,0.09085937787291844
1580,62,5,0.09422546130440235
1581,62,122,0.08704886390020403
1582,62,108,0.08366305574432024
1583,62,75,0.10620535654764417
1584,62,62,0.09468524002778327
1585,62,78,0.09309358452198375
1586,62,45,0.10638894188057667
1587,62,31,0.10528971559453068
1588,62,60,0.10077177199140407
1589,62,16,0.1011478327516566
1590,62,30,0.10540467568997361
1591,62,106,0.08821163773146377
1592,62,136,0.09887444848255328
1593,62,109,0.10566097072537912
1594,63,18,0.14362885253445165
1595,63,82,0.13796380312680417
1596,63,68,0.13582524397043128
1597,63,97,0.13057576928253553
1598,63,21,0.12460927292331576
1599,63,11,0.1593836002070608
1600,63,83,0.14964054464909057
1601,63,125,0.1372025034674157
1602,63,96,0.12737443222125774
1603,63,10,0.1416522962443966
1604,63,33,0.13836929154172667
1605,63,124,0.1362928487855121
1606,64,44,0.15918082338628725
1607,64,1,0.13887591379309866
1608,64,67,0.13271654247807865
1609,65,17,0.11724310816576818
1610,65,16,0.13236761477681944
1611,65,101,0.13038214928326602
1612,65,58,0.13678966420878558
1613,65,32,0.1228158146032987
1614,65,127,0.12184388300718121
1615,65,15,0.12428654315104325
1616,65,131,0.11854084766593558
1617,65,88,0.13161482560272994
1618,65,102,0.12558912802983063
1619,65,86,0.11372925102600809
1620,65,60,0.13765962128546422
1621,65,31,0.12630284913407186
1622,65,19,0.14259214848731214
1623,65,2,0.12377678371775634
1624,65,130,0.1318620448863221
1625,65,114,0.13060367103569412
1626,65,128,0.12121379247952652
1627,65,74,0.13919953461863946
1628,65,1,0.11510876490765423
1629,65,62,0.1247291828612625
1630,65,100,0.1173142399713553
1631,66,87,0.10850455581961907
1632,66,27,0.12419365638647008
1633,66,132,0.10326499500452774
1634,66,86,0.12030636311406927
1635,66,119,0.11184914607483958
1636,66,89,0.1388968536243324
1637,66,74,0.12415406143734409
1638,66,59,0.14224530070988967
1639,66,116,0.11841425981866514
1640,66,118,0.11595812355077768
1641,66,130,0.11133959263321977
1642,66,133,0.1281347370906623
1643,66,117,0.0978116286083019
1644,66,28,0.12018565226765768
1645,66,30,0.11375007233923445
1646,66,134,0.12107631524746358
1647,67,139,0.10470203279308193
1648,67,92,0.10685762291528322
1649,67,168,0.08813394652539294
1650,67,75,0.10608807053147629
1651,67,127,0.08044154583444874
1652,67,22,0.12591648705014535
1653,67,93,0.09246716472129565
1654,67,42,0.09319128837210727
1655,67,126,0.06941908484036256
1656,67,58,0.08679755182524461
1657,67,167,0.113994478979359
1658,67,111,0.06757546025589296
1659,67,21,0.10770281691696995
1660,67,41,0.08563976055499883
1661,67,154,0.10606664207179388
1662,67,153,0.0684949192917389
1663,67,94,0.08634048504982914
1664,67,152,0.071760007556046
1665,67,2,0.09969227468178321
1666,67,95,0.09487483088976727
1667,67,110,0.09990541968113818
1668,67,76,0.0697030158652495
1669,67,56,0.11034274259444793
1670,67,40,0.0744200208964165
1671,67,57,0.10308639982685072
1672,67,77,0.07992490667671437
1673,67,39,0.07162160725039045
1674,67,124,0.10771869159891863
1675,67,23,0.1207690644203436
1676,67,166,0.07951602455513512
1677,67,1,0.0938858131498979
1678,67,59,0.0937023910579939
1679,67,3,0.11146155611967862
1680,67,125,0.07162433996298989
1681,67,140,0.08360103745287363
1682,67,112,0.11305727593710492
1683,68,120,0.10663892053378228
1684,68,34,0.11372311333825894
1685,68,33,0.09753847510739057
1686,68,19,0.11070617288849076
1687,68,48,0.11085572217139408
1688,68,35,0.1105723071253417
1689,68,137,0.1020096985254383
1690,68,134,0.11163188930536459
1691,68,105,0.1106949832358978
1692,68,91,0.08958332619698263
1693,68,90,0.09522175963813283
1694,68,121,0.10241298545886483
1695,68,47,0.10446633772437919
1696,68,31,0.10380715074297645
1697,68,104,0.10904968977871203
1698,68,89,0.10512491873138341
1699,68,32,0.11899456904659486
1700,68,75,0.09470222117449288
1701,68,92,0.09363005449208604
1702,68,50,0.09173675758985861
1703,68,119,0.10495193324670676
1704,68,64,0.12406498481947015
1705,68,17,0.11463803827657916
1706,68,46,0.10636243937447809
1707,68,118,0.10290321587684897
1708,68,3,0.10776235039779782
1709,68,5,0.08969693181230655
1710,68,135,0.1034219482265402
1711,68,122,0.11159190546849995
1712,68,4,0.10209774122392516
1713,68,136,0.10377605242489613
1714,68,77,0.11459177490664946
1715,68,62,0.1006833285788179
1716,68,106,0.11253974274878831
1717,68,63,0.09455683080809019
1718,68,1,0.10490465205959415
1719,68,88,0.11483006633927285
1720,68,18,0.10722992871971085
1721,68,2,0.1004434163664138
1722,68,49,0.09592009754624678
1723,68,103,0.12506045578611172
1724,69,47,0.11248657198298956
1725,69,92,0.11468058553236131
1726,69,3,0.10190240870390478
1727,69,131,0.12803626948370797
1728,69,19,0.10802684896665966
1729,69,2,0.09993430321376674
1730,69,90,0.09714357111664569
1731,69,74,0.09693404441789048
1732,69,76,0.10463847254393278
1733,69,91,0.1051835582823207
1734,69,75,0.09602261676482061
1735,69,105,0.09243798377661888
1736,69,4,0.10843489509359228
1737,69,120,0.09385878219085544
1738,69,93,0.10314800431192347
1739,69,77,0.10960407599150927
1740,69,89,0.11107291861530853
1741,69,104,0.10869430917405605
1742,69,119,0.11508308601927819
1743,69,78,0.11005634312975508
1744,69,60,0.09891259294529708
1745,69,45,0.10642471858199552
1746,69,18,0.0969601357681433
1747,69,61,0.11226238447455629
1748,69,44,0.10182187594523992
1749,69,32,0.1107782150209499
1750,69,20,0.11212983407058172
1751,69,46,0.0904569388330452
1752,69,59,0.10828425125842744
1753,69,63,0.1119338160757251
1754,69,48,0.11319427741716917
1755,70,134,0.11659759333858874
1756,70,92,0.07699134964753039
1757,70,47,0.11570341323996311
1758,70,63,0.09173727446008872
1759,70,2,0.07633806599394653
1760,70,122,0.08513703988964944
1761,70,46,0.09521581945970566
1762,70,19,0.06179843582927581
1763,70,108,0.09383324801223888
1764,70,77,0.07562891766219487
1765,70,49,0.10034656373288889
1766,70,33,0.09969648643151732
1767,70,62,0.10072978707745535
1768,70,3,0.09451175612623827
1769,70,4,0.09243693792267761
1770,70,120,0.08520980744104603
1771,70,138,0.07332102850009482
1772,70,94,0.09589054110148161
1773,70,64,0.08998442343885474
1774,70,78,0.10258191360340259
1775,70,50,0.09682750316135846
1776,70,35,0.10834835043786079
1777,70,5,0.09718935585320249
1778,70,20,0.07535725953572639
1779,70,137,0.11255096470424825
1780,70,106,0.07073367230967309
1781,70,18,0.08804555801508412
1782,70,135,0.0904005416881282
1783,70,76,0.08013810927216894
1784,70,136,0.08376764558890684
1785,70,119,0.08581460419819319
1786,70,107,0.11166494257483568
1787,70,93,0.09436456894875428
1788,70,121,0.09293610444795859
1789,70,1,0.0887052313479617
1790,70,95,0.08817879883113104
1791,70,17,0.09697156574101501
1792,70,79,0.0943948196247753
1793,70,80,0.08409268192551997
1794,70,48,0.09344233208945567
1795,70,31,0.08731734904862114
1796,70,32,0.08429981174891872
1797,71,92,0.0958801561147066
1798,71,5,0.09940704360001286
1799,71,136,0.08542191648276136
1800,71,77,0.08703906340474885
1801,71,125,0.0926902231230937
1802,71,47,0.10021692352744405
1803,71,50,0.08510121275805702
1804,71,3,0.0957443866110487
1805,71,76,0.09252593357437032
1806,71,33,0.0883387851035874
1807,71,110,0.09695931937570461
1808,71,34,0.0779558698622295
1809,71,80,0.10515011710995861
