,Sheep,Image,MinDist,IFDist
448,21,92,190.81411204702755,278.6921568166418
449,21,93,98.83644698895044,204.91747650810882
450,21,106,110.63845382034638,195.4922094708998
451,21,27,110.98172590921651,206.70641313913387
452,21,40,118.56514519909216,244.81992023810065
453,21,54,138.38530031377636,192.52320504232435
454,21,15,107.28307614113945,188.49281312721004
455,21,16,129.62333929143458,226.28700792360786
456,21,112,154.3175636731521,207.26651208948613
457,21,17,101.84467597351151,177.3560023280528
458,22,19,63.72386261000211,161.47931104256253
459,22,93,68.97052900899331,167.55294100049178
460,22,84,61.90851382130205,170.30648122423125
461,22,73,96.46051489152326,167.46176178109266
462,22,1,121.88790995201826,165.73124468711993
463,22,2,140.1474177292646,198.9086899008683
464,22,53,140.18668805759154,197.69771534984207
465,22,103,84.44297096460646,194.32576498167953
466,22,17,94.53059667848554,176.78731709721214
467,22,54,49.93307056961429,178.62807852419095
468,22,31,58.78383041451436,164.14755898150554
469,22,32,36.7700402598925,151.7394724503874
470,22,72,183.72689189625385,235.21044020913345
471,22,3,55.737135460832775,171.66318098553586
472,22,55,118.1186009853242,187.78193855900457
473,22,92,122.49577621416785,176.79032491122936
474,22,56,126.36305505747687,195.09940116760987
475,22,41,162.11150105553563,206.27045964026283
476,22,71,113.51115867603853,173.85511646451263
477,22,52,128.63864145868382,196.70018867085
478,23,56,119.375641151503,197.2156315810048
479,23,60,61.38532188740489,177.25833704687977
480,23,64,192.1220397678652,238.5831638890286
481,23,22,30.463682984502174,207.8195961876996
482,23,69,156.1751607511356,211.7948028199139
483,23,26,89.97568777038641,182.1056575137957
484,23,1,87.48799210320463,178.06033315249178
485,23,43,63.41916196134782,163.4662394359994
486,23,13,100.47697931913119,184.0624331058497
487,23,28,132.6607724566869,209.65516534753198
488,23,67,185.01580155466678,242.14873463994672
489,23,58,10.443197584619858,157.55000600731915
490,23,59,157.24798714259288,217.69433599475576
491,23,73,31.2403292164942,184.16022271728005
492,23,12,76.14226688804966,150.67461772888717
493,23,41,153.41978256037123,216.21984469934338
494,23,57,93.29754905687793,189.61765659400143
495,23,66,120.32367117381361,203.05056672547443
496,23,42,61.703700996698124,203.10342704653658
497,23,44,60.783325143203996,166.29156118681814
498,23,70,126.35493133240523,183.82054355555417
499,23,72,87.12415004819547,186.08484195449066
500,23,63,45.80914229014769,192.49236248402138
501,23,62,90.34876369024788,197.9501690152835
502,23,61,61.535389393453194,182.14070493513663
503,23,40,134.81417816236026,260.96103931109957
504,23,11,112.65908232189574,182.70948256169476
505,23,71,44.93129281598397,198.12939027297807
506,23,65,136.77377038284743,206.78167269258748
507,23,27,128.3544361505212,194.82470991465803
508,23,68,131.13891687412368,218.03941470410427
509,23,23,41.4231760277912,181.26279576440365
510,23,55,168.1509837340237,235.03613680666243
511,23,25,70.66876698721293,159.6441677768741
512,23,24,43.19471265595257,182.89615754703226
513,24,5,55.32028442253374,170.13474848075086
514,24,6,51.22563931611278,177.5542075330942
515,24,3,164.41161563654325,218.77512137101758
516,24,1,117.62310039919947,164.48705346341458
517,24,10,96.9269994488582,197.76954282575147
518,24,4,17.066613486361113,162.6159857470144
519,24,2,89.3857483144363,204.89088401539084
520,24,9,149.94097044951806,198.36983844541174
521,25,12,58.62770822572298,146.1221215120029
522,25,2,103.26610992549213,162.41727421393443
523,25,7,17.38211085506527,131.15380534234063
524,25,8,131.29568998851946,184.00473677181537
525,25,3,82.14698441307158,158.67105541769405
526,25,5,92.9250008788322,146.29311648809937
527,25,6,115.11655163902776,166.62804204151993
528,26,42,134.14960837014524,230.21801778168665
529,26,23,121.30140225640895,191.75865497358626
530,26,2,136.71738642173102,195.2919277933871
531,26,1,121.44491644570476,195.94324557102019
532,26,39,152.12312691302913,223.28548910988724
533,26,16,146.94749131909677,211.9392589751037
534,26,5,103.80824506179341,203.26670971955664
535,26,19,38.74163677929842,175.10953940247032
536,26,8,145.67500351736226,217.08585994658628
537,26,25,82.69505423166633,185.50371992322144
538,26,47,90.27308859291915,191.65206163994938
539,26,9,92.0445330310176,195.50021640548601
540,26,44,7.1362373560785475,165.07966949883811
541,26,38,109.96261981940614,216.77612268528154
542,26,43,112.65961530624291,219.2258101114436
543,26,50,83.01568542910678,201.03140088377003
544,26,27,149.12472135714032,230.88443218153407
545,26,33,65.70863321800223,198.38614376026302
546,26,40,90.89824861238526,204.41469609820933
547,26,15,117.22300770024394,264.36638289950747
548,26,41,163.84027193153432,233.62053429717008
549,26,22,120.02730590356096,205.55576056912116
550,26,45,157.74503334192013,207.9934575606861
551,26,3,46.95882849275899,173.5040145209501
552,26,7,106.14133849008486,206.8353151604421
553,26,34,100.09654595506628,213.735587068139
554,26,37,65.58162777175329,166.61327146052636
555,26,28,86.27802905747924,185.83475361505143
556,26,12,105.0463679906367,167.48093002819598
557,26,35,147.8610886030663,219.97961647376638
558,26,18,150.32929038279775,212.40740051701528
559,26,11,107.72065932465453,155.60740321208795
560,26,4,126.56879036004142,242.18961249507518
561,26,32,46.14729359047452,179.2038404869398
562,26,21,4.9406498215869705,150.86311954921922
563,26,20,61.154692269074374,178.53299220682032
564,26,6,111.08991474741119,178.98556830637898
565,26,29,65.09738840501076,201.68454620753127
566,26,36,74.47601574443655,188.12065145381055
567,26,48,141.2010351125923,192.08514804017284
568,26,49,59.71906492445945,181.01649614267876
569,26,52,128.75242684095295,194.29560488091323
570,26,13,108.61198920447838,154.79094635505186
571,27,98,71.27656117465848,183.34389630894515
572,27,58,144.13339244735062,182.7024345265251
573,27,124,44.828831084524246,194.717262977034
574,27,37,124.86742824649795,232.4299625095339
575,27,110,128.0755066177271,255.72861009515262
576,27,1,8.166578546550301,201.5385022729679
577,27,100,42.37944570132508,199.87238930956454
578,27,78,90.63158481321956,202.03686888745267
579,27,3,83.0553939985247,189.94224645813392
580,27,38,125.59121266902322,201.149235077401
581,27,122,53.885182603186955,221.6147515131689
582,27,87,178.27000251111258,226.26436719740553
583,27,2,119.38702295067648,227.85278373971133
584,27,57,120.4199129067951,204.58782188451823
585,27,88,57.5307446963603,165.98098739046995
586,27,36,175.03398631195415,235.5420821950032
587,27,18,191.75230014195114,263.6485271257056
588,27,86,84.05349876468381,185.30559461117718
589,27,49,106.08351048189209,215.20394071005023
590,27,101,3.1622776601683795,142.13307356007567
591,27,16,168.63156189607722,243.89304478529615
592,27,121,158.71941778810776,189.39825782797624
593,27,85,41.827867203041166,191.47972866729174
594,27,109,218.41891281984243,262.1818991774378
595,27,20,58.72854328338567,250.23983775316992
596,27,120,159.53086786353322,280.82568779444864
597,27,99,112.09774816233997,191.25853877333986
598,27,17,28.037740569206882,218.33506371630332
599,27,39,131.8316290761486,190.53181665224682
600,27,19,126.85510925507351,196.24286749502053
601,27,4,73.35803236100962,206.725365045138
602,27,123,62.72624539786227,179.99344673869675
603,27,79,19.479791714191887,192.08170910013314
604,28,87,110.71802319756124,167.78073515887314
605,28,34,123.82145349154993,174.98101363593275
606,28,48,117.95910903220857,169.54200425613874
607,28,22,113.04887023364243,177.0641064692818
608,28,68,60.494742373842314,156.9915712654056
609,28,49,128.56704589300278,181.72046729251264
610,28,51,167.16882529424706,218.57951441126247
611,28,72,116.29799591777562,192.75860825183594
612,28,69,68.40673949546537,180.16109524744905
613,28,23,23.966398422341396,149.34672738438573
614,28,11,124.98884903444002,175.958018053658
615,28,71,122.45775596372296,165.6372246938766
616,28,50,48.23277552270814,176.90392319167591
617,28,37,125.35589742940817,194.92633522637664
618,28,84,86.9350213316798,159.3566776794311
619,28,70,45.64933707401829,184.65439412124746
620,28,85,92.01490577081178,168.76187087857411
621,28,35,81.83428838183772,174.47896923715425
622,28,1,114.59213727300204,207.91065642627066
623,28,10,107.04114435499861,174.16103747472357
624,28,2,104.48997398122735,180.34668900470183
625,28,36,98.33026663067626,163.65927955158685
626,28,86,156.78649115252443,202.897950793804
627,29,141,2.23606797749979,114.99725116038881
628,29,204,168.49544633044084,236.50573334421097
629,29,186,35.94968808299695,187.5856137205302
630,29,119,57.18367709930223,224.29420216464607
