,Sheep,Image,Blur
219,12,181,0.017872958542713566
220,12,191,0.022998586683417085
221,12,117,0.024081187185929647
222,12,201,0.02918530150753769
223,12,83,0.0327454459798995
224,12,178,0.025272613065326632
225,12,67,0.01865656407035176
226,12,82,0.02056045854271357
227,12,193,0.03249497487437186
228,12,164,0.03326240577889447
229,12,166,0.02371890703517588
230,12,179,0.019301821608040202
231,12,95,0.035451319095477385
232,12,104,0.030122016331658293
233,12,151,0.02367744974874372
234,12,192,0.022943781407035176
235,12,70,0.03205653266331658
236,12,180,0.016616677135678392
237,12,68,0.03089871231155779
238,12,81,0.015272927135678393
239,12,103,0.06608479899497488
240,13,250,0.008893844221105528
241,13,257,0.00696623743718593
242,13,249,0.012147613065326633
243,13,224,0.024844849246231156
244,13,217,0.008663159547738693
245,13,240,0.010201476130653267
246,13,256,0.01348712311557789
247,13,233,0.009126099246231156
248,13,232,0.01889824120603015
249,14,113,0.01384641959798995
250,14,95,0.018588096733668343
251,14,53,0.015434202261306533
252,14,96,0.041423680904522614
253,14,141,0.01301287688442211
254,14,112,0.012050408291457286
255,14,157,0.032597361809045225
256,14,32,0.014627198492462311
257,14,51,0.0120205716080402
258,14,31,0.014869974874371859
259,14,144,0.016664572864321606
260,14,19,0.018969535175879397
261,14,30,0.010749528894472362
262,14,4,0.020555590452261307
263,14,143,0.02196388190954774
264,14,155,0.046393530150753766
265,14,98,0.017172738693467336
266,14,52,0.01620540201005025
267,14,129,0.013331815326633165
268,14,100,0.015059359296482413
269,14,125,0.017078360552763818
270,14,142,0.014513819095477387
271,14,140,0.015774340452261306
272,14,18,0.012187028894472362
273,14,67,0.0322553391959799
274,14,68,0.0171509108040201
275,14,99,0.017181061557788944
276,14,114,0.015583542713567839
277,14,3,0.013059045226130652
278,14,126,0.01304930904522613
279,14,5,0.021525282663316582
280,14,2,0.01339070351758794
281,14,44,0.013566268844221106
282,14,54,0.014766802763819096
283,14,65,0.013910646984924623
284,14,80,0.023912217336683417
285,14,82,0.044714824120603014
286,14,1,0.01384594849246231
287,14,17,0.012561243718592964
288,14,81,0.01902575376884422
289,14,94,0.016577261306532663
290,14,111,0.03180700376884422
291,14,66,0.01580778894472362
292,14,127,0.017323492462311556
293,14,128,0.018625628140703517
294,14,97,0.0266196608040201
295,14,50,0.011218121859296482
296,15,138,0.025292556532663317
297,15,95,0.01711997487437186
298,15,30,0.01480496231155779
299,15,70,0.015179020100502512
300,15,109,0.015991048994974874
301,15,96,0.015005653266331659
302,15,111,0.013166771356783919
303,15,124,0.017331972361809046
304,15,58,0.017672738693467336
305,15,2,0.014318310301507538
306,15,57,0.016905464824120604
307,15,1,0.015621545226130653
308,15,17,0.01563018216080402
309,15,3,0.01458055904522613
310,15,125,0.016402952261306534
311,15,29,0.013047267587939698
312,15,82,0.016527638190954774
313,15,83,0.020695037688442212
314,15,42,0.015480056532663317
315,15,16,0.018287845477386936
316,15,123,0.01788096733668342
317,15,108,0.016684045226130654
318,16,9,0.028897927135678392
319,16,44,0.021181218592964825
320,16,71,0.016058888190954773
321,16,72,0.011595320351758793
322,16,46,0.021108511306532664
323,16,22,0.021519158291457285
324,16,111,0.01634877512562814
325,16,75,0.017717179648241207
326,16,112,0.015511934673366834
327,16,33,0.014082443467336683
328,16,76,0.02930920226130653
329,16,8,0.021054177135678392
330,16,74,0.016842336683417086
331,16,57,0.014358982412060302
332,16,86,0.030526695979899498
333,16,73,0.017473461055276383
334,16,21,0.02031045854271357
335,16,34,0.011199591708542714
336,16,103,0.011886777638190954
337,17,44,0.012530621859296482
338,17,46,0.019059516331658293
339,17,74,0.015073806532663317
340,17,65,0.010673994974874371
341,17,89,0.04894488065326633
342,17,136,0.014663159547738693
343,17,91,0.011464981155778894
344,17,111,0.010274968592964824
345,17,2,0.014673994974874371
346,17,1,0.011722989949748745
347,17,86,0.01374764447236181
348,17,3,0.013865263819095478
349,17,123,0.01828329145728643
350,17,100,0.022678706030150753
351,17,135,0.016395414572864322
352,17,122,0.015570665829145729
353,17,88,0.01679663944723618
354,17,124,0.021845634422110554
355,17,45,0.01447361809045226
356,17,75,0.017162845477386935
357,17,109,0.012201947236180904
358,17,87,0.024759108040201004
359,17,43,0.01786699120603015
360,17,90,0.013356312814070351
361,17,30,0.012639290201005024
362,17,121,0.02211950376884422
363,17,27,0.013792242462311559
364,18,69,0.015913944723618092
365,18,12,0.049953360552763816
366,18,68,0.018227386934673368
367,18,96,0.015009893216080402
368,18,97,0.015407820351758793
369,18,1,0.016378140703517587
370,18,95,0.02537280150753769
371,18,45,0.02971105527638191
372,18,46,0.019698806532663315
373,18,58,0.02154946608040201
374,18,24,0.019338724874371858
375,19,110,0.011513505025125628
376,19,111,0.013105527638190955
377,19,100,0.00885144472361809
378,19,3,0.01434406407035176
379,19,1,0.010202575376884421
380,19,6,0.015039886934673367
381,19,58,0.008821451005025125
382,19,30,0.0082759108040201
383,19,33,0.009579930904522613
384,19,97,0.011431689698492462
385,19,31,0.008724717336683417
386,19,5,0.010192682160804021
387,19,19,0.00984641959798995
388,19,86,0.012996231155778894
389,19,122,0.017374057788944724
390,19,18,0.01309657663316583
391,19,47,0.008959956030150753
392,19,4,0.010539886934673367
393,19,44,0.008829459798994976
394,19,48,0.008600973618090452
395,19,59,0.009710427135678393
396,19,60,0.010857097989949748
397,19,70,0.009074277638190955
398,19,2,0.009116048994974875
399,19,20,0.009488222361809046
400,19,71,0.008537531407035176
401,19,84,0.01323445351758794
402,19,112,0.013652167085427136
403,19,124,0.013012562814070351
404,19,98,0.011128611809045227
405,19,125,0.02048241206030151
406,19,109,0.011876727386934674
407,19,85,0.01217195351758794
408,19,61,0.011220163316582914
409,19,72,0.008852701005025125
410,19,99,0.01037484296482412
411,19,46,0.008415515075376884
412,19,34,0.009727229899497487
413,19,87,0.01640059673366834
414,19,17,0.010331030150753769
415,19,123,0.013045226130653266
416,19,45,0.00824717336683417
417,19,134,0.008793655778894472
418,19,135,0.01324230527638191
419,19,73,0.01015891959798995
420,20,114,0.011813913316582915
421,20,102,0.007917242462311559
422,20,40,0.007261149497487437
423,20,65,0.009229899497487436
424,20,103,0.008296011306532663
425,20,1,0.00601821608040201
426,20,90,0.005735709798994975
427,20,76,0.006631752512562814
428,20,13,0.010426507537688442
429,20,39,0.011302449748743719
430,20,89,0.0068966708542713565
431,20,15,0.00779161432160804
432,20,77,0.010451005025125628
433,20,64,0.015007380653266332
434,21,28,0.009438913316582915
435,21,55,0.00936196608040201
436,21,91,0.010446451005025125
437,21,56,0.01235961055276382
438,21,29,0.012457757537688442
439,21,41,0.007893687185929648
440,21,68,0.010529208542713568
441,21,113,0.008912531407035176
442,21,1,0.008121859296482412
443,21,42,0.009603643216080402
444,21,2,0.007456187185929648
445,21,3,0.0076287688442211055
446,21,83,0.010443781407035176
447,21,114,0.010357097989949748
448,21,92,0.009570979899497487
449,21,93,0.010068781407035175
450,21,106,0.010869503768844222
451,21,27,0.010902952261306532
452,21,40,0.009505496231155779
453,21,54,0.014292713567839196
454,21,15,0.0169169283919598
455,21,16,0.0179115891959799
456,21,112,0.013721262562814071
457,21,17,0.014319252512562814
458,22,19,0.009811400753768844
459,22,93,0.012171325376884421
460,22,84,0.014790515075376884
461,22,73,0.0160259108040201
462,22,1,0.008527952261306532
463,22,2,0.010077575376884421
464,22,53,0.013510364321608041
465,22,103,0.01550518216080402
466,22,17,0.01900298366834171
467,22,54,0.014824905778894473
468,22,31,0.009530464824120602
469,22,32,0.0108803391959799
470,22,72,0.011763505025125628
471,22,3,0.007989007537688442
472,22,55,0.014724246231155778
473,22,92,0.010678863065326633
474,22,56,0.01685175879396985
475,22,41,0.04722597361809045
476,22,71,0.011487437185929648
477,22,52,0.011641174623115577
478,23,56,0.022243247487437185
479,23,60,0.013479114321608041
480,23,64,0.017838096733668343
481,23,22,0.0200464824120603
482,23,69,0.02098194095477387
483,23,26,0.016779993718592966
484,23,1,0.017513819095477386
485,23,43,0.020663630653266332
486,23,13,0.027718121859296483
487,23,28,0.02444456658291457
488,23,67,0.023326319095477388
489,23,58,0.018484924623115576
490,23,59,0.0333864635678392
491,23,73,0.030930590452261306
492,23,12,0.013417242462311558
493,23,41,0.019580402010050253
494,23,57,0.025891488693467336
495,23,66,0.020576947236180903
496,23,42,0.02028941582914573
497,23,44,0.0160411432160804
498,23,70,0.021056061557788944
499,23,72,0.03399057788944724
500,23,63,0.014025910804020101
501,23,62,0.017530150753768844
502,23,61,0.014416457286432162
503,23,40,0.021486023869346733
504,23,11,0.02107584798994975
505,23,71,0.022977858040201006
506,23,65,0.011616048994974874
507,23,27,0.02104177135678392
508,23,68,0.02110646984924623
509,23,23,0.024298994974874373
510,23,55,0.019970006281407035
511,23,25,0.024493404522613064
512,23,24,0.020857883165829146
513,24,5,0.006529522613065326
514,24,6,0.01009924623115578
515,24,3,0.01259626256281407
516,24,1,0.011285018844221105
517,24,10,0.006462468592964824
518,24,4,0.008470791457286433
519,24,2,0.00868765703517588
520,24,9,0.007580402010050251
521,25,12,0.009641331658291457
522,25,2,0.011310929648241206
523,25,7,0.009287688442211055
524,25,8,0.01168231783919598
525,25,3,0.011374057788944724
526,25,5,0.008535018844221106
527,25,6,0.008967179648241206
528,26,42,0.019436557788944722
529,26,23,0.016529522613065326
530,26,2,0.015574591708542713
531,26,1,0.0142035175879397
532,26,39,0.018874057788944725
533,26,16,0.017092964824120604
534,26,5,0.014414572864321608
535,26,19,0.015526695979899497
536,26,8,0.016014761306532663
537,26,25,0.0183285175879397
538,26,47,0.015821765075376883
539,26,9,0.02323461055276382
540,26,44,0.029097989949748743
541,26,38,0.02225769472361809
542,26,43,0.023715609296482414
543,26,50,0.012688913316582914
544,26,27,0.018855213567839195
545,26,33,0.03826413316582915
546,26,40,0.013568781407035177
547,26,15,0.015165043969849246
548,26,41,0.022222832914572863
549,26,22,0.02204616834170854
550,26,45,0.023662217336683417
551,26,3,0.017801507537688444
552,26,7,0.019939227386934672
553,26,34,0.019880025125628142
554,26,37,0.02741394472361809
555,26,28,0.014772298994974875
556,26,12,0.015646827889447237
557,26,35,0.016109767587939697
558,26,18,0.013853329145728644
559,26,11,0.02195587311557789
560,26,4,0.01427104271356784
561,26,32,0.02873429648241206
562,26,21,0.02555464824120603
563,26,20,0.023621231155778896
564,26,6,0.024220006281407035
565,26,29,0.019827104271356782
566,26,36,0.01941912688442211
567,26,48,0.016573649497487436
568,26,49,0.014432788944723617
569,26,52,0.013698335427135678
570,26,13,0.015074748743718593
571,27,98,0.024551036432160805
572,27,58,0.03581454145728643
573,27,124,0.037439384422110554
574,27,37,0.03060646984924623
575,27,110,0.029373115577889446
576,27,1,0.03564337311557789
577,27,100,0.022871388190954772
578,27,78,0.04727763819095478
579,27,3,0.044095320351758796
580,27,38,0.032637248743718594
581,27,122,0.02848209798994975
582,27,87,0.03510175879396985
583,27,2,0.032995288944723616
584,27,57,0.031849089195979896
585,27,88,0.03484720477386934
586,27,36,0.036732726130653266
587,27,18,0.02804491206030151
588,27,86,0.03178077889447236
589,27,49,0.027073335427135678
590,27,101,0.03429349874371859
591,27,16,0.03727214195979899
592,27,121,0.028271827889447237
593,27,85,0.03392949120603015
594,27,109,0.027514604271356782
595,27,20,0.03243954145728643
596,27,120,0.033061714824120604
597,27,99,0.028014918341708543
598,27,17,0.03183793969849246
599,27,39,0.033518687185929645
600,27,19,0.03197094849246231
601,27,4,0.03590358040201005
602,27,123,0.031043655778894473
603,27,79,0.02603407663316583
604,28,87,0.02039054648241206
605,28,34,0.019534390703517587
606,28,48,0.017803077889447235
607,28,22,0.017543969849246232
608,28,68,0.021551350502512563
609,28,49,0.017982883165829147
610,28,51,0.019019629396984924
611,28,72,0.024113850502512562
612,28,69,0.021944095477386936
613,28,23,0.01756736809045226
614,28,11,0.019290672110552763
615,28,71,0.02013756281407035
616,28,50,0.01822189070351759
617,28,37,0.015998272613065325
618,28,84,0.02185866834170854
619,28,70,0.02631564070351759
620,28,85,0.02204444095477387
621,28,35,0.0191608040201005
622,28,1,0.016807003768844222
623,28,10,0.021933731155778895
624,28,2,0.01684139447236181
625,28,36,0.01889353015075377
626,28,86,0.022331972361809047
627,29,141,0.023618875628140704
628,29,204,0.04731108668341708
629,29,186,0.03664808417085427
630,29,119,0.026289572864321608
631,29,206,0.05433165829145729
632,29,188,0.035803391959798994
633,29,205,0.04332019472361809
634,29,163,0.04242430904522613
635,29,142,0.02501633165829146
636,29,189,0.030931689698492464
637,30,18,0.013227858040201004
638,30,66,0.006173366834170854
639,30,62,0.006790672110552764
640,30,19,0.006503140703517588
641,30,1,0.006993090452261307
642,30,2,0.006844692211055276
643,30,128,0.0075614007537688445
644,30,4,0.0066195037688442215
645,30,33,0.006704773869346733
646,30,64,0.006296482412060302
647,30,49,0.019051036432160804
648,30,35,0.0065678391959799
649,30,89,0.007399497487437186
650,30,65,0.007696922110552764
651,30,112,0.006640389447236181
652,30,111,0.006831815326633166
653,30,48,0.006277952261306533
654,30,113,0.0066209170854271355
655,30,141,0.00862264447236181
656,30,21,0.0069957600502512565
657,30,114,0.007482726130653266
658,30,77,0.006675251256281407
659,30,99,0.006652952261306533
660,30,47,0.0057595791457286435
661,30,34,0.006551350502512563
662,30,126,0.007701790201005025
663,30,154,0.011136620603015075
664,30,3,0.008561243718592964
665,30,76,0.014722361809045226
666,30,152,0.007552449748743718
667,30,140,0.0064115891959798995
668,30,63,0.006649183417085427
669,30,79,0.007516802763819095
670,30,139,0.015630025125628142
671,30,153,0.007976915829145729
672,30,155,0.0075384736180904525
673,30,78,0.006828360552763819
674,30,127,0.007401695979899497
675,30,20,0.006765075376884422
676,30,46,0.007141959798994975
677,30,90,0.007200690954773869
678,30,100,0.00663536432160804
679,31,98,0.008681532663316583
680,31,121,0.010420540201005026
681,31,137,0.00914572864321608
682,31,123,0.008461683417085426
683,31,67,0.009012562814070351
684,31,32,0.007087311557788945
685,31,33,0.023102386934673366
686,31,66,0.019411118090452262
687,31,80,0.008631595477386934
688,31,20,0.0614756595477387
689,31,79,0.007040986180904522
690,31,122,0.016381438442211054
691,31,90,0.007019786432160804
692,31,51,0.024917556532663317
693,31,65,0.017377041457286434
694,31,19,0.013792399497487437
695,32,29,0.019021984924623116
696,32,17,0.028594849246231156
697,32,30,0.015590295226130653
698,32,49,0.011567839195979899
699,32,2,0.0150678391959799
700,32,18,0.021739949748743718
701,32,13,0.01511730527638191
702,32,19,0.019297738693467337
703,32,1,0.01337248743718593
704,33,40,0.006992462311557789
705,33,8,0.007727701005025125
706,33,53,0.0072485866834170855
707,33,72,0.007682003768844221
708,33,9,0.006356155778894472
709,33,59,0.008102386934673366
710,33,58,0.007727543969849246
711,33,74,0.0073442211055276384
712,33,11,0.007964510050251256
713,33,1,0.007025596733668342
714,33,10,0.006525753768844221
715,33,41,0.006200376884422111
716,33,60,0.006415672110552764
717,33,26,0.010492305276381909
718,33,73,0.007403423366834171
719,33,25,0.010460113065326633
720,33,27,0.008883479899497487
721,34,88,0.010846733668341709
722,34,25,0.010807788944723618
723,34,89,0.010233668341708543
724,34,39,0.010404208542713568
725,34,10,0.011369189698492462
726,34,1,0.013427449748743719
727,34,37,0.011157035175879397
728,34,68,0.010384422110552764
729,34,12,0.010725973618090452
730,34,91,0.011931846733668343
731,34,90,0.009663473618090453
732,34,52,0.010578203517587939
733,34,51,0.020790043969849247
734,34,26,0.010220791457286433
735,34,53,0.011791143216080402
736,34,2,0.021337311557788945
737,35,123,0.010558888190954773
738,35,122,0.009956658291457287
739,35,56,0.010626256281407035
740,35,59,0.012504711055276382
741,35,108,0.010457286432160803
742,35,44,0.010170854271356784
743,35,17,0.009961369346733669
744,35,73,0.013058574120603015
745,35,121,0.013160489949748744
746,35,2,0.008719692211055277
747,35,58,0.010378454773869348
748,35,1,0.007876256281407035
749,35,72,0.01207553391959799
750,35,57,0.010751413316582914
751,35,15,0.010369503768844221
752,35,18,0.009946136934673366
753,35,84,0.01058055904522613
754,35,70,0.012128611809045226
755,35,110,0.009680590452261306
756,35,16,0.008951319095477387
757,35,71,0.011399183417085427
758,35,43,0.010516174623115578
759,35,30,0.008962154522613066
760,35,107,0.010660175879396985
761,35,55,0.011818624371859297
762,35,42,0.011274026381909547
763,35,3,0.013317211055276381
764,35,109,0.011026695979899498
765,35,85,0.009342964824120604
766,35,4,0.011826476130653267
767,36,73,0.009030621859296482
768,36,3,0.00773947864321608
769,36,32,0.008650125628140704
770,36,60,0.012350973618090452
771,36,74,0.010832600502512562
772,36,104,0.011847675879396984
773,36,59,0.00778910175879397
774,36,87,0.011586526381909547
775,36,102,0.00981752512562814
776,36,116,0.007499214824120603
777,36,1,0.008298523869346734
778,36,118,0.011355213567839195
779,36,5,0.010529365577889447
780,36,19,0.007620760050251256
781,36,72,0.011259579145728643
782,36,4,0.007929962311557789
783,36,86,0.010384422110552764
784,36,103,0.012517273869346734
785,36,47,0.017047895728643216
786,36,34,0.011154051507537689
787,36,131,0.010436243718592964
788,36,31,0.012339510050251256
789,36,33,0.009853643216080402
790,36,2,0.020741677135678392
791,36,18,0.007157506281407035
792,36,20,0.008709484924623116
793,36,75,0.0178231783919598
794,36,71,0.014856312814070351
795,36,88,0.010066582914572865
796,36,101,0.009750314070351759
797,36,132,0.010225502512562814
798,36,46,0.02542415201005025
799,36,130,0.008660018844221105
800,36,17,0.008094064070351759
801,36,115,0.00795069095477387
802,36,1,0.013527638190954774
803,36,2,0.008266174623115578
804,36,45,0.009287845477386935
805,36,58,0.012157663316582915
806,37,2,0.011469849246231156
807,37,1,0.011907506281407035
808,37,16,0.009262562814070351
809,37,28,0.009862594221105527
810,37,15,0.01058589824120603
811,37,38,0.011594064070351759
812,37,63,0.012957443467336684
813,37,89,0.009292085427135678
814,37,62,0.011865734924623115
815,37,51,0.009302763819095478
816,37,76,0.012251099246231155
817,37,39,0.01132035175879397
818,37,116,0.022758793969849245
819,37,14,0.011201633165829146
820,37,75,0.014709327889447236
821,37,61,0.011605056532663317
822,37,40,0.00847393216080402
823,37,113,0.011679962311557789
824,37,88,0.009977701005025126
825,37,114,0.010860709798994976
826,37,3,0.013297110552763818
827,37,74,0.012878768844221105
828,37,77,0.010024968592964823
829,37,90,0.011280621859296482
830,38,71,0.019245917085427135
831,38,87,0.011499371859296482
832,38,45,0.01255480527638191
833,38,99,0.013337939698492462
834,38,130,0.017915986180904522
835,38,14,0.013225816582914572
836,38,58,0.013577575376884423
837,38,59,0.013189541457286432
838,38,86,0.0189847675879397
839,38,102,0.012384893216080403
840,38,100,0.013745603015075377
841,38,101,0.012991206030150753
842,38,117,0.012487437185929649
843,38,115,0.01400486809045226
844,38,31,0.008609924623115578
845,38,88,0.016501413316582916
846,38,15,0.011790672110552763
847,38,28,0.010726130653266332
848,38,2,0.012834013819095477
849,38,103,0.012332757537688442
850,38,116,0.015219064070351758
851,38,114,0.011528737437185929
852,38,29,0.008903266331658291
853,38,30,0.009111652010050252
854,38,57,0.011892430904522614
855,38,27,0.009638819095477386
856,38,70,0.014250471105527638
857,38,56,0.020608040201005026
858,38,85,0.012220320351758794
859,38,118,0.012428391959798994
860,38,42,0.013574748743718593
861,39,92,0.012023869346733669
862,39,55,0.012746702261306532
863,39,53,0.017479899497487437
864,39,52,0.013170226130653266
865,39,68,0.01229161432160804
866,39,54,0.013026853015075376
867,39,81,0.015596733668341708
868,39,30,0.017119503768844222
869,39,31,0.016162845477386934
870,39,91,0.012263662060301507
871,39,1,0.019930433417085426
872,39,80,0.014869032663316583
873,39,4,0.017683260050251257
874,39,2,0.017733197236180904
875,39,3,0.01796812185929648
876,40,23,0.022881124371859296
877,40,36,0.019954773869346732
878,40,104,0.01943200376884422
879,40,105,0.01823947864321608
880,40,48,0.020037845477386934
881,40,2,0.020484924623115578
882,40,35,0.02346592336683417
883,40,1,0.022477858040201006
884,40,64,0.022343592964824122
885,40,65,0.021221733668341708
886,40,92,0.02253627512562814
887,40,50,0.02112248743718593
888,40,118,0.01862547110552764
889,40,78,0.015347047738693467
890,40,117,0.02323162688442211
891,40,12,0.021319252512562815
892,40,51,0.020923209798994976
893,40,63,0.02186542085427136
894,40,116,0.026373900753768845
895,40,91,0.02082019472361809
896,40,62,0.0231303391959799
897,40,90,0.023615263819095476
898,40,119,0.02026821608040201
899,41,67,0.02499717336683417
900,41,10,0.02378376256281407
901,41,30,0.028694880653266332
902,41,19,0.02466959798994975
903,41,133,0.01153140703517588
904,41,181,0.02266959798994975
905,41,215,0.012040358040201005
906,41,216,0.02418561557788945
907,41,66,0.026418184673366835
908,41,95,0.02460913944723618
909,41,68,0.027483354271356782
910,41,125,0.019939384422110552
911,41,201,0.011545854271356784
912,41,53,0.022457286432160804
913,41,54,0.019078988693467337
914,41,116,0.023714667085427136
915,41,11,0.02391174623115578
916,41,142,0.010067211055276382
917,41,155,0.011475188442211055
918,41,171,0.011706815326633166
919,41,20,0.020968121859296484
920,41,80,0.018239007537688444
921,41,124,0.027077261306532662
922,41,126,0.024379711055276383
923,41,81,0.023454616834170855
924,41,1,0.028068781407035177
925,41,134,0.011665201005025126
926,41,96,0.024576319095477386
927,41,69,0.02665876256281407
928,41,157,0.012063756281407035
929,41,203,0.013224874371859296
