,Sheep,Image,Lacunarity,Entropy,FociCount,FociSize,Scale,Directionality,TissueToSinusoid,Lobular_collapse,Interface_hepatitis,Confluent_necrosis,Ln_ap_ri,Portal_inflammation,BD_hyperplasia,Fibrosis,TawfikTotal,Vessels,Vacuol,Pigment,Mean_hep_size,Std_hep_size,Min_hep_size,Max_hep_size
693,30.0,154.0,0.08029123985680305,0.5877087665869372,2.0,882.0,35.0,0.20428119850036133,0.30586602432205595,1.0,0.0,1,1.0,2.0,0.0,2.0,7.0,none,no,marked,22.2,2.73,18.14,26.67
694,30.0,3.0,0.08432409877602179,0.589679975937963,4.0,342.0,35.0,0.2672951178886869,0.30985469885165223,1.0,0.0,1,1.0,2.0,0.0,2.0,7.0,none,no,marked,22.2,2.73,18.14,26.67
695,30.0,76.0,0.07649623285656712,0.5909564251891157,2.0,295.5,35.0,0.20670555462861204,0.306998117313083,1.0,0.0,1,1.0,2.0,0.0,2.0,7.0,none,no,marked,22.2,2.73,18.14,26.67
696,30.0,152.0,0.07223541056516719,0.5965460714936164,4.0,318.25,33.0,0.2457474306777453,0.3198417957741115,1.0,0.0,1,1.0,2.0,0.0,2.0,7.0,none,no,marked,22.2,2.73,18.14,26.67
698,30.0,63.0,0.05875846598604256,0.6095531157705167,2.0,759.5,35.0,0.2787016607386346,0.333460278409594,1.0,0.0,1,1.0,2.0,0.0,2.0,7.0,none,no,marked,22.2,2.73,18.14,26.67
699,30.0,79.0,0.08996304631651421,0.5906414737406231,4.0,374.5,35.0,0.2398874324412447,0.30849249608591983,1.0,0.0,1,1.0,2.0,0.0,2.0,7.0,none,no,marked,22.2,2.73,18.14,26.67
700,30.0,139.0,0.08147947039393326,0.6000446251755718,3.0,619.6666666666666,35.0,0.15392420809754695,0.32358000549668914,1.0,0.0,1,1.0,2.0,0.0,2.0,7.0,none,no,marked,22.2,2.73,18.14,26.67
701,30.0,153.0,0.07458296722660247,0.6052640282706172,2.0,518.5,35.0,0.20296514361359305,0.3265399587817724,1.0,0.0,1,1.0,2.0,0.0,2.0,7.0,none,no,marked,22.2,2.73,18.14,26.67
702,30.0,155.0,0.07681225138948174,0.5928305238208248,5.0,1022.2,33.0,0.16662877613042287,0.3107153173937223,1.0,0.0,1,1.0,2.0,0.0,2.0,7.0,none,no,marked,22.2,2.73,18.14,26.67
703,30.0,78.0,0.0749839550445622,0.6067691618954059,1.0,847.0,35.0,0.24241831853201945,0.3326999584347723,1.0,0.0,1,1.0,2.0,0.0,2.0,7.0,none,no,marked,22.2,2.73,18.14,26.67
704,30.0,127.0,0.06670578792707524,0.6147105256969903,1.0,659.0,35.0,0.1039009401198654,0.3449687473323785,1.0,0.0,1,1.0,2.0,0.0,2.0,7.0,none,no,marked,22.2,2.73,18.14,26.67
705,30.0,20.0,0.07044304479121576,0.6165286047943683,3.0,470.66666666666674,35.0,0.1998908744613337,0.3477885997431564,1.0,0.0,1,1.0,2.0,0.0,2.0,7.0,none,no,marked,22.2,2.73,18.14,26.67
706,30.0,46.0,0.10952713253898416,0.6064861461932295,5.0,863.0,35.0,0.23098388261148464,0.35638631684955074,1.0,0.0,1,1.0,2.0,0.0,2.0,7.0,none,no,marked,22.2,2.73,18.14,26.67
707,30.0,90.0,0.05017650494004389,0.6234910899644028,3.0,1136.6666666666667,37.0,0.20628187524943692,0.34852192321539865,1.0,0.0,1,1.0,2.0,0.0,2.0,7.0,none,no,marked,22.2,2.73,18.14,26.67
708,30.0,100.0,0.07855884353502822,0.6175149126195738,1.0,448.0,35.0,0.2912650710149052,0.3564408740682651,1.0,0.0,1,1.0,2.0,0.0,2.0,7.0,none,no,marked,22.2,2.73,18.14,26.67
709,31.0,98.0,0.10109564899343748,0.6185248247628571,8.0,1368.75,39.0,0.3299527655528485,0.3722301351950872,1.0,1.0,0,1.0,3.0,1.0,2.0,9.0,none,no,none,28.57,3.56,23.47,35.22
710,31.0,121.0,0.1163957842430006,0.6120802521573737,7.0,959.5714285714287,39.0,0.3164911992158963,0.3734978096697036,1.0,1.0,0,1.0,3.0,1.0,2.0,9.0,none,no,none,28.57,3.56,23.47,35.22
711,31.0,137.0,0.10496944081257076,0.6168491254183167,9.0,2110.6666666666665,43.0,0.4128058862856218,0.3763138169775551,1.0,1.0,0,1.0,3.0,1.0,2.0,9.0,none,no,none,28.57,3.56,23.47,35.22
712,31.0,123.0,0.10175787573770807,0.6217968836508521,10.0,1688.3,41.0,0.4281966917464327,0.3813607366040883,1.0,1.0,0,1.0,3.0,1.0,2.0,9.0,none,no,none,28.57,3.56,23.47,35.22
713,31.0,67.0,0.07486120512072787,0.6231033481379901,11.0,1025.1818181818182,35.0,0.31763638277101736,0.3661074036923957,1.0,1.0,0,1.0,3.0,1.0,2.0,9.0,none,no,none,28.57,3.56,23.47,35.22
714,31.0,32.0,0.0880976695475714,0.6216223811674384,13.0,1385.7692307692307,41.0,0.5098081081960262,0.3659005255170349,1.0,1.0,0,1.0,3.0,1.0,2.0,9.0,none,no,none,28.57,3.56,23.47,35.22
715,31.0,33.0,0.09219907986066177,0.6187379637486284,11.0,1199.8181818181818,41.0,0.39122300458950804,0.36315936837990187,1.0,1.0,0,1.0,3.0,1.0,2.0,9.0,none,no,none,28.57,3.56,23.47,35.22
716,31.0,66.0,0.11223990830691967,0.6124564940791085,9.0,1110.4444444444443,35.0,0.2633375082809652,0.3704149058005024,1.0,1.0,0,1.0,3.0,1.0,2.0,9.0,none,no,none,28.57,3.56,23.47,35.22
717,31.0,80.0,0.13099824915628638,0.6012015272041165,9.0,1692.2222222222226,37.0,0.2765217847577404,0.3562392455857861,1.0,1.0,0,1.0,3.0,1.0,2.0,9.0,none,no,none,28.57,3.56,23.47,35.22
718,31.0,20.0,0.14395637512437182,0.5972756937154511,9.0,1597.7777777777774,33.0,0.3277668980734042,0.3667833129615957,1.0,1.0,0,1.0,3.0,1.0,2.0,9.0,none,no,none,28.57,3.56,23.47,35.22
719,31.0,79.0,0.07075102030693,0.627416659538119,14.0,1886.7142857142856,45.0,0.465169756376976,0.3707194501937411,1.0,1.0,0,1.0,3.0,1.0,2.0,9.0,none,no,none,28.57,3.56,23.47,35.22
720,31.0,122.0,0.08256709823257022,0.6232065259207531,9.0,1213.6666666666667,45.0,0.5704914674006705,0.3581766869563325,1.0,1.0,0,1.0,3.0,1.0,2.0,9.0,none,no,none,28.57,3.56,23.47,35.22
721,31.0,90.0,0.09150975859777154,0.6124791482332537,8.0,2187.875,47.0,0.6212141387760756,0.3480553516773183,1.0,1.0,0,1.0,3.0,1.0,2.0,9.0,none,no,none,28.57,3.56,23.47,35.22
722,31.0,51.0,0.09917675861043464,0.6154046888391709,5.0,1915.2,39.0,0.3330584276545457,0.3619361140999614,1.0,1.0,0,1.0,3.0,1.0,2.0,9.0,none,no,none,28.57,3.56,23.47,35.22
723,31.0,65.0,0.11127466176738576,0.6081555302687116,10.0,789.6,35.0,0.2579512629307857,0.3576523560448644,1.0,1.0,0,1.0,3.0,1.0,2.0,9.0,none,no,none,28.57,3.56,23.47,35.22
724,31.0,19.0,0.13270948358605786,0.6024435835225166,6.0,1264.3333333333333,33.0,0.2377603234841427,0.3691347081537493,1.0,1.0,0,1.0,3.0,1.0,2.0,9.0,none,no,none,28.57,3.56,23.47,35.22
734,33.0,40.0,0.06300548756359617,0.6441543567169848,10.0,3389.8,51.0,0.6882752457180548,0.4154874536770796,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
735,33.0,8.0,0.06782133564374622,0.6274926137511208,12.0,1920.583333333333,53.0,0.7392059320135721,0.3591349968747645,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
736,33.0,53.0,0.051410548665394254,0.6489313880653884,15.0,605.6,45.0,0.6152600187212998,0.4013479573239246,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
737,33.0,72.0,0.06276466995870647,0.6327869634472392,9.0,1071.888888888889,51.0,0.6580498710268912,0.3732289962684765,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
738,33.0,9.0,0.051879845448642735,0.6329682853779843,12.0,2385.583333333333,53.0,0.7448902580122191,0.3634884414273921,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
739,33.0,59.0,0.06596332369503716,0.6329217827225069,11.0,2305.181818181818,53.0,0.6576878806721921,0.3727046331518021,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
740,33.0,58.0,0.057381957703719275,0.6351457165513059,11.0,1327.1818181818182,51.0,0.6637845658418167,0.3757736185160676,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
741,33.0,74.0,0.057874156007796475,0.6413777006881421,9.0,2525.333333333333,53.0,0.69027431613314,0.3912922775038409,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
742,33.0,11.0,0.05697403154242911,0.6408300064926443,12.0,924.6666666666664,47.0,0.5791440922981117,0.3873049511648303,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
743,33.0,1.0,0.10685267881832293,0.6164686033546826,6.0,3728.333333333334,51.0,0.67840981746665,0.3698098062441521,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
744,33.0,10.0,0.06374351069543828,0.6355909914815825,13.0,1285.076923076923,53.0,0.7622888459249614,0.37465631037233865,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
745,33.0,41.0,0.04958047672879295,0.64489290674791,9.0,2337.555555555556,49.0,0.7200159594894813,0.3931492000349801,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
746,33.0,60.0,0.04759823756085271,0.6475647581732544,6.0,775.6666666666665,51.0,0.7249607822782155,0.3925882999688417,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
747,33.0,26.0,0.05379430640466331,0.6242956275795084,15.0,2014.0666666666666,53.0,0.6457400585181635,0.3477942764842594,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
748,33.0,73.0,0.06798204346601243,0.6316044953783777,8.0,2278.5,51.0,0.6661017405535528,0.3729022198514628,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
749,33.0,25.0,0.04543149577445724,0.6403839529500364,11.0,1328.6363636363635,53.0,0.6312363890888105,0.3752215252704263,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
750,33.0,27.0,0.05392597801504053,0.6285190859984243,14.0,1760.0,53.0,0.6633383387324824,0.35430338389230315,0.0,1.0,0,1.0,4.0,2.0,2.0,10.0,none,no,none,27.54,4.1,20.77,35.22
797,36.0,73.0,0.0887084167687188,0.6368982398015257,17.0,1224.5882352941173,29.0,0.20265046024072733,0.4290470993950257,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
798,36.0,3.0,0.07030188867734505,0.6503153652171939,13.0,752.9230769230769,39.0,0.4484017540481432,0.4392950785998236,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
799,36.0,32.0,0.07695764275065503,0.6493570647650213,17.0,1007.3529411764706,35.0,0.3965089188781147,0.457905296156437,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
800,36.0,60.0,0.1113517922233634,0.6263638445945714,18.0,1106.6666666666667,31.0,0.2521563668088029,0.4168407572108821,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
801,36.0,74.0,0.09854527380340514,0.6276045645061545,19.0,666.6842105263157,31.0,0.1926635015021108,0.4028498155983177,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
802,36.0,104.0,0.059803607550534266,0.650408267427442,10.0,894.8,51.0,0.6459408037300295,0.41087801731894064,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
803,36.0,59.0,0.06009383617173303,0.6537660269764458,17.0,881.1176470588235,41.0,0.443506141987517,0.4351373797150459,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
804,36.0,87.0,0.09699517489118918,0.626787937856079,14.0,1190.5,31.0,0.2408407026634189,0.40765935846787865,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
805,36.0,102.0,0.08307079984099201,0.6434400542144032,13.0,960.5384615384617,37.0,0.3682444313900732,0.4372979905942711,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
806,36.0,116.0,0.06096930129292681,0.6568556536835902,17.0,847.6470588235294,43.0,0.5444878679857791,0.4497759747815386,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
807,36.0,1.0,0.0699278563259933,0.6472271332058797,12.0,1001.1666666666664,45.0,0.6071785565274076,0.4255453846201434,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
808,36.0,1.0,0.0699278563259933,0.6472271332058797,12.0,1001.1666666666664,45.0,0.6071785565274076,0.4775097717364915,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
809,36.0,1.0,0.0699278563259933,0.6472271332058797,12.0,1001.1666666666664,53.0,0.6494019696424465,0.4255453846201434,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
810,36.0,1.0,0.0699278563259933,0.6472271332058797,12.0,1001.1666666666664,53.0,0.6494019696424465,0.4775097717364915,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
811,36.0,1.0,0.0699278563259933,0.6472271332058797,11.0,1257.7272727272727,45.0,0.6071785565274076,0.4255453846201434,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
812,36.0,1.0,0.0699278563259933,0.6472271332058797,11.0,1257.7272727272727,45.0,0.6071785565274076,0.4775097717364915,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
813,36.0,1.0,0.0699278563259933,0.6472271332058797,11.0,1257.7272727272727,53.0,0.6494019696424465,0.4255453846201434,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
814,36.0,1.0,0.0699278563259933,0.6472271332058797,11.0,1257.7272727272727,53.0,0.6494019696424465,0.4775097717364915,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
815,36.0,1.0,0.0699278563259933,0.6485694767779578,12.0,1001.1666666666664,45.0,0.6071785565274076,0.4255453846201434,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
816,36.0,1.0,0.0699278563259933,0.6485694767779578,12.0,1001.1666666666664,45.0,0.6071785565274076,0.4775097717364915,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
817,36.0,1.0,0.0699278563259933,0.6485694767779578,12.0,1001.1666666666664,53.0,0.6494019696424465,0.4255453846201434,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
818,36.0,1.0,0.0699278563259933,0.6485694767779578,12.0,1001.1666666666664,53.0,0.6494019696424465,0.4775097717364915,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
819,36.0,1.0,0.0699278563259933,0.6485694767779578,11.0,1257.7272727272727,45.0,0.6071785565274076,0.4255453846201434,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
820,36.0,1.0,0.0699278563259933,0.6485694767779578,11.0,1257.7272727272727,45.0,0.6071785565274076,0.4775097717364915,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
821,36.0,1.0,0.0699278563259933,0.6485694767779578,11.0,1257.7272727272727,53.0,0.6494019696424465,0.4255453846201434,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
822,36.0,1.0,0.0699278563259933,0.6485694767779578,11.0,1257.7272727272727,53.0,0.6494019696424465,0.4775097717364915,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
823,36.0,1.0,0.08261644295558193,0.6472271332058797,12.0,1001.1666666666664,45.0,0.6071785565274076,0.4255453846201434,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
824,36.0,1.0,0.08261644295558193,0.6472271332058797,12.0,1001.1666666666664,45.0,0.6071785565274076,0.4775097717364915,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
825,36.0,1.0,0.08261644295558193,0.6472271332058797,12.0,1001.1666666666664,53.0,0.6494019696424465,0.4255453846201434,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
826,36.0,1.0,0.08261644295558193,0.6472271332058797,12.0,1001.1666666666664,53.0,0.6494019696424465,0.4775097717364915,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
827,36.0,1.0,0.08261644295558193,0.6472271332058797,11.0,1257.7272727272727,45.0,0.6071785565274076,0.4255453846201434,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
828,36.0,1.0,0.08261644295558193,0.6472271332058797,11.0,1257.7272727272727,45.0,0.6071785565274076,0.4775097717364915,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
829,36.0,1.0,0.08261644295558193,0.6472271332058797,11.0,1257.7272727272727,53.0,0.6494019696424465,0.4255453846201434,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
830,36.0,1.0,0.08261644295558193,0.6472271332058797,11.0,1257.7272727272727,53.0,0.6494019696424465,0.4775097717364915,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
831,36.0,1.0,0.08261644295558193,0.6485694767779578,12.0,1001.1666666666664,45.0,0.6071785565274076,0.4255453846201434,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
832,36.0,1.0,0.08261644295558193,0.6485694767779578,12.0,1001.1666666666664,45.0,0.6071785565274076,0.4775097717364915,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
833,36.0,1.0,0.08261644295558193,0.6485694767779578,12.0,1001.1666666666664,53.0,0.6494019696424465,0.4255453846201434,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
834,36.0,1.0,0.08261644295558193,0.6485694767779578,12.0,1001.1666666666664,53.0,0.6494019696424465,0.4775097717364915,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
835,36.0,1.0,0.08261644295558193,0.6485694767779578,11.0,1257.7272727272727,45.0,0.6071785565274076,0.4255453846201434,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
836,36.0,1.0,0.08261644295558193,0.6485694767779578,11.0,1257.7272727272727,45.0,0.6071785565274076,0.4775097717364915,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
837,36.0,1.0,0.08261644295558193,0.6485694767779578,11.0,1257.7272727272727,53.0,0.6494019696424465,0.4255453846201434,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
838,36.0,1.0,0.08261644295558193,0.6485694767779578,11.0,1257.7272727272727,53.0,0.6494019696424465,0.4775097717364915,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
839,36.0,118.0,0.07717632585176781,0.6400096816437589,13.0,762.0,47.0,0.5933306003046018,0.3990160281170328,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
840,36.0,5.0,0.07074613359225396,0.6383092255173852,15.0,976.9333333333333,49.0,0.6661140808424519,0.3861331172249644,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
841,36.0,19.0,0.08901422546564254,0.6424517546000531,25.0,817.68,41.0,0.4888318770819758,0.4547386925599013,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
842,36.0,72.0,0.12395088101312415,0.6169412787100863,22.0,1026.2272727272727,29.0,0.15951687137097878,0.4058408762413511,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
843,36.0,4.0,0.07770071522005488,0.6440401915967104,19.0,696.7894736842105,39.0,0.4812013547644632,0.4331692159925131,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
844,36.0,86.0,0.08762678788001768,0.6399010750553025,14.0,805.4285714285713,33.0,0.21029352529828946,0.4357605246371387,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
845,36.0,103.0,0.12223149295885401,0.6181559902258258,10.0,971.3,31.0,0.28280407521256656,0.4066513584737013,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
846,36.0,47.0,0.09411977360421823,0.6385439601744898,11.0,1215.8181818181818,37.0,0.472006063561373,0.4290332019593075,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
847,36.0,34.0,0.08000201677644925,0.6448079306289638,14.0,938.0,33.0,0.37836607190891786,0.4312996202525141,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
848,36.0,131.0,0.11271020553312293,0.6262072597208614,9.0,1022.6666666666664,35.0,0.3685171178193328,0.4162874498309657,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
849,36.0,31.0,0.1403241046491073,0.6155229298912999,17.0,636.7647058823529,31.0,0.2953011565333559,0.4283588651752951,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
850,36.0,33.0,0.10064523590462797,0.6373596353426736,16.0,732.9375,33.0,0.3303403448192853,0.4589887720137224,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
851,36.0,2.0,0.12583792878743985,0.6267747491709621,10.0,1166.8,31.0,0.3019215418367018,0.5101011346209794,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
852,36.0,2.0,0.12583792878743985,0.6267747491709621,10.0,1166.8,31.0,0.3019215418367018,0.4253985362154609,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
853,36.0,2.0,0.12583792878743985,0.6267747491709621,10.0,1166.8,47.0,0.5687668121197815,0.5101011346209794,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
854,36.0,2.0,0.12583792878743985,0.6267747491709621,10.0,1166.8,47.0,0.5687668121197815,0.4253985362154609,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
855,36.0,2.0,0.12583792878743985,0.6267747491709621,18.0,750.4444444444445,31.0,0.3019215418367018,0.5101011346209794,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
856,36.0,2.0,0.12583792878743985,0.6267747491709621,18.0,750.4444444444445,31.0,0.3019215418367018,0.4253985362154609,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
857,36.0,2.0,0.12583792878743985,0.6267747491709621,18.0,750.4444444444445,47.0,0.5687668121197815,0.5101011346209794,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
858,36.0,2.0,0.12583792878743985,0.6267747491709621,18.0,750.4444444444445,47.0,0.5687668121197815,0.4253985362154609,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
859,36.0,2.0,0.12583792878743985,0.646150645000844,10.0,1166.8,31.0,0.3019215418367018,0.5101011346209794,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
860,36.0,2.0,0.12583792878743985,0.646150645000844,10.0,1166.8,31.0,0.3019215418367018,0.4253985362154609,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
861,36.0,2.0,0.12583792878743985,0.646150645000844,10.0,1166.8,47.0,0.5687668121197815,0.5101011346209794,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
862,36.0,2.0,0.12583792878743985,0.646150645000844,10.0,1166.8,47.0,0.5687668121197815,0.4253985362154609,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
863,36.0,2.0,0.12583792878743985,0.646150645000844,18.0,750.4444444444445,31.0,0.3019215418367018,0.5101011346209794,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
864,36.0,2.0,0.12583792878743985,0.646150645000844,18.0,750.4444444444445,31.0,0.3019215418367018,0.4253985362154609,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
865,36.0,2.0,0.12583792878743985,0.646150645000844,18.0,750.4444444444445,47.0,0.5687668121197815,0.5101011346209794,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
866,36.0,2.0,0.12583792878743985,0.646150645000844,18.0,750.4444444444445,47.0,0.5687668121197815,0.4253985362154609,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
867,36.0,2.0,0.07413933150651428,0.6267747491709621,10.0,1166.8,31.0,0.3019215418367018,0.5101011346209794,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
868,36.0,2.0,0.07413933150651428,0.6267747491709621,10.0,1166.8,31.0,0.3019215418367018,0.4253985362154609,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
869,36.0,2.0,0.07413933150651428,0.6267747491709621,10.0,1166.8,47.0,0.5687668121197815,0.5101011346209794,1.0,1.0,2,2.0,3.0,2.0,2.0,13.0,none,no,marked,25.91,2.54,22.4,29.88
