Sheep,Image,Lacunarity,Entropy,FociCount,FociSize,Scale,Directionality,TissueToSinusoid,Lobular_collapse,Interface_hepatitis,Confluent_necrosis,Ln_ap_ri,Portal_inflammation,BD_hyperplasia,Fibrosis,TawfikTotal,Mean_hep_size,Min_hep_size,Max_hep_size,ID,Sex,AgeAtDeath,Weight,Foreleg,Hindleg,Inflammation
69.0,0.2608833283087127,0.3828375888051728,0.5314605530417226,0.269269606193201,0.5094540926555258,0.4583807481762755,0.5600678324689314,0.2759387258660554,0.5,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,0.35714285714285715,0.5583791208791222,0.6152737752161377,0.02712319814095356,0.44194484760522496,0.0,0.5454545454545454,,,,0.25769956048094844
70.0,0.2815754339118825,0.24011176978357557,0.7504068235948709,0.32743771804694055,0.30442814300757637,0.5185401304970559,0.6232395208479113,0.4316376722962063,0.5,0.5,0.25,0.3333333333333333,0.0,0.0,0.4,0.21428571428571427,0.5714285714285707,0.3083573487031685,0.04259104607675837,0.26318335752298017,0.0,0.7272727272727273,,,,0.19601991380230463
71.0,0.3007965165675446,0.20403719789285335,0.6940632196726059,0.30739063472149974,0.34475043778621844,0.3833507747358471,0.19889062457111326,0.37718102645665813,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2,0.0,0.6813186813186827,0.3854466858789636,0.05036127954685735,0.6763425253991292,0.0,0.18181818181818182,,,,0.2131853216829689
72.0,0.26207575012297096,0.8466708471315598,0.06376021351903131,0.01786273155119371,0.03393539441661014,0.17376434029745744,0.26360003167703605,0.09722768108582348,,,,,,,,,,,,0.6069182389937107,1.0,0.2727272727272727,0.570121951219512,0.7674418604651163,0.8035714285714286,0.006825618104159821
73.0,0.29228971962616823,0.8048280270143703,0.3434263011092116,0.0,0.0,0.2306549744351453,0.14054094810828058,0.26862220950040483,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.4,0.07142857142857142,0.58379120879121,0.6916426512968304,0.0232380814059039,0.94581519109821,0.0,0.0,0.12500000000000042,0.23255813953488372,0.19642857142857142,0.0
74.0,0.22225017972681524,0.6932415004933602,0.18068170429528593,0.002804891731179175,0.0618950191088821,0.29183924133794176,0.20900862719009566,0.1553271734027323,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.07142857142857142,0.5597527472527476,0.3847262247838611,0.058095203514759906,0.17658442186744072,0.0,0.8181818181818182,,,,0.0067059547780311795
75.0,0.253125,0.6146866692828257,0.3653672938000536,0.09378856726130372,0.1127555983790056,0.30458596360935764,0.3195479575871342,0.30266910294115484,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.4,0.14285714285714285,0.5844780219780226,0.4618155619596546,0.031044624378199742,0.9929850024189647,0.0,0.0,0.06707317073170761,0.20930232558139536,0.21428571428571427,0.040487626152064075
76.0,0.12383177570093458,0.6250184438125808,0.22050038297076333,0.2652180959148311,0.40213945802432205,0.31773734373065976,0.2815284310937526,0.17459576853382588,,,,,,,,,,,,0.9489598451862603,1.0,0.0,0.10060975609756115,0.16279069767441862,0.21428571428571427,0.21571783160051178
77.0,0.23205057724024192,0.3429246336699941,0.7418101287296076,0.1598788286772131,0.10327567645177199,0.4340883772744153,0.34657967890165664,0.4957924044861478,1.0,0.5,0.25,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.8,0.6428571428571429,0.45604395604395676,0.23126801152737755,0.05809520351475988,0.5532172230285438,0.0,0.36363636363636365,0.4298780487804882,0.46511627906976744,0.5357142857142857,0.05607647967500614
78.0,0.18560747663551402,0.4879967222195835,0.46267874366402695,0.0043008339878080675,0.00960778691791192,0.657779428147048,0.592354986492502,0.2716456702051295,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2,0.0,0.557005494505494,0.07708933717579226,0.030972005373806306,0.6231253023705854,1.0,0.2727272727272727,0.5640243902439024,0.6511627906976745,0.6964285714285714,0.0007297341041272635
79.0,,,,,,,,,,,,,,,,,,,,0.7767295597484277,1.0,0.09090909090909091,,,,
80.0,0.24602803738317758,0.6866870588916848,0.3818415410586473,0.36042858745652423,0.3864540320058005,0.4987003341997772,0.5660529632416972,0.2243043449168874,,,,,,,,,,,,0.5145137880986937,1.0,0.45454545454545453,0.9451219512195123,1.0,1.0,0.27565850802108494
81.0,0.0014018691588785054,0.1944498497372728,0.0,0.1963424211825424,0.11800255802677213,0.41032305978462674,0.7738681403620787,0.0,,,,,,,,,,,,0.34083212385099176,1.0,0.6363636363636364,0.8445121951219512,0.8604651162790697,0.8928571428571429,0.055002112892879935
