,Sheep,Lobular_collapse,Interface_hepatitis,Confluent_necrosis,Ln_ap_ri,Portal_inflammation,BD_hyperplasia,Fibrosis,TawfikTotal,Vessels,Vacuol,Pigment,Mean_hep_size,Std_hep_size,Min_hep_size,Max_hep_size,Unnamed: 0,Image,Lacunarity,Entropy,FociCount,FociSize,Scale,Directionality,TissueToSinusoid,CurrTag,DeathDate,Category,ID,Sex,AgeAtDeath,Weight,Foreleg,Hindleg
901,48.0,1.0,0.0,1,2.0,2.0,0.0,2.0,8.0,none,no,none,29.52,2.11,25.6,32.0,1230.0,55.0,0.16812477186090052,0.6077960593203964,8.0,1862.5,25.0,0.12797283595904255,0.5232945006556078,BG048,9/3/2012,Soay,8257.0,1.0,0.0,11.3,114.0,153.0
902,48.0,1.0,0.0,1,2.0,2.0,0.0,2.0,8.0,none,no,none,29.52,2.11,25.6,32.0,1231.0,37.0,0.1577263625900019,0.6051120754423389,1.0,4096.0,25.0,0.1230189590503794,0.5585840898946945,BG048,9/3/2012,Soay,8257.0,1.0,0.0,11.3,114.0,153.0
903,48.0,1.0,0.0,1,2.0,2.0,0.0,2.0,8.0,none,no,none,29.52,2.11,25.6,32.0,1232.0,66.0,0.1992577597656266,0.5913452488126024,4.0,361.25,25.0,0.07504533486567025,0.5105323140093674,BG048,9/3/2012,Soay,8257.0,1.0,0.0,11.3,114.0,153.0
904,48.0,1.0,0.0,1,2.0,2.0,0.0,2.0,8.0,none,no,none,29.52,2.11,25.6,32.0,1233.0,97.0,0.14736815075971774,0.6157105268920101,3.0,903.3333333333336,25.0,0.08975742636883259,0.5098794922815706,BG048,9/3/2012,Soay,8257.0,1.0,0.0,11.3,114.0,153.0
905,48.0,1.0,0.0,1,2.0,2.0,0.0,2.0,8.0,none,no,none,29.52,2.11,25.6,32.0,1234.0,25.0,0.13369473509159352,0.6238099460466735,0.0,,27.0,0.10727942789798298,0.4995312410678557,BG048,9/3/2012,Soay,8257.0,1.0,0.0,11.3,114.0,153.0
906,48.0,1.0,0.0,1,2.0,2.0,0.0,2.0,8.0,none,no,none,29.52,2.11,25.6,32.0,1235.0,53.0,0.14418958449590125,0.6198960687445215,3.0,478.66666666666674,27.0,0.1643859594859743,0.5127698669738511,BG048,9/3/2012,Soay,8257.0,1.0,0.0,11.3,114.0,153.0
907,48.0,1.0,0.0,1,2.0,2.0,0.0,2.0,8.0,none,no,none,29.52,2.11,25.6,32.0,1236.0,68.0,0.16324905743157925,0.605714178649104,3.0,400.0,25.0,0.1258010402505513,0.5310910666355869,BG048,9/3/2012,Soay,8257.0,1.0,0.0,11.3,114.0,153.0
908,50.0,0.0,0.0,1,0.0,2.0,0.0,2.0,5.0,none,no,none,28.41,2.67,21.35,28.82,1237.0,31.0,0.14944025902765468,0.6170276872323481,1.0,437.0,27.0,0.183713139916004,0.47182077140336104,BW098,29/02/12,Soay,7233.0,2.0,2.0,,,
909,50.0,0.0,0.0,1,0.0,2.0,0.0,2.0,5.0,none,no,none,28.41,2.67,21.35,28.82,1238.0,32.0,0.12708852174387278,0.6278948973584085,5.0,902.8,29.0,0.12893427188112067,0.4901405120993162,BW098,29/02/12,Soay,7233.0,2.0,2.0,,,
910,50.0,0.0,0.0,1,0.0,2.0,0.0,2.0,5.0,none,no,none,28.41,2.67,21.35,28.82,1239.0,28.0,0.12170522892286888,0.6303332093237184,4.0,1382.25,25.0,0.2149124692282484,0.5003744087441415,BW098,29/02/12,Soay,7233.0,2.0,2.0,,,
911,50.0,0.0,0.0,1,0.0,2.0,0.0,2.0,5.0,none,no,none,28.41,2.67,21.35,28.82,1240.0,119.0,0.1554112641653499,0.6147440997283213,5.0,1507.4,27.0,0.19503247224578327,0.4949936462925811,BW098,29/02/12,Soay,7233.0,2.0,2.0,,,
912,50.0,0.0,0.0,1,0.0,2.0,0.0,2.0,5.0,none,no,none,28.41,2.67,21.35,28.82,1241.0,44.0,0.14912137041286025,0.615587287675534,4.0,576.5,29.0,0.3667600599531081,0.4822457772933053,BW098,29/02/12,Soay,7233.0,2.0,2.0,,,
913,50.0,0.0,0.0,1,0.0,2.0,0.0,2.0,5.0,none,no,none,28.41,2.67,21.35,28.82,1242.0,3.0,0.11389253645073953,0.6351331149190238,6.0,809.6666666666665,27.0,0.15793912843551108,0.4934268426303606,BW098,29/02/12,Soay,7233.0,2.0,2.0,,,
914,50.0,0.0,0.0,1,0.0,2.0,0.0,2.0,5.0,none,no,none,28.41,2.67,21.35,28.82,1243.0,118.0,0.1325414955697607,0.6249378011410647,3.0,797.6666666666665,27.0,0.2190657461707961,0.5068225030757186,BW098,29/02/12,Soay,7233.0,2.0,2.0,,,
915,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1244.0,86.0,0.07629093392165437,0.6180109065145167,3.0,1128.6666666666667,37.0,0.3731500173378265,0.3570528046953096,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
916,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1245.0,31.0,0.10130269908996532,0.6106156724090634,6.0,1033.1666666666667,35.0,0.17372146974608213,0.3612444002094684,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
917,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1246.0,101.0,0.13254855742559754,0.6103016077516144,2.0,807.0,35.0,0.1980758443585587,0.3714543179609109,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
918,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1247.0,112.0,0.10710227720733542,0.5880351246108328,2.0,1319.0,39.0,0.4588603384332666,0.3202136640719083,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
919,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1248.0,97.0,0.09916802887169232,0.6096713794336222,1.0,824.0,35.0,0.4622627881375317,0.34859571201628825,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
920,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1249.0,46.0,0.11473637142488953,0.6222670405359699,2.0,1227.0,33.0,0.1555783761122811,0.4092586507595479,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
921,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1250.0,1.0,0.11629352118596607,0.6203435090052032,7.0,1035.2857142857142,35.0,0.1405447531198167,0.3940476537822718,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
922,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1251.0,2.0,0.11877369868719227,0.6261659460143632,0.0,,33.0,0.16699071875730154,0.4293862615596081,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
923,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1252.0,16.0,0.09356975253759613,0.6287454353152099,6.0,931.3333333333336,35.0,0.17306167851056328,0.3991740512203101,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
924,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1253.0,17.0,0.0913851473567358,0.640275669017375,1.0,761.0,37.0,0.23858436366935554,0.4221122235241608,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
925,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1254.0,59.0,0.11932729059565116,0.5706413799135448,2.0,1435.0,41.0,0.5357893162788767,0.31103235333601825,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
926,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1255.0,60.0,0.15821395645696018,0.5945007255649841,1.0,402.0,35.0,0.2336948466038329,0.35831483168500466,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
927,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1256.0,100.0,0.10446782690624874,0.6007694331261535,7.0,527.7142857142857,37.0,0.39067267887866014,0.3427740154365584,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
928,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1257.0,85.0,0.07917172745231084,0.6428472193756283,4.0,782.5,39.0,0.3871606305090092,0.4133334112131337,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
929,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1258.0,30.0,0.1129002050074622,0.5989568541943829,2.0,617.5,37.0,0.2217679479893904,0.34487151631416896,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
930,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1259.0,82.0,0.09728234293530326,0.6296330557113914,2.0,450.5,35.0,0.2338324542571981,0.4134751056175325,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
931,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1260.0,47.0,0.11467906454690348,0.6322881675765264,1.0,353.0,35.0,0.17265348307561365,0.4417647088769988,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
932,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1261.0,83.0,0.16499012890930229,0.5710382811497448,4.0,744.0,35.0,0.3582960094933177,0.33747716603694217,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
933,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1262.0,84.0,0.09662884149143564,0.6164418643535431,1.0,2082.0,37.0,0.3604232071037774,0.37287737622125855,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
934,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1263.0,62.0,0.09459690982253956,0.604184382055857,2.0,627.5,35.0,0.2952256957869447,0.3508504719963797,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
935,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1264.0,18.0,0.09033973159107103,0.6341905423823961,4.0,2573.5,35.0,0.1834194379997679,0.4066912772828745,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
936,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1265.0,61.0,0.08976033388911392,0.6337709771828601,4.0,908.0,37.0,0.2911463830525439,0.3966725373388619,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
937,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1266.0,33.0,0.10583544484040254,0.6234659309353261,4.0,716.5,33.0,0.16946033449242812,0.3980543532075129,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
938,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1267.0,114.0,0.10332066958768474,0.5977740602153807,1.0,2306.0,37.0,0.31545566281264065,0.3368707163410317,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
939,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1268.0,45.0,0.1872291932373252,0.5959026990792746,2.0,1684.0,31.0,0.14067206065925575,0.4400003133785793,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
940,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1269.0,113.0,0.09398476674028564,0.6066596593217002,5.0,962.6,39.0,0.4585809276252193,0.3382468948182441,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
941,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1270.0,126.0,0.08285981317010774,0.6280238922147847,3.0,1456.333333333333,35.0,0.3132641201608159,0.3793884484711212,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
942,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1271.0,98.0,0.10902278135910624,0.5929389870395039,4.0,1684.0,37.0,0.4822149143153258,0.3245317216741173,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
943,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1272.0,3.0,0.12282609539691447,0.5906909932272718,3.0,2544.0,37.0,0.3159187944773938,0.34644229921308856,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
944,51.0,0.0,0.0,1,1.0,2.0,0.0,1.0,5.0,none,no,none,28.81,3.62,22.41,34.15,1273.0,32.0,0.11304670213445732,0.6310959769225402,1.0,257.0,35.0,0.11890547554953855,0.4239556384112007,BR121,13/03/12,Soay,6928.0,1.0,3.0,18.2,120.0,177.0
945,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1274.0,48.0,0.08633245139020354,0.6056486137248833,7.0,1868.5714285714291,31.0,0.10126853120988502,0.3403031157778526,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
946,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1275.0,31.0,0.10255744988619572,0.5960175252248112,9.0,1827.111111111111,33.0,0.20995938115428034,0.3245855029341268,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
947,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1276.0,18.0,0.057946483726563386,0.6077851203386709,13.0,1136.3076923076926,37.0,0.21918700737724955,0.3311676069782164,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
948,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1277.0,93.0,0.09834756670526597,0.6086229114015789,8.0,1120.375,35.0,0.27959295426716124,0.3455024829119745,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
949,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1278.0,20.0,0.08761532204409878,0.6075079211712007,5.0,2650.2,35.0,0.22465909061716616,0.34061512850074704,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
950,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1279.0,78.0,0.05563457859592602,0.6207174143349252,11.0,1167.4545454545455,39.0,0.44528343473829707,0.3464104382158547,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
951,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1280.0,50.0,0.08543903537515017,0.6158595717923586,13.0,832.3846153846154,31.0,0.10538407876672397,0.36582134634973534,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
952,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1281.0,46.0,0.09792757298024964,0.6017248292117423,8.0,1176.625,33.0,0.14750480428199433,0.33693634066691497,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
953,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1282.0,79.0,0.051262283382818574,0.6089100141077249,11.0,1698.6363636363635,43.0,0.6333576352254442,0.3239147549827852,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
954,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1283.0,4.0,0.06757773484628893,0.6150279314225676,9.0,1765.7777777777774,35.0,0.2910674703733765,0.3446866718133971,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
955,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1284.0,35.0,0.06473385428771154,0.6153049110524995,13.0,1526.4615384615383,33.0,0.2703837696246255,0.3417255718332324,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
956,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1285.0,47.0,0.08412868379700107,0.6181212753002108,14.0,1058.642857142857,31.0,0.10933293500420962,0.3671273146711149,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
957,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1286.0,5.0,0.06750979432266438,0.6323894758285996,6.0,1186.3333333333333,33.0,0.21940004836851087,0.3817424256167061,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
958,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1287.0,16.0,0.08345868709261163,0.5989562663932411,10.0,2059.5,37.0,0.3247176652702034,0.31994297285876266,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
959,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1288.0,32.0,0.10175801549357608,0.5919381520821123,6.0,2369.5,33.0,0.3077127939511873,0.324681223591104,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
960,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1289.0,34.0,0.056862446655183,0.6279190883163932,13.0,1276.2307692307693,33.0,0.239820750057416,0.3611393487794777,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
961,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1290.0,77.0,0.0738459019711333,0.6259664601148012,7.0,1136.0,35.0,0.32631445181837115,0.3674149014232229,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
962,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1291.0,3.0,0.06203599459809234,0.6293935670778413,12.0,1416.333333333333,35.0,0.1954102439316517,0.3700810841319043,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
963,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1292.0,2.0,0.08083245464054649,0.6384257855796944,10.0,890.3,33.0,0.2261313664300959,0.402812869711168,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
964,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1293.0,63.0,0.15863733841618954,0.567746694661317,7.0,1987.0,33.0,0.2259366220188128,0.310438515459436,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
965,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1294.0,1.0,0.12481672278207105,0.6092888328353437,10.0,1359.5,35.0,0.2217057257396229,0.3660725386136388,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
966,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1295.0,80.0,0.0784101703928677,0.6181124285709829,11.0,2251.6363636363635,37.0,0.3750323821411577,0.3531907797412518,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
967,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1296.0,33.0,0.07396960724077976,0.6148621586034546,6.0,1245.6666666666667,33.0,0.20950006711277214,0.35049806528617683,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
968,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1297.0,76.0,0.0595220152176302,0.6178156855821711,8.0,976.125,41.0,0.5398338190861454,0.3425213730868408,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
969,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1298.0,49.0,0.13560325807330076,0.5795714139472602,12.0,857.0,31.0,0.19211009493429376,0.3184399138642183,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
970,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1299.0,17.0,0.06460731872505172,0.6054990809256975,11.0,1707.6363636363635,35.0,0.2255011229367791,0.3282705497881175,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
971,52.0,1.0,1.0,1,2.0,2.0,1.0,2.0,10.0,none,no,none,24.72,2.42,21.31,27.74,1300.0,19.0,0.09059128651632213,0.623350834222812,7.0,1958.142857142857,35.0,0.21079088050397726,0.3753580095084024,AW534,13/03/12,Soay,5427.0,1.0,8.0,,,
972,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1301.0,5.0,0.07071130461918446,0.5931749574832687,7.0,708.7142857142858,39.0,0.6221436281384874,0.3112327605556525,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
973,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1302.0,33.0,0.07624117829410904,0.6092020689765016,8.0,1167.875,37.0,0.5723992915460181,0.33480453201207394,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
974,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1303.0,108.0,0.08746545148366677,0.6043236707389821,15.0,963.7333333333332,35.0,0.4896639152874484,0.33666520501048697,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
975,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1304.0,63.0,0.1069823558799664,0.5948193345352194,7.0,916.2857142857144,35.0,0.4580118842151101,0.3291922197302102,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
976,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1305.0,17.0,0.10991021076473467,0.5796638692712305,11.0,868.8181818181819,37.0,0.5011787601394122,0.3085090701434486,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
977,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1306.0,106.0,0.055296518868124866,0.6062321719082518,6.0,732.0,41.0,0.6077057232969982,0.3237892767959583,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
978,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1307.0,2.0,0.11185750394872394,0.5985635907254576,7.0,627.4285714285714,33.0,0.4515943299969243,0.3348083364765313,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
979,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1308.0,34.0,0.06967186184632425,0.6029702004360744,8.0,720.5,39.0,0.6464665501382287,0.32499649956256943,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
980,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1309.0,107.0,0.06526029381850931,0.5873725326250447,6.0,517.3333333333334,37.0,0.5687876800971751,0.3048984985356279,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
981,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1310.0,47.0,0.08134782559479373,0.6097201229652431,8.0,1447.25,39.0,0.6286749571701773,0.3389848346337427,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
982,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1311.0,121.0,0.09080806746663528,0.6007833032383361,18.0,766.5555555555555,39.0,0.5361541445586822,0.3290061395397469,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
983,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1312.0,32.0,0.09933476774182827,0.6059623777485039,10.0,696.1,37.0,0.5137695530181263,0.33633420307049017,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
984,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1313.0,105.0,0.07547725486815399,0.6046987137194748,9.0,706.6666666666665,41.0,0.5696082679291413,0.3265621402866802,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
985,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1314.0,122.0,0.11561594835461032,0.5901411646146235,8.0,2076.25,37.0,0.514755444109694,0.32522044471705336,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
986,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1315.0,91.0,0.08259150239251252,0.5904984238668394,11.0,769.2727272727273,31.0,0.5302290164177396,0.3176744186046512,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
987,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1316.0,31.0,0.06691879604440236,0.6145218641183859,12.0,830.8333333333335,39.0,0.5988108252264405,0.3382277420002243,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
988,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1317.0,90.0,0.05201885273970151,0.600928498423164,9.0,746.0,35.0,0.5683700879033677,0.3161725510276217,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
989,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1318.0,49.0,0.08327109857679622,0.5916715960544605,7.0,1060.2857142857142,39.0,0.6313586589440865,0.31154530007141623,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
990,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1319.0,92.0,0.0920155884766304,0.5995348665309315,10.0,762.6,31.0,0.4702933946705513,0.33165601640220504,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
991,53.0,0.0,0.0,0,1.0,2.0,0.0,1.0,4.0,none,no,none,26.35,4.57,17.08,33.07,1320.0,75.0,0.10038689974039663,0.5925203606343772,8.0,644.0,39.0,0.5668344313125291,0.3180480405445745,BG082,16/03/12,Soay,8291.0,1.0,0.0,,,
