,Sheep,Image,Lacunarity,Entropy,FociCount,FociSize,Scale,Directionality,TissueToSinusoid,CurrTag,DeathDate,Category,ID,Sex,AgeAtDeath,Weight,Foreleg,Hindleg
3078,115,140,0.09628273618785617,0.6301700814929119,5,917.4,31,0.10684202378917444,0.4153316765805239,AO526,19/02/12,Soay,4628,1,10.0,,,
3079,115,18,0.1021651668825384,0.631622642137571,5,743.6,31,0.03258494058877623,0.4258214262697182,AO526,19/02/12,Soay,4628,1,10.0,,,
3080,115,92,0.09183635947193496,0.6370378134099248,4,961.0,29,0.1748901216469134,0.4342969560045995,AO526,19/02/12,Soay,4628,1,10.0,,,
3081,115,2,0.13107659318820405,0.6208292088679865,6,794.5,29,0.057149546764147637,0.44633319178279657,AO526,19/02/12,Soay,4628,1,10.0,,,
3082,115,1,0.08022424036332769,0.6385240427997678,7,711.7142857142858,33,0.07369238736457713,0.4152838152356218,AO526,19/02/12,Soay,4628,1,10.0,,,
3083,115,95,0.11869971601343834,0.623759409441057,4,647.25,29,0.10134156640040334,0.4330443708264276,AO526,19/02/12,Soay,4628,1,10.0,,,
3084,115,106,0.11373317671142145,0.6279993643743051,6,1491.166666666667,29,0.17079038673729355,0.4374875964543701,AO526,19/02/12,Soay,4628,1,10.0,,,
3085,115,107,0.08557238155427471,0.6391117069032232,7,395.8571428571428,33,0.1698970986054381,0.4232589881252304,AO526,19/02/12,Soay,4628,1,10.0,,,
3086,115,124,0.09285345759536663,0.6180560959356582,1,937.0,31,0.09038533913632887,0.3770385524528316,AO526,19/02/12,Soay,4628,1,10.0,,,
3087,115,109,0.11999622000665867,0.6247214794790115,5,876.8,31,0.08111338049835118,0.4197190271228436,AO526,19/02/12,Soay,4628,1,10.0,,,
3088,115,77,0.11891285025214787,0.6226451289258776,2,885.5,29,0.1402849471745412,0.4152521014919818,AO526,19/02/12,Soay,4628,1,10.0,,,
3089,115,61,0.08442463682402257,0.6426038419510094,6,751.3333333333335,33,0.12210024270341854,0.4414345222105777,AO526,19/02/12,Soay,4628,1,10.0,,,
3090,115,62,0.12935110260375784,0.6179045165991737,9,821.7777777777777,29,0.09932938762228076,0.4261997150648759,AO526,19/02/12,Soay,4628,1,10.0,,,
3091,115,121,0.10604892223043832,0.6269525858891363,1,1438.0,33,0.12470127241423574,0.4021865373693856,AO526,19/02/12,Soay,4628,1,10.0,,,
3092,115,46,0.1187641727120626,0.6210018786916044,3,1318.0,29,0.17448543413397624,0.4136594784216681,AO526,19/02/12,Soay,4628,1,10.0,,,
3093,115,32,0.10738209184871923,0.626290256921634,4,660.0,31,0.1001585542092597,0.41439516186275854,AO526,19/02/12,Soay,4628,1,10.0,,,
3094,115,19,0.10211042196380933,0.629839856385684,3,517.3333333333334,31,0.09578211960308204,0.4179782307374056,AO526,19/02/12,Soay,4628,1,10.0,,,
