,Sheep,Image,Entropy
935,42,58,0.6271582855880933
936,42,85,0.6276492225970276
937,42,100,0.6189294115084529
938,42,115,0.6406209309476705
939,42,42,0.6107010787427423
940,42,43,0.6223701019949712
941,42,132,0.6321334342177288
942,42,2,0.6394077988546736
943,42,59,0.6327399359567106
944,42,1,0.6356920740073747
945,42,17,0.6225160230586431
946,42,60,0.6258388156610579
947,42,88,0.6349652811505894
948,42,86,0.6391151825356237
949,42,87,0.6386358188083645
950,42,101,0.6182660098856607
951,42,113,0.6375190417043055
952,42,116,0.6190645658478728
953,42,117,0.6023082728562325
954,42,5,0.6283861462142122
955,42,16,0.6255539663701861
956,42,130,0.6316239494718177
957,42,73,0.6369260594133193
958,42,102,0.6250042616691844
959,42,45,0.6343966898937704
960,42,46,0.6102915177715752
961,42,128,0.6273826677569276
962,42,74,0.6425327402919172
963,42,4,0.6454008345142279
964,42,114,0.6404496350406927
965,43,129,0.635928644052046
966,43,76,0.6364459679528135
967,43,75,0.6372454002832253
968,43,128,0.6367477165537355
969,43,131,0.6413141832540723
970,43,103,0.6440262318883441
971,43,87,0.6409360195377967
972,43,47,0.6325567185340741
973,43,59,0.6267478324866931
974,43,32,0.6148439759076961
975,43,61,0.6372185565830586
976,43,45,0.6359723143999625
977,43,31,0.6250143246607055
978,43,58,0.6332143199822934
979,43,100,0.6337211521479998
980,43,104,0.626985684181766
981,43,16,0.6359524163417529
982,43,117,0.6495096326663603
983,43,101,0.6395269974519477
984,43,17,0.645887803056948
985,43,73,0.6404073335693868
986,43,30,0.6359436477520664
987,43,15,0.6358270152179235
988,43,46,0.6379542583032818
989,43,102,0.6415786588181813
990,43,29,0.6426472340724196
991,43,132,0.6398625053407191
992,43,74,0.6150082596782109
993,43,89,0.6357744974250358
994,43,72,0.632967012253045
995,43,88,0.6397465821345374
996,43,115,0.6377791361914524
997,43,60,0.633218373026688
998,43,116,0.6320264328441259
999,43,28,0.6285848664406941
1000,43,130,0.6336214833170901
1001,44,30,0.6293710048067276
1002,44,117,0.6374277820210843
1003,44,32,0.6286505862864882
1004,44,59,0.6345805997580205
1005,44,15,0.6258278040492882
1006,44,76,0.6253736441419149
1007,44,132,0.621426791059398
1008,44,17,0.6173282688175847
1009,44,3,0.6330204829038943
1010,44,90,0.6331309443918315
1011,44,134,0.6263457224692046
1012,44,60,0.6189321943247486
1013,44,102,0.6296739062071497
1014,44,1,0.6283851244970274
1015,44,47,0.6313289325316274
1016,44,133,0.6351925067078525
1017,44,4,0.6289360541342541
1018,44,44,0.6251282062316452
1019,44,16,0.6213899913085649
1020,44,119,0.6213891502840887
1021,44,91,0.6286346181967044
1022,44,19,0.6339626539811372
1023,44,45,0.6358420420705616
1024,44,33,0.6218232732507459
1025,44,46,0.615732697772674
1026,44,62,0.6367654881468856
1027,44,58,0.63520757303031
1028,44,131,0.6266312850446425
1029,44,104,0.6399350259315368
1030,44,31,0.6358465637127573
1031,44,18,0.6288254109964724
1032,44,116,0.6292525291604731
1033,44,118,0.6370398730974511
1034,44,103,0.6105637146670408
1035,44,88,0.6325435246396818
1036,44,89,0.6384089521196149
1037,44,105,0.6189576288474345
1038,44,74,0.6153482576672915
1039,44,73,0.6309138493582771
1040,45,77,0.6312103453760363
1041,45,105,0.6270323569147913
1042,45,129,0.6375409875766186
1043,45,74,0.6324522524978337
1044,45,88,0.6314319092884352
1045,45,48,0.6358344183080558
1046,45,59,0.6308591710810152
1047,45,118,0.6192139881172793
1048,45,30,0.620331517361645
1049,45,102,0.6253533230087308
1050,45,45,0.6111906980579049
1051,45,89,0.629772399230404
1052,45,47,0.6268597315307517
1053,45,46,0.6346350090517796
1054,45,5,0.6225714653709445
1055,45,44,0.6282251354718975
1056,45,3,0.6324528175546573
1057,45,62,0.6361872319055243
1058,45,75,0.6326422454290772
1059,45,130,0.6370183276824847
1060,45,116,0.6331296088927063
1061,45,103,0.6281711891985245
1062,45,63,0.6165909726592305
1063,45,2,0.6306817759706969
1064,45,101,0.6292962694229439
1065,45,60,0.6206761532106893
1066,45,4,0.6293025277823843
1067,45,31,0.6382361691797067
1068,45,76,0.6339094368380498
1069,45,132,0.6304024434937447
1070,45,117,0.6345303012141339
1071,45,18,0.6321788200665102
1072,45,32,0.631097252371601
1073,45,61,0.6333331438884133
1074,45,33,0.6318130578714564
1075,45,90,0.6270178709485692
1076,45,16,0.633040240447041
1077,45,104,0.6260811208883194
1078,46,27,0.6065953531669399
1079,46,3,0.616693970017128
1080,46,43,0.6176508782356156
1081,46,100,0.6351079483498466
1082,46,42,0.6143642738844239
1083,46,16,0.6151050285660606
1084,46,98,0.6153701286143212
1085,46,85,0.6204894521424329
1086,46,70,0.6072560222005685
1087,46,99,0.6216021160772667
1088,46,125,0.6042657425172053
1089,46,30,0.6293357904695652
1090,46,123,0.6157970759538329
1091,46,126,0.6075170174308014
1092,46,69,0.6190062359834018
1093,46,83,0.6186886927408757
1094,46,71,0.6209283112770035
1095,46,97,0.6133410180392502
1096,46,4,0.6058162552023965
1097,46,58,0.6146882304582203
1098,46,29,0.6254325958559308
1099,47,43,0.6465917488956927
1100,47,16,0.6283923376270728
1101,47,84,0.6385889902638637
1102,47,31,0.6313127475060971
1103,47,69,0.6360206982105098
1104,47,86,0.6321451184349787
1105,47,54,0.6319523339902466
1106,47,73,0.6372121991372568
1107,47,18,0.636782160218368
1108,47,32,0.6458605105892602
1109,47,3,0.6381984533716082
1110,47,15,0.6393671090893017
1111,47,2,0.635938449319871
1112,47,55,0.6382015301304096
1113,47,122,0.6331723771130899
1114,47,17,0.641599939541954
1115,47,120,0.6216631686431939
1116,47,70,0.6393287309358946
1117,47,19,0.6382589037085338
1118,47,58,0.6365353121011511
1119,47,4,0.6427907954335748
1120,47,30,0.6285261124021034
1121,47,57,0.6467871699807523
1122,47,56,0.630721725048754
1123,47,1,0.6372849698142533
1124,47,71,0.6497223387397355
1125,47,107,0.6308829988055237
1126,47,72,0.6453981183143015
1127,48,40,0.6046371908147621
1128,48,38,0.6015821258027773
1129,48,52,0.6137501279080715
1130,48,14,0.6080158925399088
1131,48,39,0.6072922739641126
1132,48,26,0.5980789271495792
1133,48,109,0.609592226991944
1134,48,23,0.6133567691163984
1135,48,41,0.624819913788812
1136,48,98,0.6144212545622241
1137,48,70,0.6102473698469901
1138,48,24,0.6098422811482256
1139,48,54,0.6057994045462781
1140,48,55,0.6077960593203964
1141,48,37,0.6051120754423389
1142,48,66,0.5913452488126024
1143,48,97,0.6157105268920101
1144,48,25,0.6238099460466735
1145,48,53,0.6198960687445215
1146,48,68,0.605714178649104
1147,50,31,0.6170276872323481
1148,50,32,0.6278948973584085
1149,50,28,0.6303332093237184
1150,50,119,0.6147440997283213
1151,50,44,0.615587287675534
1152,50,3,0.6351331149190238
1153,50,118,0.6249378011410647
1154,51,86,0.6180109065145167
1155,51,31,0.6106156724090634
1156,51,101,0.6103016077516144
1157,51,112,0.5880351246108328
1158,51,97,0.6096713794336222
1159,51,46,0.6222670405359699
1160,51,1,0.6203435090052032
1161,51,2,0.6261659460143632
1162,51,16,0.62874543531521
1163,51,17,0.640275669017375
1164,51,59,0.5706413799135448
1165,51,60,0.5945007255649841
1166,51,100,0.6007694331261535
1167,51,85,0.6428472193756283
1168,51,30,0.598956854194383
1169,51,82,0.6296330557113914
1170,51,47,0.6322881675765264
1171,51,83,0.5710382811497448
1172,51,84,0.6164418643535431
1173,51,62,0.604184382055857
1174,51,18,0.6341905423823961
1175,51,61,0.6337709771828601
1176,51,33,0.6234659309353261
1177,51,114,0.5977740602153807
1178,51,45,0.5959026990792746
1179,51,113,0.6066596593217002
1180,51,126,0.6280238922147847
1181,51,98,0.5929389870395039
1182,51,3,0.5906909932272718
1183,51,32,0.6310959769225402
1184,52,48,0.6056486137248833
1185,52,31,0.5960175252248112
1186,52,18,0.6077851203386709
1187,52,93,0.6086229114015789
1188,52,20,0.6075079211712007
1189,52,78,0.6207174143349252
1190,52,50,0.6158595717923586
1191,52,46,0.6017248292117423
1192,52,79,0.6089100141077249
1193,52,4,0.6150279314225676
1194,52,35,0.6153049110524995
1195,52,47,0.6181212753002108
1196,52,5,0.6323894758285996
1197,52,16,0.5989562663932411
1198,52,32,0.5919381520821123
1199,52,34,0.6279190883163932
1200,52,77,0.6259664601148012
1201,52,3,0.6293935670778413
1202,52,2,0.6384257855796944
1203,52,63,0.567746694661317
1204,52,1,0.6092888328353437
1205,52,80,0.6181124285709829
1206,52,33,0.6148621586034546
1207,52,76,0.6178156855821711
1208,52,49,0.5795714139472602
1209,52,17,0.6054990809256975
1210,52,19,0.623350834222812
1211,53,5,0.5931749574832687
1212,53,33,0.6092020689765016
1213,53,108,0.6043236707389821
1214,53,63,0.5948193345352194
1215,53,17,0.5796638692712305
1216,53,106,0.6062321719082518
1217,53,2,0.5985635907254576
1218,53,34,0.6029702004360744
1219,53,107,0.5873725326250447
1220,53,47,0.6097201229652431
1221,53,121,0.6007833032383361
1222,53,32,0.6059623777485039
1223,53,105,0.6046987137194748
1224,53,122,0.5901411646146235
1225,53,91,0.5904984238668394
1226,53,31,0.614521864118386
1227,53,90,0.600928498423164
1228,53,49,0.5916715960544605
1229,53,92,0.5995348665309315
1230,53,75,0.5925203606343772
1231,53,45,0.6132814482829645
1232,53,78,0.600216418081305
1233,53,109,0.6011041542275535
1234,53,4,0.6037170162960928
1235,53,48,0.6158756848868001
1236,53,1,0.595196626639001
1237,53,30,0.6154861135868206
1238,53,61,0.6034755882366564
1239,53,93,0.6027693562527968
1240,53,79,0.5993423435796263
1241,53,94,0.6027477523401603
1242,53,46,0.6188988494056609
1243,54,93,0.5843131477328986
1244,54,78,0.6210217213906657
1245,54,61,0.6190736605633216
1246,54,50,0.5892398429289868
1247,54,124,0.5930244505904374
1248,54,1,0.6333317626703541
1249,54,95,0.5963389476764633
1250,54,3,0.6274508595218041
1251,54,125,0.5850391292195771
1252,54,64,0.6075512775744265
1253,54,122,0.5958014976313969
1254,54,121,0.5986889351531333
1255,54,109,0.6262737430394445
1256,54,65,0.614142751830798
1257,54,31,0.604805928317002
1258,54,62,0.6071274504328198
1259,54,32,0.6185633291084714
1260,54,123,0.5737516578235465
1261,54,49,0.6129760625422855
1262,54,20,0.6035688418482018
1263,54,76,0.6129699620412206
1264,54,2,0.6342981914567903
1265,54,33,0.6000803908907617
1266,54,17,0.627391935745377
1267,54,5,0.6191871249816396
1268,54,106,0.6074872872161876
1269,54,110,0.5873039821258349
1270,54,46,0.6160052171385029
1271,54,35,0.6195502867578742
1272,54,19,0.5883298200975968
1273,54,77,0.6065817867658353
1274,54,16,0.6055726578974927
1275,54,47,0.5964843008569336
1276,54,137,0.5778984398197307
1277,54,48,0.5840391307384196
1278,54,107,0.5894700410458862
1279,54,63,0.6121821213768895
1280,54,4,0.6219769479303179
1281,54,34,0.5981419013589755
1282,54,92,0.6040954661719632
1283,54,91,0.6014483971705594
1284,54,108,0.6250260199560351
1285,54,94,0.5964533423746505
1286,54,80,0.6097842869655121
1287,54,79,0.6212512603002021
1288,54,18,0.6076608584307257
1289,55,136,0.6018029683544259
1290,55,79,0.6190523722588809
1291,55,33,0.6228194764312658
1292,55,106,0.6175906786990326
1293,55,80,0.6202771846130433
1294,55,107,0.6261767027875307
1295,55,32,0.6286939607527315
1296,55,76,0.6161400602363853
1297,55,133,0.6097707396945593
1298,55,78,0.6221436979307018
1299,55,135,0.606665548285192
1300,55,137,0.6149853652362908
1301,55,134,0.6177299800765257
1302,55,34,0.6350401340406713
1303,55,46,0.6288059227703127
1304,55,94,0.6109426002501901
1305,55,77,0.6301132879393476
1306,55,95,0.6084131270805808
1307,55,3,0.6271742326827763
1308,55,4,0.6085212482587332
1309,55,1,0.6156165523556573
1310,55,20,0.6081381154860327
1311,55,122,0.6083422878854584
1312,55,31,0.6208761216579766
1313,55,92,0.6236447944485792
1314,55,62,0.6128590128472391
1315,55,2,0.6338471191156954
1316,55,93,0.6141838183855548
1317,55,91,0.6045873410212419
1318,55,35,0.6221645332391759
1319,55,5,0.6181806420287516
1320,56,77,0.5857288526112244
1321,56,4,0.5888871707498342
1322,56,49,0.5861057992201241
1323,56,116,0.5729233677187299
1324,56,18,0.5679291790070615
1325,56,78,0.6028688245355587
1326,56,148,0.5871786825644977
1327,56,114,0.5680576463909013
1328,56,147,0.6046901735991669
1329,56,1,0.5746963533827156
1330,56,65,0.5505909422972726
1331,56,63,0.5551346839463142
1332,56,3,0.6091729295883814
1333,56,161,0.5747957933703446
1334,56,133,0.5887784964174675
1335,56,94,0.5917358380675285
1336,56,132,0.597674809077217
1337,56,2,0.5974844683283895
1338,56,115,0.5796551429661783
1339,56,93,0.5837863548474624
1340,56,17,0.5871524211143924
1341,56,96,0.5829164891040223
1342,56,66,0.601053033965778
1343,56,35,0.5660301914918754
1344,56,64,0.562860189813479
1345,56,146,0.5819420371577311
1346,56,50,0.5699605342715911
1347,56,34,0.5781856384747585
1348,56,134,0.5722010972464184
1349,56,79,0.5772263500057364
1350,56,117,0.5763919299109526
1351,56,36,0.5722087811882726
1352,56,95,0.5899282082373017
1353,56,19,0.5804712838074988
1354,56,20,0.559401880497935
1355,56,160,0.5823431447463128
1356,57,50,0.6462151632400734
1357,57,2,0.61460965694912
1358,57,4,0.6057485093374131
1359,57,121,0.6191214562528403
1360,57,92,0.6137546953157481
1361,57,46,0.6446440714649289
1362,57,139,0.6260786339201377
1363,57,35,0.635315589111473
1364,57,137,0.622856319049907
1365,57,138,0.6331412464366923
1366,57,140,0.619041000518341
1367,57,62,0.6449089100436438
1368,57,93,0.604966587708595
1369,57,80,0.6515229772020059
1370,57,123,0.6270407953636845
1371,57,109,0.6333731308570527
1372,57,94,0.6239921568290927
1373,57,49,0.6394271847286553
1374,57,33,0.6450531106466793
1375,57,34,0.6422117080467427
1376,57,18,0.6448275336014038
1377,57,19,0.6425460437199952
1378,57,20,0.6214093196005503
1379,57,107,0.6483267333201663
1380,57,76,0.6262780054029
1381,57,64,0.6506603168054137
1382,57,78,0.6468958372557574
1383,57,31,0.6247826011081408
1384,57,16,0.6456949782113177
1385,57,122,0.6153453767932382
1386,57,106,0.626464839214383
1387,57,136,0.6175656018616129
1388,57,77,0.6375167131100524
1389,57,91,0.6123553262336459
1390,57,3,0.6107222289210026
1391,57,95,0.6432627368003789
1392,57,125,0.6300792787709402
1393,57,1,0.623030917685029
1394,57,108,0.6470277307371779
1395,57,79,0.6453015882518403
1396,57,124,0.6248604544546854
1397,57,61,0.6422955485576414
1398,57,5,0.6122244507187055
1399,57,110,0.6271104432496231
1400,57,65,0.6363448822675443
1401,57,63,0.634593420327537
1402,57,47,0.6357354491613821
1403,57,17,0.6397600170823445
1404,57,48,0.6365006708549845
1405,58,21,0.5992077062160496
1406,58,49,0.6047890809694292
1407,58,135,0.6090614516794732
1408,58,77,0.6037498036505649
1409,58,31,0.5970754103121938
1410,58,92,0.6027714271755664
1411,58,78,0.6035675228887609
1412,58,109,0.6077964337382327
1413,58,134,0.6079068535812644
1414,58,3,0.5955879832868447
1415,58,20,0.590936406077018
1416,58,64,0.6092044147562707
1417,58,107,0.6021522308677643
1418,58,121,0.594660332986122
1419,58,79,0.6153907429091907
1420,58,61,0.6088419008494509
1421,58,137,0.6172529589324773
1422,58,110,0.6066461057573831
1423,58,35,0.5971584808620687
1424,58,63,0.5965227666347654
1425,58,62,0.6091624801553956
1426,58,65,0.6120748939272211
1427,58,17,0.600339841844661
1428,58,93,0.6030036201597313
1429,58,80,0.6132954298121369
1430,58,136,0.6014276373174255
1431,58,4,0.5935986195764956
1432,58,19,0.6115412156579338
1433,58,95,0.5991627998010393
1434,58,138,0.6049801736704039
1435,58,91,0.6115194408822542
1436,58,48,0.5952877872915491
1437,58,94,0.6090747860561441
1438,58,108,0.5966078734672764
1439,58,46,0.5876491682987162
1440,58,47,0.6051536469975308
1441,58,32,0.6019796626098008
1442,58,18,0.6089645690701877
1443,58,34,0.6044602985491474
1444,58,33,0.6004166442779381
1445,58,76,0.596702773185718
1446,59,2,0.6221166673374305
1447,59,15,0.6267807487576627
1448,59,54,0.6017912133915303
1449,59,99,0.6003712103143115
1450,59,101,0.6235490241912209
1451,59,69,0.6108160432910984
1452,59,84,0.6077609842442835
1453,59,29,0.6071095686424564
1454,59,98,0.6202342800583801
1455,59,57,0.620863633582069
1456,59,129,0.6156814142470021
1457,59,102,0.5987596571617598
1458,59,58,0.6029014473896426
1459,59,86,0.5862593817798459
1460,59,100,0.6087922100792609
1461,59,56,0.6160763552739779
1462,59,128,0.6063675492955432
1463,59,131,0.6178204009610468
1464,59,130,0.6353351285593343
1465,59,116,0.6185467188469913
1466,59,42,0.622890981717056
1467,59,117,0.6075986988907289
1468,59,113,0.6081967945969189
1469,59,83,0.5968448323964615
1470,59,115,0.6121752429715579
1471,59,87,0.6016972419536049
1472,59,1,0.6037560467848375
1473,59,71,0.6136993232203125
1474,59,85,0.6120832639532259
1475,59,40,0.6320078559927609
1476,59,41,0.6061630841605723
1477,59,16,0.6071395775257689
1478,59,3,0.5971816384081585
1479,59,114,0.62866699494703
1480,59,70,0.609264825988838
1481,59,55,0.6099921384791164
1482,60,91,0.6102706271754748
1483,60,33,0.5971366602544186
1484,60,18,0.603939228287605
1485,60,17,0.59968934065354
1486,60,108,0.6112708948645365
1487,60,106,0.6230579502078115
1488,60,107,0.6355701099128299
1489,60,93,0.6098624515235826
1490,60,48,0.5726787047313957
1491,60,15,0.5950383587751198
1492,60,94,0.608428207513393
1493,60,105,0.6143919009816768
1494,60,61,0.6156513929145822
1495,60,49,0.5425452027069733
1496,60,16,0.5982074759260958
1497,60,34,0.5966691625843557
1498,60,64,0.6295124928228152
1499,60,90,0.6041381225105591
1500,60,47,0.5805892357212465
1501,60,63,0.6118966792937126
1502,60,3,0.5913441008260388
1503,60,14,0.5981068713125712
1504,60,75,0.6165076288489135
1505,60,79,0.6083420550687018
1506,60,60,0.6150212201117052
1507,60,76,0.6227968188300381
1508,60,45,0.5990126224321684
1509,60,2,0.5790538686798913
1510,60,121,0.6141615141201265
1511,60,109,0.6038663027295776
1512,60,30,0.5892100150988493
1513,60,78,0.6142395654639403
1514,60,32,0.6037930693971614
1515,60,62,0.6276939740203328
1516,60,46,0.5826339805080779
1517,61,156,0.5903960585531711
1518,61,3,0.619406109650269
1519,61,123,0.6075040660387666
1520,61,31,0.5782662491866375
1521,61,63,0.5941114102907376
1522,61,157,0.5871171662664191
1523,61,57,0.5568573938316461
1524,61,64,0.5994463902878412
1525,61,4,0.5705485319023982
1526,61,97,0.5888677433500706
1527,61,82,0.6020742049522503
1528,61,38,0.6144892970477105
1529,61,122,0.6055843166621
1530,61,65,0.5915168964465584
1531,61,109,0.5979917046662454
1532,61,18,0.6203096916403424
1533,61,142,0.5801982394113211
1534,61,121,0.6178310989994547
1535,61,2,0.5981578048020382
1536,61,155,0.6007476098966094
1537,61,39,0.5910141182963262
1538,61,125,0.604275502798547
1539,61,16,0.6002224525140105
1540,61,40,0.5898635917806113
1541,61,110,0.6004697750641468
1542,61,143,0.5963962765659094
1543,61,17,0.6085873861249307
1544,61,96,0.6024160194768899
1545,61,1,0.5907848857267018
1546,61,144,0.5927711334252217
1547,61,124,0.6102127696148387
1548,62,19,0.6240355720257056
1549,62,120,0.6361177846887262
1550,62,121,0.6209908492128784
1551,62,105,0.6301300562812997
1552,62,79,0.6289630282496264
1553,62,32,0.6242570811608563
1554,62,3,0.6180959047359382
1555,62,17,0.6313677370615358
1556,62,90,0.6342200762110896
1557,62,33,0.6282196186707716
1558,62,139,0.6348855732901226
1559,62,94,0.6365372430293081
1560,62,46,0.6361165798959136
1561,62,34,0.6380673894872142
1562,62,18,0.6270180413818689
1563,62,93,0.6232809859111286
1564,62,135,0.6307352376078537
1565,62,1,0.6361007041294906
1566,62,47,0.6227290007497421
1567,62,123,0.6376068662203835
1568,62,61,0.6305562587047882
1569,62,2,0.6316138285804145
1570,62,138,0.6049190522744857
1571,62,76,0.6183411409368035
1572,62,92,0.6377294990183371
1573,62,4,0.629963833593318
1574,62,77,0.63269728301938
1575,62,63,0.6359399277310156
1576,62,48,0.6301666544636222
1577,62,137,0.6247456035705334
1578,62,64,0.6292226096039193
1579,62,124,0.6308009594169912
1580,62,5,0.6313100646806233
1581,62,122,0.6332352756708636
1582,62,108,0.6389143058318665
1583,62,75,0.6099851224184449
1584,62,62,0.6286818902784048
1585,62,78,0.6274934431713456
1586,62,45,0.6218968807739125
1587,62,31,0.6139366741764432
1588,62,60,0.6174050910389537
1589,62,16,0.6253410051427593
1590,62,30,0.6196619879323112
1591,62,106,0.6390113067499117
1592,62,136,0.6192821351338951
1593,62,109,0.6300236006187907
1594,63,18,0.5831074738742055
1595,63,82,0.533615070061725
1596,63,68,0.5556876418270505
1597,63,97,0.5839278708900704
1598,63,21,0.610483173108354
1599,63,11,0.5338475018452832
1600,63,83,0.5147908056763271
1601,63,125,0.5952477198358175
1602,63,96,0.5832867595973522
1603,63,10,0.5788800130480152
1604,63,33,0.5755409734748353
1605,63,124,0.5744476863043335
1606,64,44,0.5631735487295959
1607,64,1,0.5904677104666078
1608,64,67,0.5688651630864442
1609,65,17,0.5648718426130734
1610,65,16,0.5705928979437791
1611,65,101,0.5740813937190073
1612,65,58,0.5688746382734403
1613,65,32,0.5699620978890038
1614,65,127,0.5872219962730476
1615,65,15,0.5867507503765679
1616,65,131,0.5763043626783125
1617,65,88,0.5652636713920036
1618,65,102,0.5632511846086099
1619,65,86,0.5896709368271889
1620,65,60,0.5408842529187561
1621,65,31,0.5849271157483258
1622,65,19,0.5861068242673048
1623,65,2,0.5833025308954303
1624,65,130,0.5781551034061295
1625,65,114,0.5657271830403889
1626,65,128,0.5663389787812784
1627,65,74,0.552616712583969
1628,65,1,0.6079727110815846
1629,65,62,0.5708355257554697
1630,65,100,0.5883228031402038
1631,66,87,0.5802699808787601
1632,66,27,0.5718253418730402
1633,66,132,0.5757570965400538
1634,66,86,0.549563509221658
1635,66,119,0.5845268078426912
1636,66,89,0.5418531219420067
1637,66,74,0.562507216140653
1638,66,59,0.5409480505559845
1639,66,116,0.5771268448893531
1640,66,118,0.567755092899325
1641,66,130,0.5794609719569734
1642,66,133,0.5512432423925496
1643,66,117,0.5865952219007452
1644,66,28,0.5444075818296119
1645,66,30,0.553401497240315
1646,66,134,0.5591824920609269
1647,67,139,0.6110215972465934
1648,67,92,0.6045089320311541
1649,67,168,0.607830532764093
1650,67,75,0.610190000008264
1651,67,127,0.6157814319277835
1652,67,22,0.584051599566891
1653,67,93,0.6298341470987175
1654,67,42,0.5981231154567044
1655,67,126,0.6121414115801707
1656,67,58,0.6280066625789993
1657,67,167,0.5989920280844583
1658,67,111,0.6133301827830574
1659,67,21,0.6009140656742694
1660,67,41,0.6191529025529513
1661,67,154,0.599136898531714
1662,67,153,0.6214291597808345
1663,67,94,0.6160617771148189
1664,67,152,0.633638593477627
1665,67,2,0.6079063817638886
1666,67,95,0.6102561559452329
1667,67,110,0.6164009925823544
1668,67,76,0.6328942892847432
1669,67,56,0.6095540673615598
1670,67,40,0.6347186082001458
1671,67,57,0.6085369468234301
1672,67,77,0.6189587854751395
1673,67,39,0.6263504609118833
1674,67,124,0.5909085722544163
1675,67,23,0.578363157453261
1676,67,166,0.6238666836927546
1677,67,1,0.614103407919991
1678,67,59,0.6142909578960167
1679,67,3,0.6087478127355346
1680,67,125,0.6217067595906849
1681,67,140,0.6102359356977034
1682,67,112,0.6066643496496342
1683,68,120,0.5994187358692669
1684,68,34,0.6046789733933661
1685,68,33,0.6102383180828804
1686,68,19,0.5993897250664407
1687,68,48,0.5929504574907685
1688,68,35,0.6045129768859564
1689,68,137,0.5957921777276848
1690,68,134,0.5966763342626269
1691,68,105,0.5956939192719622
1692,68,91,0.6129838146883302
1693,68,90,0.6082866055717623
1694,68,121,0.6107203216586045
1695,68,47,0.5966300022645645
1696,68,31,0.5975896867873893
1697,68,104,0.5987510313702116
1698,68,89,0.6056066444629296
1699,68,32,0.5957127473882426
1700,68,75,0.6125404925125815
1701,68,92,0.6113660620207835
1702,68,50,0.609835777647753
1703,68,119,0.5920714082318628
1704,68,64,0.5924851545250647
1705,68,17,0.5916544752648317
1706,68,46,0.593193033441525
1707,68,118,0.6042705991633759
1708,68,3,0.6172265716541052
1709,68,5,0.6256285293245886
1710,68,135,0.6021176111205548
1711,68,122,0.6076747171952153
1712,68,4,0.6017749023828787
1713,68,136,0.6009469387678706
1714,68,77,0.59648595766463
1715,68,62,0.6020314686986715
1716,68,106,0.5912814597962914
1717,68,63,0.615798489669669
1718,68,1,0.6207190189460863
1719,68,88,0.5919350943575276
1720,68,18,0.5988080000840981
1721,68,2,0.6251205954942216
1722,68,49,0.6048375478112995
1723,68,103,0.5894134610875451
1724,69,47,0.56706196769803
1725,69,92,0.5770447306376111
1726,69,3,0.5780522124887681
1727,69,131,0.5670835144170822
1728,69,19,0.5898787579952292
1729,69,2,0.5904061871808872
1730,69,90,0.5907229803340555
1731,69,74,0.5901387408625018
1732,69,76,0.5794009900730579
1733,69,91,0.5799529673746118
1734,69,75,0.6026936001689418
1735,69,105,0.5970188230300897
1736,69,4,0.5899610432657454
1737,69,120,0.5898085103851494
1738,69,93,0.5751495270206911
1739,69,77,0.5822072573876766
1740,69,89,0.5939596253833245
1741,69,104,0.582039938080126
1742,69,119,0.5850759357520138
1743,69,78,0.5861492828030389
1744,69,60,0.5880011077246593
1745,69,45,0.5687491826285849
1746,69,18,0.5857207527958712
1747,69,61,0.5726990642329322
1748,69,44,0.594062627559684
1749,69,32,0.5711010436836583
1750,69,20,0.5902790235205533
1751,69,46,0.5940166592388332
1752,69,59,0.595975580346273
1753,69,63,0.5878349527482891
1754,69,48,0.5850512710046141
1755,70,134,0.6168533668334053
1756,70,92,0.6350027375306277
1757,70,47,0.6023915367627701
1758,70,63,0.606078063860507
1759,70,2,0.6215364583564851
1760,70,122,0.6120859801487673
1761,70,46,0.6090310240740805
1762,70,19,0.6443589130122302
1763,70,108,0.6196055140036428
1764,70,77,0.6342357381406418
1765,70,49,0.5958151043106125
1766,70,33,0.5982205257241533
1767,70,62,0.5908825757844762
1768,70,3,0.6087721073484444
1769,70,4,0.6203550131611579
1770,70,120,0.6131437267681245
1771,70,138,0.6264146956831858
1772,70,94,0.6194679270824173
1773,70,64,0.61408612055017
1774,70,78,0.6085620563032018
1775,70,50,0.6226181742793859
1776,70,35,0.6015247058126356
1777,70,5,0.6172368562401305
1778,70,20,0.6403299194017612
1779,70,137,0.5995394687044526
1780,70,106,0.6195790298774596
1781,70,18,0.6236226889324374
1782,70,135,0.6284341015594624
1783,70,76,0.6239006711430328
1784,70,136,0.6295538051816971
1785,70,119,0.6046614881949738
1786,70,107,0.5935632523589802
1787,70,93,0.612786210874541
1788,70,121,0.6153072394090278
1789,70,1,0.6122925542603118
1790,70,95,0.6210589481365644
1791,70,17,0.6098760614526705
1792,70,79,0.6203041208168145
1793,70,80,0.6213055308856115
1794,70,48,0.6024308423223246
1795,70,31,0.6040611686653535
1796,70,32,0.619023870781861
1797,71,92,0.6148757511151494
1798,71,5,0.5984646419489397
1799,71,136,0.6084558727211237
1800,71,77,0.6103683718281727
1801,71,125,0.5888654915777921
1802,71,47,0.5969239549324552
1803,71,50,0.6094644097483862
1804,71,3,0.609460161743349
1805,71,76,0.5900842643653947
1806,71,33,0.6066931973433058
1807,71,110,0.6052760953772321
1808,71,34,0.6255946477756775
1809,71,80,0.5926588425132675
1810,71,31,0.6265091282029835
1811,71,17,0.5784744417535609
1812,71,106,0.6058589330276543
1813,71,62,0.6341758673487057
1814,71,123,0.5987199963465348
1815,71,35,0.6202137904382075
1816,71,95,0.6154321789716075
1817,71,1,0.614689212430005
1818,71,4,0.604254176101311
