,Sheep,Image,Lacunarity,Entropy,FociCount,FociSize,Scale,Directionality,TissueToSinusoid
1203,52,63,0.158637338,0.567746695,7,1987,33,0.225936622,0.310438515
1204,52,1,0.124816723,0.609288833,10,1359.5,35,0.221705726,0.366072539
1205,52,80,0.07841017,0.618112429,11,2251.636364,37,0.375032382,0.35319078
1206,52,33,0.073969607,0.614862159,6,1245.666667,33,0.209500067,0.350498065
1207,52,76,0.059522015,0.617815686,8,976.125,41,0.539833819,0.342521373
1208,52,49,0.135603258,0.579571414,12,857,31,0.192110095,0.318439914
1209,52,17,0.064607319,0.605499081,11,1707.636364,35,0.225501123,0.32827055
1210,52,19,0.090591287,0.623350834,7,1958.142857,35,0.210790881,0.37535801
1211,53,5,0.070711305,0.593174957,7,708.7142857,39,0.622143628,0.311232761
1212,53,33,0.076241178,0.609202069,8,1167.875,37,0.572399292,0.334804532
1213,53,108,0.087465451,0.604323671,15,963.7333333,35,0.489663915,0.336665205
1214,53,63,0.106982356,0.594819335,7,916.2857143,35,0.458011884,0.32919222
1215,53,17,0.109910211,0.579663869,11,868.8181818,37,0.50117876,0.30850907
1216,53,106,0.055296519,0.606232172,6,732,41,0.607705723,0.323789277
1217,53,2,0.111857504,0.598563591,7,627.4285714,33,0.45159433,0.334808336
1218,53,34,0.069671862,0.6029702,8,720.5,39,0.64646655,0.3249965
1219,53,107,0.065260294,0.587372533,6,517.3333333,37,0.56878768,0.304898499
1220,53,47,0.081347826,0.609720123,8,1447.25,39,0.628674957,0.338984835
1221,53,121,0.090808067,0.600783303,18,766.5555556,39,0.536154145,0.32900614
1222,53,32,0.099334768,0.605962378,10,696.1,37,0.513769553,0.336334203
1223,53,105,0.075477255,0.604698714,9,706.6666667,41,0.569608268,0.32656214
1224,53,122,0.115615948,0.590141165,8,2076.25,37,0.514755444,0.325220445
1225,53,91,0.082591502,0.590498424,11,769.2727273,31,0.530229016,0.317674419
1226,53,31,0.066918796,0.614521864,12,830.8333333,39,0.598810825,0.338227742
1227,53,90,0.052018853,0.600928498,9,746,35,0.568370088,0.316172551
1228,53,49,0.083271099,0.591671596,7,1060.285714,39,0.631358659,0.3115453
1229,53,92,0.092015588,0.599534867,10,762.6,31,0.470293395,0.331656016
1230,53,75,0.1003869,0.592520361,8,644,39,0.566834431,0.318048041
1231,53,45,0.07341419,0.613281448,10,1465.5,41,0.625124933,0.34122744
1232,53,78,0.09786182,0.600216418,6,490.8333333,37,0.546860122,0.327898236
1233,53,109,0.102407085,0.601104154,10,1118.3,37,0.46019968,0.329523792
1234,53,4,0.077515075,0.603717016,14,684.6428571,37,0.57274529,0.330195652
1235,53,48,0.088574213,0.615875685,10,845.9,35,0.491255167,0.350400459
1236,53,1,0.069932301,0.595196627,6,785.1666667,39,0.602442424,0.314267847
1237,53,30,0.101486554,0.615486114,9,838.2222222,39,0.585223489,0.357907163
1238,53,61,0.109170879,0.603475588,16,616.5,39,0.59859764,0.335293224
1239,53,93,0.086017306,0.602769356,8,672.375,35,0.504209188,0.330711096
1240,53,79,0.098845855,0.599342344,9,439,37,0.546882176,0.329211602
1241,53,94,0.080430414,0.602747752,8,420.625,35,0.510762217,0.330295118
1242,53,46,0.056395368,0.618898849,12,459.4166667,41,0.681377657,0.341088087
1243,54,93,0.081571527,0.584313148,8,591.125,37,0.245475886,0.30803447
1244,54,78,0.066305573,0.621021721,6,478.8333333,37,0.182283106,0.353625957
1245,54,61,0.067847946,0.619073661,4,1004.25,39,0.361696913,0.347195509
1246,54,50,0.111137577,0.589239843,3,1074.333333,35,0.252732563,0.324070723
1247,54,124,0.076528204,0.593024451,5,993.8,37,0.212585313,0.319283959
1248,54,1,0.061423245,0.633331763,5,1107.4,37,0.166873793,0.377447643
1249,54,95,0.069316257,0.596338948,6,602.1666667,37,0.273881347,0.320231679
1250,54,3,0.082595027,0.62745086,9,823.2222222,35,0.133193059,0.385239983
1251,54,125,0.065458886,0.585039129,6,1203.333333,37,0.235800896,0.30342892
1252,54,64,0.072249534,0.607551278,8,1243.125,37,0.176399299,0.335804314
1253,54,122,0.078829408,0.595801498,4,536.5,37,0.201540029,0.323184968
1254,54,121,0.080801253,0.598688935,2,821,35,0.161698942,0.329392934
1255,54,109,0.073053069,0.626273743,11,792.7272727,35,0.335170857,0.372636153
1256,54,65,0.069502309,0.614142752,6,635.1666667,35,0.198679194,0.344242438
1257,54,31,0.08110478,0.604805928,5,739.4,37,0.401975114,0.336588638
1258,54,62,0.07039496,0.60712745,7,848.1428571,37,0.146346812,0.335080277
1259,54,32,0.070401261,0.618563329,6,738.6666667,37,0.195528313,0.354083804
1260,54,123,0.092938829,0.573751658,5,1334,35,0.178027041,0.296123356
1261,54,49,0.075990315,0.612976063,6,1657.833333,35,0.191518451,0.349144514
1262,54,20,0.093493645,0.603568842,9,633.4444444,33,0.222766502,0.336247095
1263,54,76,0.076492435,0.612969962,3,1254.666667,37,0.21657514,0.346077318
1264,54,2,0.083084818,0.634298191,7,1190.571429,35,0.092658801,0.407344564
1265,54,33,0.079116623,0.600080391,8,602.375,37,0.197543156,0.332696362
1266,54,17,0.071924625,0.627391936,3,706.3333333,35,0.14208334,0.372790084
1267,54,5,0.076033546,0.619187125,2,402.5,37,0.194335383,0.356313648
1268,54,106,0.067026281,0.607487287,6,777.8333333,37,0.197061603,0.333103197
1269,54,110,0.084503655,0.587303982,2,1126,37,0.236801282,0.308861831
1270,54,46,0.075776181,0.616005217,5,2183.6,35,0.149450585,0.351636565
1271,54,35,0.070623291,0.619550287,4,834.5,37,0.166432749,0.357291305
1272,54,19,0.09016297,0.58832982,2,2218.5,35,0.226723195,0.315931343
1273,54,77,0.074443595,0.606581787,5,844,37,0.220739289,0.332823588
1274,54,16,0.083883791,0.605572658,6,587.6666667,35,0.187606428,0.342215285
1275,54,47,0.099308696,0.596484301,6,976.1666667,35,0.167605084,0.328767219
1276,54,137,0.099398305,0.57789844,4,909,37,0.197070544,0.303038056
1277,54,48,0.086591397,0.584039131,8,691,35,0.234079139,0.307836858
1278,54,107,0.073264698,0.589470041,7,775.7142857,37,0.218790437,0.310283301
1279,54,63,0.071916008,0.612182121,6,497.5,35,0.226483068,0.347474682
1280,54,4,0.067918682,0.621976948,11,705.9090909,37,0.158926102,0.361742579
1281,54,34,0.090228338,0.598141901,7,606.4285714,35,0.162868061,0.327425498
1282,54,92,0.062948782,0.604095466,10,1067.5,37,0.128365112,0.327201831
1283,54,91,0.08092883,0.601448397,3,431,37,0.303945343,0.328292414
1284,54,108,0.079998489,0.62502602,3,2088.333333,35,0.173690897,0.379970596
1285,54,94,0.075332393,0.596453342,10,978.3,35,0.160024293,0.322376664
1286,54,80,0.064101904,0.609784287,9,567.1111111,37,0.211231535,0.33836931
1287,54,79,0.069515919,0.62125126,5,1198.6,35,0.156859588,0.359264763
1288,54,18,0.063689268,0.607660858,8,872.625,35,0.153857379,0.330674956
1289,55,136,0.114623407,0.601802968,11,857.9090909,37,0.340869992,0.343456216
1290,55,79,0.067060696,0.619052372,11,1022.545455,37,0.400077379,0.349106536
1291,55,33,0.087548541,0.622819476,5,798,37,0.362680485,0.370873888
1292,55,106,0.070775653,0.617590679,12,1407.333333,39,0.517265838,0.349243902
1293,55,80,0.075712562,0.620277185,10,699.6,39,0.426655061,0.356436179
1294,55,107,0.062454871,0.626176703,13,865.0769231,41,0.597322791,0.363744389
1295,55,32,0.064398758,0.628693961,17,801.0588235,39,0.460964121,0.368451584
1296,55,76,0.060008346,0.61614006,11,801.0909091,39,0.453827357,0.341593109
1297,55,133,0.067851565,0.60977074,17,785.4117647,37,0.377302033,0.337313765
1298,55,78,0.07049044,0.622143698,12,736.5833333,37,0.409316218,0.357660367
1299,55,135,0.076220807,0.606665548,13,1070.076923,39,0.382771384,0.332202894
1300,55,137,0.095604132,0.614985365,9,444.7777778,39,0.389794845,0.355893535
1301,55,134,0.062247366,0.61772998,9,991.6666667,39,0.394310059,0.345321333
1302,55,34,0.068144228,0.635040134,11,889,39,0.475926886,0.390687309
1303,55,46,0.062503272,0.628805923,14,799.0714286,43,0.618652031,0.36339095
1304,55,94,0.096788799,0.6109426,10,767.4,37,0.365717805,0.354274957
1305,55,77,0.061388802,0.630113288,14,925.2142857,37,0.40156011,0.370405159
1306,55,95,0.084227556,0.608413127,10,709.6,37,0.35960519,0.343077142
1307,55,3,0.079603306,0.627174233,13,1044.538462,41,0.498659332,0.373871464
1308,55,4,0.098711412,0.608521248,6,725.6666667,39,0.459385953,0.348918473
1309,55,1,0.074005918,0.615616552,14,1214.928571,39,0.430595211,0.344897089
1310,55,20,0.092997216,0.608138115,10,1659.4,45,0.62587383,0.334492405
1311,55,122,0.101282023,0.608342288,11,1444.454545,37,0.379684945,0.350748654
1312,55,31,0.092960855,0.620876122,13,1312.692308,37,0.335827634,0.369332797
1313,55,92,0.072478315,0.623644794,10,913.3,41,0.424824269,0.359860032
1314,55,62,0.067051864,0.612859013,8,1025,43,0.611096746,0.335336134
1315,55,2,0.056059589,0.633847119,13,543.8461538,41,0.507105302,0.370505316
1316,55,93,0.062623524,0.614183818,9,499.1111111,39,0.419185072,0.340835639
1317,55,91,0.087654079,0.604587341,10,879.7,35,0.296719029,0.33570328
1318,55,35,0.069425208,0.622164533,18,671.8333333,41,0.449715187,0.353493862
1319,55,5,0.097378801,0.618180642,9,798.7777778,37,0.383728009,0.366755177
1320,56,77,0.073398185,0.585728853,5,735.2,33,0.257940974,0.303427794
1321,56,4,0.130947785,0.588887171,2,843,33,0.34815985,0.327151928
1322,56,49,0.082465291,0.586105799,10,601.8,33,0.290274562,0.306708193
1323,56,116,0.077841552,0.572923368,3,468.3333333,35,0.434086978,0.289403466
1324,56,18,0.081941744,0.567929179,5,1018.4,33,0.19286484,0.287750998
1325,56,78,0.062273323,0.602868825,2,401,33,0.312003741,0.325356548
1326,56,148,0.08795404,0.587178683,5,710,35,0.314400055,0.308957518
1327,56,114,0.086246477,0.568057646,5,417.2,31,0.196414152,0.289784358
1328,56,147,0.06607234,0.604690174,4,369.5,39,0.600150948,0.322056266
1329,56,1,0.081787704,0.574696353,7,616.4285714,35,0.40496036,0.291793584
1330,56,65,0.11792969,0.550590942,7,487.2857143,31,0.19620559,0.279646367
1331,56,63,0.117827752,0.555134684,5,807.4,31,0.211647942,0.28370668
1332,56,3,0.065236454,0.60917293,2,459.5,33,0.294234995,0.336734789
1333,56,161,0.088663295,0.574795793,4,847.25,37,0.423824648,0.292996589
1334,56,133,0.067380706,0.588778496,7,540.4285714,35,0.358687813,0.305620815
1335,56,94,0.091237807,0.591735838,8,756.5,35,0.422117648,0.313446633
1336,56,132,0.06968131,0.597674809,4,1002.75,33,0.35922616,0.320990983
1337,56,2,0.074676273,0.597484468,5,653.6,33,0.264975921,0.321967125
1338,56,115,0.088445791,0.579655143,4,511.25,31,0.210101848,0.302874726
1339,56,93,0.081325089,0.583786355,4,774.25,33,0.277259187,0.303566977
1340,56,17,0.083368144,0.587152421,10,438.6,33,0.228238352,0.310616114
1341,56,96,0.066323872,0.582916489,5,567,37,0.49450686,0.295749825
1342,56,66,0.090980488,0.601053034,4,539.75,31,0.160046804,0.335294318
1343,56,35,0.098081104,0.566030191,5,520.2,31,0.203722967,0.287223126
1344,56,64,0.112475764,0.56286019,6,502.1666667,31,0.110392378,0.286949938
1345,56,146,0.082961464,0.581942037,7,818.4285714,33,0.227038798,0.301849981
1346,56,50,0.081387879,0.569960534,2,350.5,33,0.324688025,0.287349579
1347,56,34,0.0833959,0.578185638,4,1078.25,33,0.257098658,0.297365663
1348,56,134,0.091250285,0.572201097,2,2230.5,37,0.501848594,0.284260449
1349,56,79,0.065158494,0.57722635,10,581.7,37,0.476227024,0.287747052
1350,56,117,0.098679312,0.57639193,10,630.4,39,0.571760628,0.292645118
1351,56,36,0.098878761,0.572208781,8,703.625,33,0.259120427,0.29425969
1352,56,95,0.069489866,0.589928208,5,337.4,33,0.25519135,0.310235066
1353,56,19,0.090370496,0.580471284,4,545.25,35,0.41466623,0.300700242
1354,56,20,0.081392651,0.55940188,9,622.8888889,33,0.317484896,0.275800434
1355,56,160,0.078402727,0.582343145,6,532.1666667,33,0.319542433,0.3016143
1356,57,50,0.061909118,0.646215163,9,1997.555556,45,0.305982924,0.407434338
1357,57,2,0.053193396,0.614609657,15,1936.333333,45,0.51374594,0.333804629
1358,57,4,0.10295021,0.605748509,12,1792.25,35,0.166389,0.358285779
1359,57,121,0.117121142,0.619121456,11,1929.181818,31,0.178182446,0.410006282
1360,57,92,0.127352665,0.613754695,8,2064.875,27,0.071262752,0.406615116
1361,57,46,0.054196781,0.644644071,9,2807.555556,45,0.476829988,0.393776994
1362,57,139,0.09607521,0.626078634,12,1475,35,0.245798325,0.393339894
1363,57,35,0.084565595,0.635315589,9,1537.444444,33,0.210064764,0.411174521
1364,57,137,0.106631286,0.622856319,13,1804.923077,31,0.178921541,0.397103636
1365,57,138,0.082937217,0.633141246,13,2130.461538,35,0.210420581,0.406851832
1366,57,140,0.077907708,0.619041001,9,1948.333333,41,0.315999042,0.363749114
1367,57,62,0.079104969,0.64490891,12,1340.5,37,0.17789968,0.439784393
1368,57,93,0.137422279,0.604966588,10,2913.9,27,0.079341194,0.414275182
1369,57,80,0.048273517,0.651522977,13,1932.461538,47,0.487556666,0.404477194
1370,57,123,0.089695068,0.627040795,9,2747.111111,35,0.191944483,0.393563985
1371,57,109,0.07506959,0.633373131,12,2528.916667,37,0.208156651,0.397910014
1372,57,94,0.10505704,0.623992157,8,1711.375,29,0.077256846,0.412109858
1373,57,49,0.060676959,0.639427185,12,1387.166667,45,0.368931075,0.388502428
1374,57,33,0.056506366,0.645053111,12,1835.25,45,0.407702498,0.399046143
1375,57,34,0.070635297,0.642211708,9,1517.555556,39,0.3024747,0.413094185
1376,57,18,0.068088114,0.644827534,13,1022.846154,33,0.170379511,0.418488668
1377,57,19,0.072240514,0.642546044,13,2056.230769,35,0.182559538,0.419232804
1378,57,20,0.128362002,0.62140932,11,2771.454545,27,0.098412386,0.43877836
1379,57,107,0.056348078,0.648326733,12,1842.916667,41,0.352440556,0.410623653
1380,57,76,0.104133525,0.626278005,15,2134.666667,37,0.270777,0.394288763
1381,57,64,0.054264467,0.650660317,7,1985,47,0.361732057,0.413720556
1382,57,78,0.059599817,0.646895837,7,2564,41,0.289238644,0.409785804
1383,57,31,0.091674296,0.624782601,8,1190.375,39,0.311513673,0.372238848
1384,57,16,0.065137159,0.645694978,12,1804.833333,41,0.26997645,0.413697097
1385,57,122,0.112399486,0.615345377,16,1901.5625,29,0.157758229,0.402473012
1386,57,106,0.097569687,0.626464839,10,2895.4,29,0.135274625,0.408846364
1387,57,136,0.072832929,0.617565602,9,1737.555556,43,0.443065287,0.349860104
1388,57,77,0.08338119,0.637516713,11,2499.727273,41,0.320315607,0.413086419
1389,57,91,0.110452572,0.612355326,10,2016.9,31,0.182141313,0.385916845
1390,57,3,0.074135147,0.610722229,14,1216.785714,37,0.260761819,0.34768859
1391,57,95,0.080217232,0.643262737,9,1891.888889,37,0.179929891,0.43542557
1392,57,125,0.083218385,0.630079279,14,1725.285714,33,0.200912597,0.396989965
1393,57,1,0.067005159,0.623030918,10,3016.3,41,0.463674666,0.35977142
1394,57,108,0.046517868,0.647027731,16,1520.25,45,0.410775668,0.393465975
1395,57,79,0.07712219,0.645301588,12,1153.25,39,0.267408,0.434098498
1396,57,124,0.099940548,0.624860454,13,2776.769231,31,0.149496555,0.409303753
1397,57,61,0.081829534,0.642295549,10,1946.9,39,0.251166444,0.425025973
1398,57,5,0.081534591,0.612224451,12,2141.333333,35,0.194695533,0.356133408
1399,57,110,0.092241816,0.627110443,20,1252.85,33,0.175847714,0.402049514
1400,57,65,0.079729704,0.636344882,13,1556.846154,39,0.208933919,0.409297634
1401,57,63,0.0823031,0.63459342,15,1299.333333,35,0.174098161,0.410000039
1402,57,47,0.055010302,0.635735449,11,1642.636364,45,0.414557394,0.371934716
1403,57,17,0.063435063,0.639760017,12,1955.833333,41,0.317619641,0.387605741
1404,57,48,0.065283832,0.636500671,14,1895.857143,41,0.258837772,0.386233116
1405,58,21,0.082611501,0.599207706,6,565.5,33,0.303920409,0.328225099
1406,58,49,0.101344822,0.604789081,3,330.6666667,31,0.275156129,0.346419277
1407,58,135,0.069913492,0.609061452,4,1223.25,35,0.295303061,0.337942192
1408,58,77,0.094217824,0.603749804,5,545.2,35,0.35776802,0.341170916
1409,58,31,0.075443745,0.59707541,7,424.2857143,33,0.363563706,0.323752856
1410,58,92,0.078729121,0.602771427,6,580,35,0.259674533,0.336979218
1411,58,78,0.080947354,0.603567523,4,613.5,37,0.344582631,0.338108599
1412,58,109,0.073714931,0.607796434,6,298.5,35,0.347525928,0.337188273
1413,58,134,0.076218417,0.607906854,8,403.625,37,0.426849642,0.338081807
1414,58,3,0.078293747,0.595587983,3,449.3333333,37,0.424960561,0.323202232
1415,58,20,0.063865488,0.590936406,0,,35,0.370746068,0.313211728
1416,58,64,0.089440819,0.609204415,8,458.5,35,0.226471253,0.351594524
1417,58,107,0.08006001,0.602152231,3,721,37,0.395800271,0.331776503
1418,58,121,0.08438225,0.594660333,5,432.8,35,0.261751357,0.328903338
1419,58,79,0.072588647,0.615390743,10,349,35,0.274397887,0.348003728
1420,58,61,0.066624652,0.608841901,5,715.4,35,0.404721408,0.33941017
1421,58,137,0.075730789,0.617252959,10,450.3,35,0.269493465,0.354456565
1422,58,110,0.074645027,0.606646106,4,369.5,35,0.389566163,0.335741982
1423,58,35,0.075828474,0.597158481,1,263,33,0.257756033,0.325545578
1424,58,63,0.080674304,0.596522767,1,261,35,0.318741862,0.321179787
1425,58,62,0.088503649,0.60916248,12,599.8333333,33,0.303479012,0.346690001
1426,58,65,0.080455955,0.612074894,3,295.6666667,35,0.292925872,0.353942586
1427,58,17,0.098958437,0.600339842,7,680.5714286,33,0.245406927,0.334501933
1428,58,93,0.07231569,0.60300362,2,411.5,37,0.34356677,0.330729609
1429,58,80,0.075599397,0.61329543,3,513.6666667,35,0.323976391,0.349544793
1430,58,136,0.076236706,0.601427637,5,556,37,0.352068027,0.32712798
1431,58,4,0.072700875,0.59359862,2,379.5,37,0.356439797,0.31707962
1432,58,19,0.082482247,0.611541216,7,557,33,0.218407426,0.353245684
1433,58,95,0.098808176,0.5991628,4,673,35,0.247497326,0.332314968
1434,58,138,0.095592386,0.604980174,9,986.4444444,37,0.287670391,0.336190188
1435,58,91,0.079832373,0.611519441,8,482.375,37,0.421759931,0.34627588
1436,58,48,0.091824771,0.595287787,2,517,31,0.284514221,0.331097264
1437,58,94,0.079959767,0.609074786,8,794.25,37,0.322309222,0.336471231
1438,58,108,0.077786128,0.596607873,6,601.3333333,35,0.315871796,0.323185138
1439,58,46,0.086697321,0.587649168,2,1002.5,31,0.30024972,0.321458585
1440,58,47,0.096930732,0.605153647,9,422.3333333,31,0.262813619,0.348724665
1441,58,32,0.094863301,0.601979663,6,428.3333333,31,0.286463356,0.341552483
1442,58,18,0.0838743,0.608964569,7,847.8571429,33,0.232062429,0.344900386
1443,58,34,0.074362942,0.604460299,10,518,33,0.267718502,0.336646309
1444,58,33,0.095454018,0.600416644,7,589.2857143,33,0.266797101,0.337021341
1445,58,76,0.072535046,0.596702773,2,465.5,37,0.421763047,0.322805189
1446,59,2,0.067127612,0.622116667,8,972.375,37,0.300974227,0.359815535
1447,59,15,0.059582877,0.626780749,11,1121.636364,39,0.539847827,0.359540628
1448,59,54,0.08135508,0.601791213,9,938.5555556,37,0.28625579,0.330544055
1449,59,99,0.103583223,0.60037121,5,788.4,35,0.168955141,0.335104881
1450,59,101,0.063558541,0.623549024,5,477,39,0.406103203,0.357911864
1451,59,69,0.101524284,0.610816043,8,575.375,39,0.412114473,0.345150636
1452,59,84,0.114951262,0.607760984,6,930.8333333,35,0.188498427,0.363644626
1453,59,29,0.094227072,0.607109569,3,364,37,0.297442926,0.339712095
1454,59,98,0.056306077,0.62023428,7,644.1428571,37,0.319389898,0.348570761
1455,59,57,0.067121152,0.620863634,0,,37,0.169084103,0.358383073
1456,59,129,0.055684709,0.615681414,3,979,37,0.473239575,0.340956043
1457,59,102,0.095735712,0.598759657,6,509.1666667,39,0.320253859,0.330103644
1458,59,58,0.07936552,0.602901447,2,586,39,0.358725031,0.331544362
1459,59,86,0.083508317,0.586259382,2,303,35,0.093213884,0.311232458
1460,59,100,0.073147409,0.60879221,8,1102.125,37,0.225651572,0.335806831
1461,59,56,0.060417162,0.616076355,6,349.5,37,0.242877956,0.343000674
1462,59,128,0.052045368,0.606367549,3,499.6666667,37,0.43657614,0.321453708
1463,59,131,0.081560074,0.617820401,5,874,37,0.366876724,0.354957717
1464,59,130,0.060113045,0.635335129,4,696.25,35,0.319373063,0.377191235
1465,59,116,0.076236622,0.618546719,1,425,35,0.210538237,0.362170657
1466,59,42,0.060765572,0.622890982,1,753,39,0.379573548,0.355496146
1467,59,117,0.072602218,0.607598699,1,422,39,0.45991503,0.331109617
1468,59,113,0.068875288,0.608196795,4,1994,39,0.443249168,0.332015128
1469,59,83,0.117091304,0.596844832,10,434.5,33,0.11636368,0.339539797
1470,59,115,0.062000493,0.612175243,2,872.5,37,0.252752045,0.337224184
1471,59,87,0.100878846,0.601697242,4,565.5,37,0.251245821,0.34247129
1472,59,1,0.104153335,0.603756047,7,552.8571429,37,0.187503193,0.338130479
1473,59,71,0.094914863,0.613699323,2,684.5,37,0.313971011,0.351525817
1474,59,85,0.085134219,0.612083264,2,1271,35,0.072346064,0.35451976
1475,59,40,0.057431835,0.632007856,3,920.6666667,39,0.494245915,0.368459056
1476,59,41,0.105632811,0.606163084,11,811.5454545,39,0.461494902,0.341967184
1477,59,16,0.095683778,0.607139578,7,940.7142857,37,0.284107843,0.33869965
1478,59,3,0.124282654,0.597181638,6,507.1666667,35,0.167455622,0.337356727
1479,59,114,0.049696575,0.628666995,5,838.6,39,0.417260203,0.358121084
1480,59,70,0.088574555,0.609264826,2,297.5,37,0.305197839,0.340505496
1481,59,55,0.072135039,0.609992138,3,758.6666667,37,0.257223394,0.335772862
1482,60,91,0.088441263,0.610270627,7,1034.571429,39,0.410264038,0.34253132
1483,60,33,0.144006255,0.59713666,9,704.2222222,35,0.172363858,0.358513175
1484,60,18,0.098719743,0.603939228,4,968.5,41,0.401177869,0.339808554
1485,60,17,0.101990314,0.599689341,3,585.3333333,39,0.362067292,0.333599547
1486,60,108,0.0940162,0.611270895,9,961.8888889,35,0.298543019,0.347184168
1487,60,106,0.073310143,0.62305795,10,617.8,39,0.395595255,0.357280425
1488,60,107,0.054314923,0.63557011,6,454.3333333,41,0.516765587,0.375723945
1489,60,93,0.069922929,0.609862452,8,503.625,43,0.58917001,0.333444197
1490,60,48,0.128292863,0.572678705,12,672.4166667,37,0.320167764,0.306580222
1491,60,15,0.139995965,0.595038359,7,721.7142857,33,0.141332979,0.351575447
1492,60,94,0.084841691,0.608428208,6,1257.666667,41,0.447866644,0.338056928
1493,60,105,0.079778258,0.614391901,7,1429.142857,41,0.531891613,0.347554617
1494,60,61,0.103698056,0.615651393,3,342.6666667,39,0.334501254,0.3622753
1495,60,49,0.136918409,0.542545203,12,863.8333333,39,0.386128675,0.266729244
1496,60,16,0.070104878,0.598207476,12,502.4166667,39,0.371306044,0.323171773
1497,60,34,0.127080273,0.596669163,9,640.3333333,35,0.235888514,0.351696346
1498,60,64,0.059186875,0.629512493,3,753.6666667,41,0.473014856,0.365460874
1499,60,90,0.075951343,0.604138123,7,614.8571429,41,0.487424848,0.325810683
1500,60,47,0.108795355,0.580589236,3,321.3333333,35,0.286937656,0.315903406
1501,60,63,0.096990678,0.611896679,12,668.3333333,39,0.382467556,0.350769142
1502,60,3,0.079481745,0.591344101,12,594.5833333,39,0.375790746,0.312027728
1503,60,14,0.128251321,0.598106871,10,513.8,35,0.215406778,0.347974035
1504,60,75,0.07794791,0.616507629,11,1434.454545,43,0.524029986,0.344523921
1505,60,79,0.118859971,0.608342055,5,685.6,39,0.410739234,0.360454829
1506,60,60,0.068282493,0.61502122,8,661.5,39,0.424886512,0.343171687
1507,60,76,0.072396343,0.622796819,6,704.3333333,43,0.538585352,0.352761461
1508,60,45,0.132482989,0.599012622,10,1405.9,33,0.199788125,0.362122504
1509,60,2,0.128868957,0.579053869,15,580.2666667,37,0.248346735,0.308085003
1510,60,121,0.079226415,0.614161514,4,645,41,0.477124424,0.344606663
1511,60,109,0.119116692,0.603866303,4,452.5,37,0.468693254,0.344478234
1512,60,30,0.136772456,0.589210015,12,754.0833333,31,0.128312706,0.340365587
1513,60,78,0.086155561,0.614239565,8,789.125,39,0.417852874,0.347478189
1514,60,32,0.079479982,0.603793069,5,511,35,0.271818643,0.343157032
1515,60,62,0.071063816,0.627693974,9,578.7777778,39,0.402365238,0.367255603
1516,60,46,0.117047675,0.582633981,6,708,33,0.247190999,0.321192281
1517,61,156,0.079103503,0.590396059,4,440,37,0.267691221,0.318031997
1518,61,3,0.053298381,0.61940611,2,1124,41,0.437099512,0.343517095
1519,61,123,0.079861696,0.607504066,4,371.25,35,0.329144344,0.340433346
1520,61,31,0.104875955,0.578266249,1,302,33,0.251072253,0.307204169
1521,61,63,0.078505764,0.59411141,1,273,35,0.268596394,0.319131726
1522,61,157,0.080586042,0.587117166,1,430,37,0.347416048,0.313356749
1523,61,57,0.149050377,0.556857394,4,355.75,33,0.309449248,0.298443886
1524,61,64,0.069935244,0.59944639,0,,37,0.290533602,0.326685959
1525,61,4,0.091608612,0.570548532,1,289,35,0.249822113,0.294732377
1526,61,97,0.077129614,0.588867743,4,711,39,0.553474276,0.310057132
1527,61,82,0.055179148,0.602074205,4,394,43,0.583144034,0.316643415
1528,61,38,0.056231503,0.614489297,5,429.4,41,0.524552125,0.335876418
1529,61,122,0.087171002,0.605584317,1,756,33,0.242202724,0.344624255
1530,61,65,0.072284227,0.591516896,2,504.5,37,0.328021951,0.31626055
1531,61,109,0.058074511,0.597991705,5,721.2,43,0.554306597,0.314925046
1532,61,18,0.047709986,0.620309692,1,286,43,0.66833988,0.340798364
1533,61,142,0.082312597,0.580198239,4,595.75,33,0.383176985,0.305169779
1534,61,121,0.067154272,0.617831099,3,345,35,0.392743689,0.353704116
1535,61,2,0.051521762,0.598157805,0,,41,0.382220387,0.311553575
1536,61,155,0.065988876,0.60074761,2,1118.5,39,0.404281508,0.322068816
1537,61,39,0.08097719,0.591014118,5,297.2,35,0.354375917,0.318067865
1538,61,125,0.078772148,0.604275503,4,453,35,0.343984364,0.338736062
1539,61,16,0.07812859,0.600222453,0,,43,0.607711289,0.318139042
1540,61,40,0.074258758,0.589863592,2,625.5,37,0.451315158,0.314812264
1541,61,110,0.064986794,0.600469775,2,1004.5,41,0.493476913,0.321087743
1542,61,143,0.065415201,0.596396277,4,402,37,0.45136368,0.316361094
1543,61,17,0.070058872,0.608587386,1,391,39,0.511634269,0.328574339
1544,61,96,0.061436287,0.602416019,0,,43,0.580184216,0.320582775
1545,61,1,0.077747854,0.590784886,1,269,37,0.280709865,0.314822562
1546,61,144,0.061616168,0.592771133,7,616.7142857,37,0.475148148,0.31288225
1547,61,124,0.074180955,0.61021277,4,619,37,0.390337576,0.345675408
1548,62,19,0.097992127,0.624035572,0,,25,0.041646913,0.398778144
1549,62,120,0.079868127,0.636117785,3,953,29,0.13162414,0.406496409
1550,62,121,0.09607775,0.620990849,4,752.25,27,0.124526236,0.379941831
1551,62,105,0.108642185,0.630130056,2,534.5,27,0.021757537,0.431262968
1552,62,79,0.11357552,0.628963028,5,353,29,0.078312658,0.436588745
1553,62,32,0.08869226,0.624257081,2,495,27,0.108923846,0.387060683
1554,62,3,0.105020057,0.618095905,0,,27,0.061190582,0.381438934
