,Sheep,Image,Lacunarity,Entropy,FociCount,FociSize,Scale,Directionality,TissueToSinusoid
1921,75,126,0.11523064,0.590926172,5,383,33,0.2559835,0.346372181
1922,75,89,0.107501626,0.538838791,0,,33,0.253896019,0.276538687
1923,75,2,0.119339378,0.56083329,3,503.6666667,33,0.314629793,0.302469494
1924,75,3,0.112056263,0.567097476,4,608.75,33,0.269525026,0.312800966
1925,75,38,0.173734638,0.541291443,1,277,31,0.238725059,0.321996197
1926,75,127,0.096400174,0.575920711,2,568,35,0.256692237,0.310156569
1927,75,71,0.160658709,0.55295502,4,336.25,31,0.292960195,0.316035055
1928,76,41,0.110313697,0.552749805,6,2454.5,33,0.328245926,0.280780163
1929,76,4,0.153322318,0.544604932,8,637.625,31,0.130836895,0.301823379
1930,76,16,0.098632707,0.519724453,11,792.5454545,33,0.290323902,0.245577165
1931,76,30,0.19793922,0.522891632,7,745,31,0.149673481,0.277157397
1932,76,78,0.10756454,0.514068832,8,1193.875,33,0.315993969,0.239419197
1933,76,65,0.107033083,0.584140482,10,1267.4,39,0.474844075,0.307923482
1934,76,42,0.144713238,0.579332376,10,2491.3,33,0.312587396,0.321551908
1935,76,2,0.116892571,0.504212463,7,456.2857143,33,0.129349801,0.238185426
1936,76,5,0.125804628,0.551377453,4,886,33,0.127940777,0.296630124
1937,77,5,0.09786565,0.630230628,4,325.5,31,0.201220689,0.411371552
1938,77,113,0.093778791,0.603583794,3,385,35,0.215132971,0.345983906
1939,77,29,0.112746888,0.594993129,7,565.7142857,33,0.181923502,0.33592242
1940,77,99,0.067218652,0.630428766,0,,41,0.494714808,0.375679189
1941,77,114,0.128275041,0.577136721,9,629.7777778,33,0.175469517,0.319630478
1942,77,42,0.097378561,0.580926073,4,540.5,37,0.264138133,0.311841067
1943,77,100,0.094539185,0.605696764,4,364.75,37,0.333339443,0.346450319
1944,77,66,0.106241939,0.571798974,6,609.3333333,35,0.309236679,0.302692121
1945,77,4,0.079561782,0.640384192,2,463,35,0.275068598,0.416999916
1946,77,2,0.095423111,0.636771379,7,403.5714286,31,0.217435493,0.425774468
1947,77,3,0.101996351,0.63234943,13,585.5384615,31,0.225724862,0.429143921
1948,77,112,0.078006319,0.619148177,6,458.6666667,39,0.288036326,0.36121335
1949,77,1,0.088951134,0.644908649,7,717.4285714,33,0.231223774,0.459477028
1950,77,111,0.06725074,0.628999945,8,656.625,45,0.387018161,0.365692026
1951,77,17,0.120360048,0.611626627,0,,33,0.256661345,0.378982705
1952,77,87,0.066068736,0.639115231,0,,45,0.405339224,0.397145953
1953,77,67,0.118003946,0.590564718,5,364.4,43,0.464163759,0.32373738
1954,78,28,0.09221868,0.595030389,1,314,47,0.493724909,0.319123371
1955,78,3,0.154613176,0.574912035,1,400,41,0.409899825,0.315764893
1956,78,17,0.103594269,0.563329781,1,283,43,0.428693706,0.280400168
1957,78,89,0.066600891,0.5828989,0,,51,0.459645511,0.295422969
1958,78,52,0.13608095,0.570319739,2,275,43,0.460865712,0.298264284
1959,78,87,0.107156578,0.586118201,0,,43,0.507149412,0.326173982
1960,78,4,0.081351405,0.578183425,1,252,49,0.611395354,0.294310031
1961,78,15,0.100604276,0.577152787,1,314,35,0.316189781,0.310703553
1962,78,29,0.067966295,0.576142632,0,,43,0.477863162,0.288541906
1963,78,90,0.131768797,0.558769797,0,,45,0.374023573,0.283311209
1964,78,86,0.172337966,0.558385268,0,,39,0.437148891,0.313007121
1965,78,88,0.130510289,0.585044148,0,,33,0.206833389,0.346767306
1966,78,1,0.108819035,0.5600036,3,376.6666667,37,0.369042533,0.290574712
1967,78,40,0.072417997,0.599646738,0,,47,0.608735942,0.317671652
1968,78,63,0.161707453,0.56168591,1,272,37,0.376501639,0.319857943
1969,80,61,0.101827062,0.565194126,8,1139.375,41,0.523769805,0.28130766
1970,80,60,0.171402021,0.562645345,13,1204.538462,35,0.316656822,0.304815119
1971,81,2,0.075761811,0.505447292,8,357.375,37,0.544961231,0.224620721
1972,81,4,0.071893643,0.51535209,5,556,35,0.543598945,0.228640159
1973,81,1,0.083086339,0.511465728,5,452.2,35,0.542663374,0.232636293
1974,82,31,0.157819149,0.609660926,16,1572.9375,25,0.176490473,0.465856563
1975,82,82,0.154693243,0.616373056,16,2881.25,25,0.081865116,0.502613843
1976,82,105,0.169698402,0.605704367,10,2747.7,25,0.19553166,0.501398801
1977,82,83,0.158191333,0.610490936,19,1944.105263,23,0.079145342,0.554541513
1978,82,58,0.159111921,0.613864125,13,2479.692308,25,0.151210757,0.483596612
1979,82,2,0.167754159,0.606510961,10,2485.8,23,0.172138607,0.540929763
1980,82,16,0.112474768,0.630479459,17,1195.411765,29,0.185886058,0.460501536
1981,82,17,0.130740305,0.624371774,16,2308.6875,25,0.13612786,0.457663349
1982,82,81,0.17806081,0.599951495,14,3084.357143,23,0.101676751,0.537575711
1983,82,20,0.125269691,0.628520242,15,2374.133333,25,0.0714203,0.523759299
1984,82,4,0.193369623,0.592930269,7,2713.285714,23,0.19145913,0.521862445
1985,82,55,0.131767017,0.61385151,14,2272,27,0.27576472,0.426219743
1986,83,29,0.114560288,0.589466779,12,2472.333333,31,0.217628581,0.340000202
1987,83,8,0.110133017,0.59709687,11,839.2727273,31,0.156176078,0.345603875
1988,83,57,0.131401082,0.589220297,10,1799.2,31,0.19883638,0.345910077
1989,83,1,0.120442948,0.5917129,18,984.7222222,31,0.200836057,0.339360448
1990,83,106,0.12396153,0.589043051,11,3161.818182,31,0.212554296,0.340953087
1991,83,16,0.10226408,0.606292101,14,2462.357143,31,0.194183894,0.362795137
1992,83,17,0.134375458,0.59322292,14,3053.714286,31,0.200995805,0.349088396
1993,83,71,0.106305943,0.585671032,12,1472.916667,31,0.262565739,0.323113839
1994,83,56,0.110312255,0.592000654,13,3349.923077,33,0.245434901,0.337804123
1995,83,58,0.12354569,0.597228421,13,2733.538462,31,0.234847452,0.365773697
1996,83,105,0.103689553,0.596433789,18,1860.166667,33,0.294579479,0.33648505
1997,83,70,0.112915871,0.584336115,12,2810.5,33,0.290529584,0.324451412
1998,83,30,0.088661313,0.612340712,15,1670.333333,31,0.164403875,0.362807879
1999,83,18,0.116857638,0.596964623,12,3141.833333,31,0.235825693,0.349457586
2000,83,72,0.089246335,0.608554883,11,2103,33,0.237863449,0.35366951
2001,84,95,0.063194158,0.612257819,12,848.25,35,0.379975658,0.339082045
2002,84,64,0.058138954,0.603718836,10,593.4,33,0.288486847,0.322434012
2003,84,34,0.102362363,0.589442645,21,721.0952381,33,0.325327481,0.321642076
2004,84,91,0.084179971,0.600648971,12,477.25,35,0.384603944,0.331857901
2005,84,35,0.073826399,0.599660085,19,468.3157895,35,0.379892182,0.323564319
2006,84,47,0.096588933,0.572255881,3,495.3333333,33,0.338177055,0.295875686
2007,84,12,0.060141594,0.598882695,15,528.2666667,31,0.351205849,0.319760439
2008,84,48,0.097590905,0.58521041,10,503,35,0.314833591,0.322205515
2009,84,80,0.072543461,0.583319851,20,509.45,35,0.359545241,0.302723597
2010,84,114,0.07050627,0.5911927,14,674.3571429,33,0.28396155,0.313231829
2011,84,66,0.085696295,0.602663001,15,354.6,31,0.28745252,0.333580787
2012,84,2,0.058803758,0.599773454,17,327.3529412,37,0.384545171,0.32015276
2013,84,9,0.076414969,0.598735719,13,833.7692308,31,0.298497039,0.322398007
2014,84,11,0.094515225,0.595195167,12,668.9166667,31,0.270678171,0.322475928
2015,84,10,0.058575516,0.599550472,12,417,31,0.366316037,0.319896795
2016,84,118,0.074245,0.605141299,5,576,31,0.289646592,0.335500744
2017,84,1,0.065978388,0.597031881,14,585.9285714,37,0.380352016,0.319007628
2018,84,94,0.082646898,0.602900615,17,691.7647059,33,0.329251934,0.335068602
2019,84,63,0.066212305,0.607414529,10,1015.9,31,0.273377721,0.331971313
2020,84,117,0.096563552,0.591421021,19,546.4736842,31,0.267965031,0.32227887
2021,84,106,0.07681876,0.595906078,12,651,31,0.306414183,0.321324245
2022,84,93,0.065767724,0.597114205,15,512.2666667,35,0.401419597,0.316594323
2023,84,49,0.071452599,0.588456824,17,517.0588235,35,0.356507302,0.308676892
2024,84,22,0.099627652,0.594499399,13,319.6923077,33,0.341692812,0.324902633
2025,84,13,0.077566803,0.598354516,15,819.4666667,31,0.300189961,0.322864289
2026,84,116,0.078992316,0.59654447,9,1121.111111,31,0.260696322,0.324192112
2027,85,17,0.099048693,0.615433493,19,1426.526316,29,0.15387428,0.382573457
2028,85,16,0.12188979,0.609495632,18,1314.888889,29,0.179939181,0.378210186
2029,85,2,0.106352841,0.61562449,21,782.2857143,27,0.176119765,0.389433398
2030,85,3,0.107892478,0.614215534,16,1213.1875,29,0.159118424,0.387404406
2031,85,4,0.110058685,0.622923961,17,803.8235294,29,0.138998234,0.408586467
2032,86,37,0.082806385,0.588296372,9,487,33,0.399526551,0.321151215
2033,86,75,0.093898307,0.572226078,0,,37,0.378049577,0.292963016
2034,86,73,0.108475385,0.581775517,0,,35,0.379980609,0.307499526
2035,86,74,0.092476231,0.555759805,1,302,37,0.414026331,0.274373087
2036,86,89,0.112188901,0.581906392,4,1361,35,0.281710722,0.320172553
2037,86,90,0.098808756,0.538868578,2,364.5,33,0.354918986,0.26058755
2038,86,16,0.085715186,0.593603914,5,519.2,41,0.440943752,0.31347531
2039,87,17,0.072821953,0.643706793,15,968.7333333,33,0.163209256,0.423988469
2040,87,81,0.099236277,0.60552392,16,1086,35,0.207040168,0.364627221
2041,87,125,0.086003906,0.632430657,9,715.6666667,33,0.149006782,0.408320882
2042,87,96,0.066740656,0.62569033,12,970.1666667,37,0.288663784,0.373433986
2043,87,111,0.101640577,0.615246223,10,1152.3,35,0.220960397,0.38293092
2044,87,19,0.141150502,0.606249831,7,1053.428571,35,0.242105298,0.382579892
2045,87,66,0.110125092,0.61271338,10,1502.8,33,0.133971874,0.391845116
2046,87,68,0.10950129,0.613658392,12,1633.916667,35,0.21672856,0.390303899
2047,87,82,0.102985859,0.621044728,10,1516.4,33,0.129284429,0.398806291
2048,87,98,0.063624338,0.637770194,11,925.9090909,35,0.255692422,0.393338652
2049,87,16,0.09133517,0.629393076,12,1158.083333,33,0.216423441,0.403009431
2050,87,124,0.076251428,0.637222979,11,1798.363636,35,0.190412959,0.407876876
2051,87,123,0.082600789,0.621598833,10,1519.2,39,0.336330683,0.381003422
2052,87,110,0.112117848,0.614864819,10,1981.5,35,0.23149846,0.395710945
2053,87,95,0.065105503,0.605262124,10,1160.2,41,0.449926508,0.333025383
2054,87,97,0.092401982,0.62180299,7,991.8571429,33,0.173023813,0.38991496
2055,87,109,0.117375484,0.612308002,10,2073,33,0.116227231,0.390992816
2056,87,2,0.091471615,0.637636265,7,534.4285714,29,0.072342862,0.436889324
2057,87,15,0.077057255,0.631676538,5,1198.8,39,0.343702512,0.389858144
2058,87,122,0.110717762,0.598828502,11,1834.909091,41,0.47979094,0.346313839
2059,87,3,0.150802992,0.61229012,8,1031.625,29,0.105925396,0.420161041
2060,87,18,0.104833503,0.623677312,11,2269.454545,33,0.171436553,0.407173797
2061,88,40,0.084080556,0.586338326,9,993.3333333,31,0.251143504,0.308888236
2062,88,4,0.088181655,0.579482823,6,675.5,33,0.243613428,0.301935024
2063,88,90,0.095294043,0.579615317,6,947.8333333,33,0.283598006,0.298699641
2064,88,89,0.106183491,0.575645783,7,758,31,0.228779919,0.302271879
2065,88,41,0.091533467,0.567701643,7,1196.142857,31,0.320757424,0.287957736
2066,88,88,0.090964535,0.587141047,9,1243.555556,31,0.240370825,0.314223957
2067,88,19,0.092969323,0.576954562,10,939.4,33,0.210372431,0.300224138
2068,88,78,0.107356729,0.551647613,4,811.5,35,0.325072109,0.275686613
2069,88,1,0.108750232,0.589423824,15,813.5333333,31,0.296556224,0.324044661
2070,88,56,0.082050473,0.582147474,5,1403.8,33,0.286829077,0.301307493
2071,88,103,0.079517633,0.594086252,9,810.4444444,33,0.20872918,0.320347247
2072,88,57,0.09121699,0.588807563,11,1107.454545,31,0.194879992,0.315837516
2073,88,42,0.085756003,0.58195021,6,572.8333333,33,0.310996035,0.30203262
2074,88,126,0.105243755,0.559669762,11,778.8181818,33,0.188708164,0.283822484
2075,88,43,0.082952687,0.58648502,8,1484.125,33,0.216061196,0.310120146
2076,88,101,0.102950806,0.58527999,6,1162.666667,31,0.215667562,0.315541148
2077,88,69,0.122893415,0.574070388,8,975.625,35,0.300660968,0.305360931
2078,88,16,0.0901087,0.58222241,6,645.6666667,33,0.30262044,0.303050576
2079,88,3,0.098249378,0.59043799,11,868.4545455,31,0.271630584,0.318601412
2080,88,15,0.088839886,0.598482699,11,844.6363636,33,0.279026298,0.328447842
2081,88,2,0.11636748,0.586517138,8,690,31,0.324286878,0.315400208
2082,88,17,0.08566774,0.595898986,10,1025.5,31,0.25240444,0.323232413
2083,88,32,0.105175308,0.575126567,5,1583.4,31,0.325874716,0.300720962
2084,88,123,0.109451593,0.568574603,7,664.7142857,31,0.263400596,0.293270578
2085,89,14,0.095891482,0.609434412,14,1259.214286,31,0.1183412,0.360624067
2086,89,50,0.112450457,0.597172545,13,1536.153846,33,0.086139954,0.349854838
2087,89,76,0.073461134,0.623988775,14,677.7857143,35,0.186868872,0.369855059
2088,89,75,0.120726356,0.602171298,12,1707.25,33,0.146341252,0.364786494
2089,89,51,0.14008783,0.589750454,11,2306.181818,33,0.114981757,0.346932188
2090,89,2,0.122904846,0.59940384,13,1043.461538,31,0.073322878,0.362015225
2091,89,78,0.103925744,0.617123272,12,1517,33,0.17740397,0.377918381
2092,89,100,0.105186121,0.604236026,14,1277.357143,33,0.144327668,0.355466973
2093,89,63,0.101339878,0.613924152,13,1620.615385,35,0.077276042,0.371855114
2094,89,77,0.118016742,0.607960895,6,3088.833333,35,0.165982204,0.371625697
2095,91,105,0.086157019,0.621476069,6,956,35,0.195211757,0.374044466
2096,91,107,0.084767613,0.623841398,9,2073,33,0.209678477,0.387245004
2097,91,25,0.084820474,0.619619573,13,1056.769231,35,0.191697172,0.375125305
2098,91,27,0.100444613,0.615441034,8,1406.75,33,0.114731809,0.373925082
2099,91,106,0.081110257,0.631517209,16,649.4375,33,0.181402884,0.398106453
2100,92,70,0.098360752,0.596018727,18,2453.666667,35,0.35530674,0.333404322
2101,92,48,0.101410818,0.578139807,18,2186.833333,35,0.372372971,0.311069294
2102,92,132,0.078215673,0.612472006,11,3821.454545,35,0.393999491,0.357693828
2103,92,117,0.070037595,0.603380449,24,1510,35,0.524096699,0.333859167
2104,92,85,0.088780762,0.596265809,17,1992.705882,35,0.437079809,0.328673434
2105,92,3,0.071031681,0.598278106,19,2073.157895,35,0.378358291,0.328148488
2106,92,115,0.07114205,0.607465709,14,3060.142857,37,0.370675662,0.339070753
2107,92,134,0.068402897,0.606752197,17,2712.941176,35,0.446869436,0.341157928
2108,92,86,0.086549483,0.590657691,23,1285.304348,37,0.388384241,0.319429313
2109,92,118,0.078085641,0.596099143,21,1927.619048,37,0.448419645,0.326940151
2110,92,102,0.074153396,0.595805759,23,1578,37,0.476028671,0.328328907
2111,92,73,0.064346068,0.601574359,24,1699.708333,37,0.397984053,0.328479391
2112,92,74,0.077477542,0.592709034,19,1993.894737,37,0.401381577,0.324443907
2113,92,100,0.100109108,0.585690523,20,1450.3,35,0.456297072,0.319003978
2114,92,103,0.074742092,0.5924172,17,1172.705882,37,0.477952996,0.319867679
2115,92,19,0.10084617,0.591431357,17,1538.823529,35,0.41422577,0.329936151
2116,92,133,0.09183833,0.606544252,11,3057.181818,35,0.451795714,0.347372133
2117,92,89,0.08050774,0.599646426,16,1995.875,37,0.350309737,0.331703267
2118,92,4,0.08122146,0.591934448,16,1265.875,35,0.402618112,0.320301842
2119,92,87,0.091177351,0.59909639,12,3240.166667,37,0.381246466,0.333262707
2120,92,46,0.118782685,0.583288107,13,4116.076923,37,0.315129898,0.323666026
2121,92,104,0.095425033,0.60545893,19,2112.578947,35,0.331412477,0.351285621
2122,92,101,0.065988142,0.607359587,26,1308.692308,37,0.422118076,0.337238644
2123,92,49,0.085464358,0.583222321,24,2256.833333,35,0.435187236,0.314141966
2124,92,5,0.096862412,0.578795208,13,2416.230769,35,0.360600238,0.310850482
2125,92,61,0.160764475,0.548880286,15,2824.866667,41,0.39453551,0.287561099
2126,92,131,0.06910882,0.603695785,21,1685.52381,35,0.425208806,0.334893022
2127,92,119,0.077192306,0.581001241,17,2978.647059,43,0.539297117,0.305788478
2128,92,2,0.115197347,0.584621991,16,2762.4375,33,0.44166867,0.32286259
2129,92,130,0.092115136,0.579779794,15,3605,37,0.483132765,0.307851044
2130,92,116,0.069893446,0.608216174,15,2724.933333,35,0.496054393,0.341769443
2131,92,71,0.078645066,0.588552075,20,1663.3,37,0.499943721,0.317284133
2132,92,88,0.072679339,0.599739357,17,1619.529412,37,0.422598859,0.327341765
2133,92,50,0.071004894,0.594666425,14,1937.285714,39,0.45130313,0.319236037
2134,92,72,0.075388665,0.596759648,16,2025.125,37,0.458911214,0.32526712
2135,93,74,0.099315851,0.575942681,15,1594.533333,31,0.186020496,0.307775104
2136,93,43,0.102482503,0.578658184,9,955.3333333,37,0.256766195,0.30860583
2137,93,15,0.152847181,0.562788052,19,1435.578947,37,0.270454584,0.312903282
2138,93,31,0.059233045,0.584157167,14,1361.5,41,0.357386411,0.299796917
2139,93,115,0.097068857,0.593332592,14,1398.571429,31,0.162694148,0.331846864
2140,93,114,0.109418694,0.586048643,13,1855.230769,33,0.250016239,0.330273538
2141,93,59,0.0826578,0.595102231,21,941.1428571,33,0.247603949,0.329103618
2142,93,76,0.094730297,0.56968463,17,799.1176471,35,0.249020149,0.294689949
2143,93,100,0.11368879,0.581400877,16,1100.4375,31,0.086996659,0.322067828
2144,93,44,0.108907647,0.570578733,22,841.6818182,37,0.305208093,0.296472321
2145,93,101,0.074768273,0.587140336,16,1327,37,0.146124112,0.315531262
2146,93,16,0.104863103,0.580493731,19,1487.052632,37,0.275034158,0.312173268
2147,93,57,0.10791378,0.589154345,18,1053.277778,33,0.281359287,0.326527554
2148,93,129,0.110187818,0.585590091,11,1541.909091,33,0.221942908,0.325626206
2149,93,131,0.104920548,0.592390243,10,1339.6,33,0.264132201,0.330704826
2150,93,30,0.113633422,0.580609588,24,673.7083333,35,0.242654515,0.315090147
2151,93,2,0.055204317,0.58781959,17,777.2941176,41,0.320428371,0.304175679
2152,93,132,0.087989685,0.586687376,11,1309.454545,35,0.308418375,0.317908558
2153,93,73,0.143203365,0.566333791,13,1490.384615,33,0.228818524,0.313539273
2154,93,116,0.098381365,0.58641628,15,1494.133333,33,0.146065264,0.323834847
2155,93,113,0.101665032,0.589491129,16,1577.9375,35,0.197070343,0.321802809
2156,93,60,0.075346995,0.595171962,12,783.6666667,35,0.275439134,0.324060074
2157,93,32,0.08612654,0.582067577,14,1267.285714,35,0.306140255,0.308286199
2158,93,75,0.124407855,0.568971747,17,1166.235294,31,0.202643541,0.304318401
2159,93,61,0.083638118,0.594429931,16,1397.4375,33,0.223464902,0.324779966
2160,93,1,0.117399708,0.581387311,14,730.9285714,37,0.239713215,0.313392062
2161,93,102,0.109812622,0.584403651,15,820.1333333,33,0.123884718,0.324206521
2162,93,45,0.123629793,0.569200367,13,1339,33,0.212627348,0.306892842
2163,93,58,0.106124583,0.597213824,9,612.4444444,33,0.201355308,0.341422751
2164,93,4,0.105773495,0.567344153,25,1155.84,39,0.365194971,0.299228095
2165,93,130,0.107157878,0.588110416,23,875.5217391,33,0.197559945,0.334859843
2166,93,117,0.081275741,0.593789037,16,919.375,35,0.237554966,0.324841296
2167,93,87,0.092294626,0.570853426,18,1324.888889,35,0.340472301,0.297874281
2168,93,3,0.098971896,0.585339034,14,1217.071429,35,0.245891092,0.319124681
2169,93,17,0.121097013,0.575298444,15,1680.4,33,0.202437817,0.318021246
2170,93,128,0.11475433,0.583351133,21,848.3809524,35,0.249943311,0.330768461
2171,93,18,0.106626161,0.577601158,13,1049.384615,35,0.272358752,0.30921521
2172,93,98,0.091537059,0.588181841,21,1122.190476,37,0.220657574,0.314404517
2173,93,99,0.086031754,0.592123001,14,1294.857143,33,0.15138889,0.324128538
2174,94,1,0.100164723,0.587601918,18,542.2222222,31,0.223396787,0.32401141
2175,94,69,0.121096782,0.56443352,15,868.0666667,31,0.261304471,0.300065929
2176,94,57,0.085143983,0.574165775,5,610.6,37,0.377627105,0.292473912
2177,94,29,0.089825561,0.560945334,6,601.1666667,33,0.342446742,0.283019864
2178,94,3,0.081579393,0.567855203,9,1036.888889,35,0.324155949,0.285938617
2179,94,28,0.092194222,0.570952519,8,982.125,35,0.335068912,0.293816905
2180,94,83,0.114978901,0.548541666,8,568,35,0.296117264,0.276411019
2181,94,58,0.097219528,0.568746014,10,1341.2,37,0.385296748,0.291931155
2182,94,70,0.120811264,0.569861009,10,1391.8,33,0.295144331,0.303968448
2183,94,129,0.105219507,0.568916223,10,978.9,35,0.295461909,0.295607896
2184,94,30,0.081160766,0.57230025,7,862,35,0.334031596,0.292177853
2185,94,56,0.143265543,0.56275203,11,663.5454545,33,0.337242119,0.296231745
2186,94,111,0.10241806,0.574414204,10,1791.7,33,0.301904557,0.307134378
2187,94,112,0.084897406,0.569329407,10,720.8,35,0.352240833,0.292534035
2188,94,95,0.129098881,0.572024734,13,880.9230769,31,0.280423548,0.310626643
2189,94,110,0.069022795,0.575751141,7,646.8571429,33,0.317850678,0.296155639
2190,94,42,0.116269953,0.556709353,10,1263.8,37,0.326475731,0.283588051
2191,94,128,0.117413158,0.571998655,10,709,33,0.286908745,0.300877939
2192,94,27,0.075205244,0.582339836,10,709.6,39,0.500893088,0.297331133
2193,94,96,0.096207831,0.568958161,6,740.5,33,0.277212361,0.29675191
2194,94,2,0.112200425,0.574396981,10,496.1,33,0.268389481,0.305216191
2195,94,82,0.139534093,0.549352207,8,1439.75,33,0.283674702,0.281605634
2196,95,27,0.14383842,0.568487019,13,1507.692308,31,0.294245966,0.315951685
2197,95,61,0.105639559,0.569686697,20,1038.1,33,0.355635564,0.307896388
2198,95,39,0.091309935,0.590197589,29,723.5172414,33,0.326794936,0.330239081
2199,95,1,0.119768965,0.579364803,20,1907.35,31,0.28081857,0.324011083
2200,100,77,0.070755856,0.624556884,17,988.5294118,31,0.332073519,0.363356512
2201,100,4,0.083651461,0.617338836,21,928,31,0.327341864,0.359768655
2202,100,121,0.070585463,0.633541796,13,786.3076923,29,0.285284268,0.390124999
2203,100,122,0.080491353,0.628047514,18,809.3888889,29,0.326419904,0.383347982
2204,100,107,0.070962515,0.629223235,14,1174.857143,29,0.309940716,0.374235458
2205,100,124,0.076006549,0.626541811,19,1125.368421,31,0.320749707,0.373663886
2206,100,106,0.062167797,0.635276465,18,675.4444444,29,0.317394098,0.381956445
2207,100,64,0.107030342,0.611786571,14,1317.714286,31,0.212595296,0.364556523
2208,100,31,0.061948347,0.629227273,19,1009.421053,27,0.332607474,0.367831396
2209,100,95,0.10279206,0.607989665,17,2113.705882,31,0.327217827,0.356670471
2210,100,123,0.07249804,0.631249604,16,744.3125,29,0.296154485,0.381737112
2211,100,49,0.069550215,0.621667547,20,1140.45,31,0.420554234,0.356023797
2212,100,61,0.100693058,0.616160124,17,522.8235294,27,0.233160752,0.374744401
2213,100,34,0.099655925,0.61258499,19,759.4736842,31,0.313261678,0.355078398
2214,100,110,0.08524833,0.618909423,14,2331.071429,31,0.294480865,0.368527967
2215,100,19,0.069205483,0.625266297,15,1059.333333,29,0.370008284,0.362505963
2216,100,91,0.060761163,0.636912995,16,700.625,29,0.308023599,0.383952026
2217,100,140,0.080827604,0.618119194,11,2143.818182,31,0.327711196,0.35980451
2218,100,94,0.087216945,0.623495262,22,979.4090909,27,0.326566271,0.379375097
2219,100,18,0.074564583,0.629156164,14,858.8571429,29,0.333324336,0.382381367
2220,100,20,0.097072558,0.613840618,21,1124.190476,29,0.349986401,0.360654445
2221,100,93,0.073687566,0.626945196,15,1811.466667,29,0.385780818,0.372018864
2222,100,47,0.083206411,0.611535336,12,1480.083333,31,0.380138438,0.348468434
2223,100,138,0.075263163,0.627900245,13,2286.769231,31,0.312201935,0.375622182
2224,100,76,0.090949319,0.61941794,16,627.5,31,0.336206959,0.370381296
2225,100,65,0.103528403,0.614087247,11,1888.727273,31,0.209756861,0.365452046
2226,100,32,0.068588323,0.621886993,13,877.6923077,29,0.366219646,0.359665308
2227,100,2,0.099112177,0.616848413,20,978.35,29,0.345601079,0.368955866
2228,100,139,0.093023754,0.619962991,13,1179.769231,31,0.265007998,0.367851905
2229,100,79,0.078341945,0.619433695,14,1225.857143,29,0.34168412,0.363724284
2230,100,5,0.074654923,0.618494205,24,1138.791667,31,0.358662287,0.353967757
2231,100,137,0.097304332,0.611935094,14,1747.214286,29,0.314400948,0.3603156
2232,100,136,0.065298747,0.629708273,16,925.375,31,0.284102664,0.367737283
2233,100,125,0.07639962,0.625881761,18,1022.333333,31,0.329633755,0.370325958
2234,100,108,0.059836182,0.629926678,17,903,31,0.294526115,0.367201579
2235,100,50,0.136457248,0.590937213,14,2101.214286,31,0.349188984,0.350126965
2236,100,78,0.067207725,0.627288084,13,1196.307692,29,0.356273139,0.369499481
2237,100,17,0.077481786,0.62466491,18,917.6666667,29,0.331848422,0.368201731
2238,100,48,0.085478465,0.607545662,20,1280.25,31,0.387486724,0.34331977
2239,100,46,0.062318421,0.62586443,10,1040.6,31,0.346435224,0.36134495
2240,100,35,0.066968747,0.619996196,15,1461.666667,29,0.383566119,0.357897438
2241,100,16,0.08381544,0.622835476,18,715.4444444,27,0.326328949,0.371681424
2242,100,33,0.063931276,0.61746732,15,944.8666667,31,0.38014486,0.348121119
2243,100,3,0.076651847,0.624805876,21,869.0952381,29,0.334988254,0.369347107
2244,100,109,0.069072996,0.629053568,15,1715.6,29,0.342217035,0.374705409
2245,100,92,0.078636226,0.625416443,15,1067.4,27,0.297088272,0.373145034
2246,100,80,0.107273212,0.607600133,17,1145.470588,31,0.301364838,0.357253876
2247,100,62,0.103137708,0.620461387,17,826.4117647,27,0.191699915,0.381350764
2248,100,1,0.063046162,0.620914027,14,1048.428571,29,0.338137692,0.354076071
2249,101,34,0.11147152,0.631017328,13,1936.384615,29,0.080605852,0.444820894
2250,101,65,0.095183081,0.641304146,10,1771.1,29,0.109158755,0.463413545
2251,101,64,0.121602995,0.625997428,9,1535.111111,29,0.147072804,0.430885677
2252,101,1,0.070386112,0.650278868,15,945.1333333,31,0.217188746,0.437657647
2253,101,139,0.076652824,0.644090497,18,1060.833333,31,0.127741326,0.429027304
2254,101,122,0.081530623,0.640468437,13,1498.461538,31,0.191421362,0.42037133
2255,101,109,0.091153483,0.638680453,15,2084.333333,29,0.120142766,0.44185365
2256,101,76,0.086548666,0.639200672,13,1353.538462,29,0.135809194,0.430369768
2257,101,121,0.101300521,0.634268233,7,626.2857143,29,0.108397951,0.431437836
2258,101,16,0.12437679,0.618182346,11,2601.181818,29,0.130659006,0.405297678
2259,101,63,0.099761666,0.641265231,7,2255.571429,29,0.114403242,0.465637004
2260,101,62,0.11390693,0.629833556,15,2503.2,29,0.098505339,0.447417767
2261,101,20,0.071434584,0.650089651,14,1490.857143,31,0.146930793,0.444130862
2262,101,19,0.075200864,0.646379867,12,1821.083333,31,0.119996071,0.43768342
2263,101,5,0.076534551,0.64571778,10,976.2,31,0.170864755,0.430284667
2264,101,17,0.072808486,0.645138299,17,1618.882353,31,0.173861993,0.428386959
2265,101,137,0.092933412,0.636865275,16,1752.375,31,0.164318359,0.428502393
2266,101,91,0.083325619,0.643578497,16,1227,29,0.130548042,0.43625663
2267,101,46,0.076484496,0.638805569,15,1116.333333,31,0.195113536,0.412459103
2268,101,92,0.08567374,0.642920646,18,1530.777778,29,0.112122857,0.449095381
