,Sheep,Image,Scale,Directionality
623,28,10,31,0.35500689286568177
624,28,2,31,0.44671602559871654
625,28,36,33,0.33172155031627215
626,28,86,31,0.29100107140503784
627,29,141,49,0.6629936468712649
628,29,204,35,0.339597619446015
629,29,186,41,0.5731773771812861
630,29,119,41,0.7122834245603125
631,29,206,37,0.4041787001243842
632,29,188,39,0.5654974370480322
633,29,205,39,0.435839927744881
634,29,163,39,0.5550864051270115
635,29,142,47,0.701994358951047
636,29,189,41,0.6532956198479162
637,30,18,35,0.22271739207094346
638,30,66,35,0.22442719478165626
639,30,62,35,0.2245485232512778
640,30,19,35,0.1996561149005048
641,30,1,35,0.1704459580894371
642,30,2,35,0.24784459118155674
643,30,128,35,0.11546026075757258
644,30,4,35,0.2883210044100144
645,30,33,35,0.18183783416076638
646,30,64,35,0.17736709648075127
647,30,49,35,0.28189466738715174
648,30,35,35,0.1783686095894007
649,30,89,35,0.14669140998182886
650,30,65,35,0.23823838562394709
651,30,112,35,0.19690933189179646
652,30,111,35,0.19024112961170642
653,30,48,35,0.24741902519461437
654,30,113,35,0.26241456121788626
655,30,141,35,0.13544716180449695
656,30,21,35,0.23814300942359196
657,30,114,35,0.22218712229442125
658,30,77,35,0.25694069983577117
659,30,99,35,0.26149515128728956
660,30,47,35,0.18339066777380977
661,30,34,35,0.1049039131552771
662,30,126,35,0.19004671685373553
663,30,154,35,0.20428119850036133
664,30,3,35,0.26729511788868693
665,30,76,35,0.20670555462861204
666,30,152,33,0.24574743067774527
667,30,140,35,0.14862634865095464
668,30,63,35,0.2787016607386346
669,30,79,35,0.2398874324412447
670,30,139,35,0.15392420809754695
671,30,153,35,0.202965143613593
672,30,155,33,0.16662877613042287
673,30,78,35,0.24241831853201942
674,30,127,35,0.1039009401198654
675,30,20,35,0.1998908744613337
676,30,46,35,0.23098388261148464
677,30,90,37,0.20628187524943697
678,30,100,35,0.2912650710149052
679,31,98,39,0.3299527655528485
680,31,121,39,0.3164911992158963
681,31,137,43,0.4128058862856218
682,31,123,41,0.4281966917464327
683,31,67,35,0.31763638277101736
684,31,32,41,0.5098081081960262
685,31,33,41,0.39122300458950804
686,31,66,35,0.2633375082809652
687,31,80,37,0.27652178475774036
688,31,20,33,0.3277668980734042
689,31,79,45,0.465169756376976
690,31,122,45,0.5704914674006705
691,31,90,47,0.6212141387760756
692,31,51,39,0.3330584276545457
693,31,65,35,0.2579512629307857
694,31,19,33,0.2377603234841427
695,32,29,29,0.07959146338555967
696,32,17,31,0.1746057033761664
697,32,30,29,0.05625576670391032
698,32,49,49,0.606462074886801
699,32,2,31,0.19857261438610532
700,32,18,31,0.08199473264968456
701,32,13,35,0.3076866439973766
702,32,19,29,0.07951353435853047
703,32,1,31,0.19825362131925978
704,33,40,51,0.6882752457180548
705,33,8,53,0.7392059320135721
706,33,53,45,0.6152600187212998
707,33,72,51,0.6580498710268912
708,33,9,53,0.744890258012219
709,33,59,53,0.657687880672192
710,33,58,51,0.6637845658418167
711,33,74,53,0.69027431613314
712,33,11,47,0.5791440922981117
713,33,1,51,0.67840981746665
714,33,10,53,0.7622888459249614
715,33,41,49,0.7200159594894813
716,33,60,51,0.7249607822782155
717,33,26,53,0.6457400585181635
718,33,73,51,0.6661017405535528
719,33,25,53,0.6312363890888105
720,33,27,53,0.6633383387324824
721,34,88,53,0.657270653076004
722,34,25,53,0.6143362742664255
723,34,89,53,0.6967055105734483
724,34,39,53,0.6219090644443921
725,34,10,53,0.6647421147792633
726,34,1,37,0.32801304349850685
727,34,37,53,0.6330618633440285
728,34,68,35,0.31268870548372535
729,34,12,53,0.615240514650024
730,34,91,53,0.578272320224572
731,34,90,53,0.6809209684045792
732,34,52,53,0.6318123005541489
733,34,51,53,0.6733916499947574
734,34,26,53,0.5895054206900778
735,34,53,35,0.3294606962961857
736,34,2,53,0.6566097631242374
737,35,123,39,0.17355776094806225
738,35,122,43,0.37135017757505867
739,35,56,41,0.3256891635637929
740,35,59,37,0.18807952618611032
741,35,108,41,0.3430518284445887
742,35,44,53,0.5376612107834247
743,35,17,37,0.20383589823949713
744,35,73,35,0.12238030838273156
745,35,121,53,0.4772958203249788
746,35,2,45,0.3959921743098426
747,35,58,39,0.31409730722507956
748,35,1,49,0.5323330628422235
749,35,72,35,0.06251830851534253
750,35,57,35,0.10329236376520255
751,35,15,37,0.23095169379264896
752,35,18,37,0.22154478308077943
753,35,84,35,0.15915357719719042
754,35,70,35,0.12350411309778847
755,35,110,45,0.4219756007457725
756,35,16,39,0.24575331607930145
757,35,71,49,0.5224443078877655
758,35,43,37,0.13894442040758131
759,35,30,51,0.5184651491651031
760,35,107,51,0.48891798380691376
761,35,55,53,0.4969638668837864
762,35,42,51,0.4602329070078658
763,35,3,35,0.1095091051351337
764,35,109,41,0.25217500841373247
765,35,85,37,0.1746251793435715
766,35,4,37,0.19873873330301473
767,36,73,29,0.20265046024072733
768,36,3,39,0.44840175404814314
769,36,32,35,0.39650891887811474
770,36,60,31,0.2521563668088029
771,36,74,31,0.1926635015021108
772,36,104,51,0.6459408037300295
773,36,59,41,0.443506141987517
774,36,87,31,0.24084070266341898
775,36,102,37,0.3682444313900732
776,36,116,43,0.5444878679857791
777,36,1,45,0.6071785565274076
778,36,118,47,0.5933306003046018
779,36,5,49,0.6661140808424519
780,36,19,41,0.4888318770819758
781,36,72,29,0.15951687137097878
782,36,4,39,0.4812013547644632
783,36,86,33,0.21029352529828943
784,36,103,31,0.28280407521256656
785,36,47,37,0.47200606356137303
786,36,34,33,0.37836607190891786
787,36,131,35,0.3685171178193328
788,36,31,31,0.2953011565333559
789,36,33,33,0.3303403448192853
790,36,2,31,0.3019215418367018
791,36,18,35,0.39753649045959744
792,36,20,37,0.3986925100538307
793,36,75,29,0.13417579121208414
794,36,71,31,0.1684475475444615
795,36,88,31,0.2573279248983911
796,36,101,41,0.45060296967832614
797,36,132,33,0.3278789428881001
798,36,46,33,0.35670314460273905
799,36,130,33,0.31985435197782797
800,36,17,47,0.6424830869694155
801,36,115,43,0.580216460103165
802,36,1,53,0.6494019696424465
803,36,2,47,0.5687668121197815
804,36,45,41,0.5319044018671727
805,36,58,39,0.35574105509724163
806,37,2,31,0.1975683036838273
807,37,1,25,0.07448370517079715
808,37,16,49,0.6112305530572584
809,37,28,53,0.594341460761158
810,37,15,49,0.5683510202938973
811,37,38,53,0.6594129504034151
812,37,63,49,0.5279000551741353
813,37,89,51,0.6870610703424695
814,37,62,47,0.6228907655643484
815,37,51,53,0.7009554756507073
816,37,76,45,0.4159410221978069
817,37,39,53,0.666464073507587
818,37,116,47,0.4897331632118726
819,37,14,51,0.6116639012235321
820,37,75,49,0.5446989401881911
821,37,61,51,0.6245966986170115
