,Sheep,Image,Count,meanSize,stdSize
1096,46,4,15,1455.0,1402.9977429299972
1097,46,58,2,618.5,221.5
1098,46,29,2,753.5,448.5
1099,47,43,6,477.1666666666667,213.72444616582564
1100,47,16,11,1133.2727272727273,784.9491113683846
1101,47,84,10,1402.1,1506.9635994276703
1102,47,31,8,369.0,105.256828757093
1103,47,69,10,427.6,296.3555972138876
1104,47,86,10,780.4,738.3844797935557
1105,47,54,7,1023.4285714285714,1177.8432902243535
1106,47,73,8,1160.75,1100.8440795589538
1107,47,18,10,965.6,694.6669993601251
1108,47,32,3,393.3333333333333,69.30768756462415
1109,47,3,9,774.1111111111111,804.5362286496963
1110,47,15,7,633.1428571428571,429.9410021225266
1111,47,2,14,612.2857142857143,478.625924402559
1112,47,55,5,1049.4,481.72631233927837
1113,47,122,11,926.7272727272727,1013.3332119037188
1114,47,17,15,602.2,325.122171908756
1115,47,120,13,902.1538461538462,698.2030612886908
1116,47,70,10,809.7,392.24789355712284
1117,47,19,6,820.5,491.1444967284747
1118,47,58,7,425.42857142857144,131.9825282190868
1119,47,4,11,695.2727272727273,433.89611050428164
1120,47,30,11,1059.0,1437.7794748089216
1121,47,57,5,404.6,136.37096465157092
1122,47,56,8,818.5,557.0908812752189
1123,47,1,13,748.5384615384615,386.0493422796576
1124,47,71,10,527.1,214.12727523601473
1125,47,107,5,1158.0,1133.6179250523521
1126,47,72,4,638.5,369.32404470870836
1127,48,40,12,1795.6666666666667,3680.4074125322354
1128,48,38,6,859.8333333333334,503.7236069733304
1129,48,52,5,514.2,226.21441156566485
1130,48,14,5,622.4,479.3206025198583
1131,48,39,6,482.6666666666667,278.9287045505037
1132,48,26,9,1137.5555555555557,1186.1592652207949
1133,48,109,6,1341.0,681.5655996796396
1134,48,23,9,1368.4444444444443,1272.6845739189887
1135,48,41,5,834.0,358.35178247080063
1136,48,98,6,588.6666666666666,195.0868752348268
1137,48,70,2,1848.0,0.0
1138,48,24,7,629.8571428571429,381.6286259746054
1139,48,54,6,989.5,764.0769485682273
1140,48,55,8,1862.5,2398.5774950999603
1141,48,37,1,4096.0,0.0
1142,48,66,4,361.25,117.24626859734173
1143,48,97,3,903.3333333333334,743.2798187014691
1144,48,25,0,,
1145,48,53,3,478.6666666666667,219.5211961418659
1146,48,68,3,400.0,112.9513169467271
1147,50,31,1,437.0,0.0
1148,50,32,5,902.8,370.5511570620175
1149,50,28,4,1382.25,462.06621549297455
1150,50,119,5,1507.4,2359.294352131586
1151,50,44,4,576.5,254.6473051104213
1152,50,3,6,809.6666666666666,544.865018962393
1153,50,118,3,797.6666666666666,305.4061048651269
1154,51,86,3,1128.6666666666667,832.182004665379
1155,51,31,6,1033.1666666666667,626.3192521035542
1156,51,101,2,807.0,66.0
1157,51,112,2,1319.0,787.0
1158,51,97,1,824.0,0.0
1159,51,46,2,1227.0,737.0
1160,51,1,7,1035.2857142857142,800.6991077954875
1161,51,2,0,,
1162,51,16,6,931.3333333333334,909.6346641494166
1163,51,17,1,761.0,0.0
1164,51,59,2,1435.0,618.0
1165,51,60,1,402.0,0.0
1166,51,100,7,527.7142857142857,216.33751031050286
1167,51,85,4,782.5,287.71557135476695
1168,51,30,2,617.5,154.5
1169,51,82,2,450.5,130.5
1170,51,47,1,353.0,0.0
1171,51,83,4,744.0,553.943137876082
1172,51,84,1,2082.0,0.0
1173,51,62,2,627.5,330.5
1174,51,18,4,2573.5,1903.0321200652395
1175,51,61,4,908.0,830.6217550726684
1176,51,33,4,716.5,238.58489055260813
1177,51,114,1,2306.0,0.0
1178,51,45,2,1684.0,1411.0
1179,51,113,5,962.6,816.9877844864022
1180,51,126,3,1456.3333333333333,845.2223901961477
1181,51,98,4,1684.0,992.705898038286
1182,51,3,3,2544.0,1785.1522810860329
1183,51,32,1,257.0,0.0
1184,52,48,7,1868.5714285714287,1633.2445234775435
1185,52,31,9,1827.111111111111,2030.9347844688248
1186,52,18,13,1136.3076923076924,837.3576007174534
1187,52,93,8,1120.375,1005.1860446579032
1188,52,20,5,2650.2,3457.0063581081245
1189,52,78,11,1167.4545454545455,851.5674706239039
1190,52,50,13,832.3846153846154,453.2775577708411
1191,52,46,8,1176.625,833.3398072665195
1192,52,79,11,1698.6363636363637,1562.1209517091163
1193,52,4,9,1765.7777777777778,1639.8543822735385
1194,52,35,13,1526.4615384615386,1650.6044401223082
1195,52,47,14,1058.642857142857,984.4098019439188
1196,52,5,6,1186.3333333333333,792.6841881999553
1197,52,16,10,2059.5,1622.2437702145753
1198,52,32,6,2369.5,1445.9560562709596
1199,52,34,13,1276.2307692307693,1755.379518633469
1200,52,77,7,1136.0,359.00736164358204
1201,52,3,12,1416.3333333333333,943.5550976080954
1202,52,2,10,890.3,494.35130221331474
1203,52,63,7,1987.0,2712.5264975664295
1204,52,1,10,1359.5,699.6572375099109
1205,52,80,11,2251.6363636363635,1891.2014109712122
1206,52,33,6,1245.6666666666667,567.5493125907406
1207,52,76,8,976.125,558.6793439666443
1208,52,49,12,857.0,437.20799779205015
1209,52,17,11,1707.6363636363637,1312.8596319573317
1210,52,19,7,1958.142857142857,2033.5032002202806
1211,53,5,7,708.7142857142857,355.9131973973888
1212,53,33,8,1167.875,533.6423047088751
1213,53,108,15,963.7333333333333,832.0672622383894
1214,53,63,7,916.2857142857143,642.4737269304625
1215,53,17,11,868.8181818181819,486.2391514437049
1216,53,106,6,732.0,445.45108223761974
1217,53,2,7,627.4285714285714,180.6945782591301
1218,53,34,8,720.5,315.9905061864992
1219,53,107,6,517.3333333333334,272.1057800847963
1220,53,47,8,1447.25,1027.7627097243799
1221,53,121,18,766.5555555555555,909.7430786413285
1222,53,32,10,696.1,445.43112823420864
1223,53,105,9,706.6666666666666,629.9962962854095
1224,53,122,8,2076.25,2924.957467639487
1225,53,91,11,769.2727272727273,549.2831842764947
1226,53,31,12,830.8333333333334,491.81802754903384
1227,53,90,9,746.0,449.1844461539899
1228,53,49,7,1060.2857142857142,1451.95274561888
1229,53,92,10,762.6,591.8013518064993
1230,53,75,8,644.0,374.0200529383418
1231,53,45,10,1465.5,1940.632280984731
1232,53,78,6,490.8333333333333,253.63912465460757
1233,53,109,10,1118.3,645.3992640218921
1234,53,4,14,684.6428571428571,425.0085053170545
1235,53,48,10,845.9,618.4426327477755
1236,53,1,6,785.1666666666666,428.0211897662181
1237,53,30,9,838.2222222222222,850.8547046323843
1238,53,61,16,616.5,279.61714897337754
1239,53,93,8,672.375,404.08196492172226
1240,53,79,9,439.0,158.99895177851542
1241,53,94,8,420.625,284.0281401111517
1242,53,46,12,459.4166666666667,192.70377021624552
1243,54,93,8,591.125,492.96740193951973
1244,54,78,6,478.8333333333333,192.95026705230433
1245,54,61,4,1004.25,668.3765312307128
1246,54,50,3,1074.3333333333333,944.389161780719
1247,54,124,5,993.8,861.8281499231734
1248,54,1,5,1107.4,736.7106894840064
1249,54,95,6,602.1666666666666,197.18131813694274
1250,54,3,9,823.2222222222222,481.6261292694383
1251,54,125,6,1203.3333333333333,803.5236289134391
1252,54,64,8,1243.125,790.8357031488905
1253,54,122,4,536.5,249.7213447024503
1254,54,121,2,821.0,542.0
1255,54,109,11,792.7272727272727,653.9369014472117
1256,54,65,6,635.1666666666666,444.8919032254414
1257,54,31,5,739.4,534.9940560417471
1258,54,62,7,848.1428571428571,435.16611887922545
1259,54,32,6,738.6666666666666,892.0238536920162
1260,54,123,5,1334.0,712.1440865442892
1261,54,49,6,1657.8333333333333,1833.3533407999184
1262,54,20,9,633.4444444444445,440.32591745234225
1263,54,76,3,1254.6666666666667,1071.8968648563578
1264,54,2,7,1190.5714285714287,893.4558678273382
1265,54,33,8,602.375,244.92648769579822
1266,54,17,3,706.3333333333334,258.5373388034223
1267,54,5,2,402.5,74.5
1268,54,106,6,777.8333333333334,528.3343059927954
1269,54,110,2,1126.0,584.0
1270,54,46,5,2183.6,1232.7305626129337
1271,54,35,4,834.5,633.1360438326031
1272,54,19,2,2218.5,1258.5
1273,54,77,5,844.0,713.2957310961563
1274,54,16,6,587.6666666666666,367.72982231826427
1275,54,47,6,976.1666666666666,413.3599789798502
1276,54,137,4,909.0,845.8566663448364
1277,54,48,8,691.0,292.080468364456
1278,54,107,7,775.7142857142857,606.2283196207547
1279,54,63,6,497.5,141.43048940498414
1280,54,4,11,705.9090909090909,600.8428102629074
1281,54,34,7,606.4285714285714,204.51325988646252
1282,54,92,10,1067.5,660.1177546468509
1283,54,91,3,431.0,126.12956301623608
1284,54,108,3,2088.3333333333335,2129.967344559275
1285,54,94,10,978.3,913.8574341766881
1286,54,80,9,567.1111111111111,404.19974282372505
1287,54,79,5,1198.6,595.6198787817613
1288,54,18,8,872.625,548.6845490580175
1289,55,136,11,857.9090909090909,700.1526397923988
1290,55,79,11,1022.5454545454545,1396.9947200808901
1291,55,33,5,798.0,370.0718849088647
1292,55,106,12,1407.3333333333333,1316.7799318370892
1293,55,80,10,699.6,372.8410385137344
1294,55,107,13,865.0769230769231,644.9866380892006
1295,55,32,17,801.0588235294117,706.7188034345965
1296,55,76,11,801.0909090909091,572.9506490798241
1297,55,133,17,785.4117647058823,842.4289154039351
1298,55,78,12,736.5833333333334,340.03908067880803
1299,55,135,13,1070.076923076923,723.5054049597122
1300,55,137,9,444.77777777777777,160.68241816133101
1301,55,134,9,991.6666666666666,847.7106424560998
1302,55,34,11,889.0,768.0643912400243
1303,55,46,14,799.0714285714286,438.48138326431575
1304,55,94,10,767.4,545.8600919649649
1305,55,77,14,925.2142857142857,1192.1044524328413
1306,55,95,10,709.6,418.17441337317615
1307,55,3,13,1044.5384615384614,684.0754136772006
1308,55,4,6,725.6666666666666,236.00682664326092
1309,55,1,14,1214.9285714285713,789.8477669133206
1310,55,20,10,1659.4,1975.8971228280082
1311,55,122,11,1444.4545454545455,1198.6777839570007
1312,55,31,13,1312.6923076923076,750.7427485871663
1313,55,92,10,913.3,699.4057549091228
1314,55,62,8,1025.0,501.3023040042804
1315,55,2,13,543.8461538461538,323.92469356409333
1316,55,93,9,499.1111111111111,232.49537364307295
1317,55,91,10,879.7,815.0273676386579
1318,55,35,18,671.8333333333334,466.39947708184906
1319,55,5,9,798.7777777777778,314.04945745597945
1320,56,77,5,735.2,554.2924859674719
1321,56,4,2,843.0,386.0
1322,56,49,10,601.8,349.32071224019916
1323,56,116,3,468.3333333333333,135.89293171055252
1324,56,18,5,1018.4,1036.5503557473703
1325,56,78,2,401.0,82.0
1326,56,148,5,710.0,279.30699955425393
1327,56,114,5,417.2,128.72824087976966
1328,56,147,4,369.5,101.6033956125483
1329,56,1,7,616.4285714285714,291.6959557694362
1330,56,65,7,487.2857142857143,199.8740419690892
1331,56,63,5,807.4,372.70181110372937
1332,56,3,2,459.5,0.5
1333,56,161,4,847.25,332.493890921322
1334,56,133,7,540.4285714285714,169.12789509113858
1335,56,94,8,756.5,393.06647020574013
1336,56,132,4,1002.75,441.173647785087
1337,56,2,5,653.6,210.00914265812335
1338,56,115,4,511.25,243.23689584435994
1339,56,93,4,774.25,164.75948379380168
1340,56,17,10,438.6,95.50832424453903
1341,56,96,5,567.0,203.4335272269544
1342,56,66,4,539.75,270.4222392851594
1343,56,35,5,520.2,284.3057509091225
1344,56,64,6,502.1666666666667,195.73401736937694
1345,56,146,7,818.4285714285714,417.39151101739924
1346,56,50,2,350.5,95.5
1347,56,34,4,1078.25,494.36695631888665
1348,56,134,2,2230.5,1967.5
1349,56,79,10,581.7,357.2430685121826
1350,56,117,10,630.4,316.8568130875522
1351,56,36,8,703.625,503.92507813662144
1352,56,95,5,337.4,48.376027120878796
1353,56,19,4,545.25,178.07635300623159
1354,56,20,9,622.8888888888889,308.1310848195923
1355,56,160,6,532.1666666666666,232.03765259591432
1356,57,50,9,1997.5555555555557,1677.763399496889
1357,57,2,15,1936.3333333333333,1441.2684999294509
1358,57,4,12,1792.25,1441.7921790258124
1359,57,121,11,1929.1818181818182,1528.8268121300082
1360,57,92,8,2064.875,1556.914130379386
1361,57,46,9,2807.5555555555557,3209.5500934662386
1362,57,139,12,1475.0,1690.5921053484979
1363,57,35,9,1537.4444444444443,929.7662921534053
1364,57,137,13,1804.923076923077,2310.382867423242
1365,57,138,13,2130.4615384615386,1631.4155069181543
1366,57,140,9,1948.3333333333333,2342.16177446772
1367,57,62,12,1340.5,1303.1852324209326
1368,57,93,10,2913.9,1559.6262661291648
1369,57,80,13,1932.4615384615386,1834.951502833652
1370,57,123,9,2747.1111111111113,3063.991131566961
1371,57,109,12,2528.9166666666665,3001.3940777115927
1372,57,94,8,1711.375,1403.3933819050878
1373,57,49,12,1387.1666666666667,823.5727890653557
1374,57,33,12,1835.25,1619.8029779883725
1375,57,34,9,1517.5555555555557,834.6093046198471
1376,57,18,13,1022.8461538461538,979.6916191532176
1377,57,19,13,2056.230769230769,1792.792928702894
1378,57,20,11,2771.4545454545455,2627.0605545028443
1379,57,107,12,1842.9166666666667,2337.276601029973
1380,57,76,15,2134.6666666666665,2911.089318832767
1381,57,64,7,1985.0,973.9298889403839
1382,57,78,7,2564.0,1238.4990916427835
1383,57,31,8,1190.375,1156.204019356013
1384,57,16,12,1804.8333333333333,1559.6532645288682
1385,57,122,16,1901.5625,2709.999860902902
1386,57,106,10,2895.4,3334.731569407049
1387,57,136,9,1737.5555555555557,1681.2952091310178
1388,57,77,11,2499.7272727272725,2102.6140479676114
1389,57,91,10,2016.9,3199.603614512273
1390,57,3,14,1216.7857142857142,1096.7584822408928
1391,57,95,9,1891.888888888889,1896.642205140703
1392,57,125,14,1725.2857142857142,2196.1192860059646
1393,57,1,10,3016.3,2294.098430756623
1394,57,108,16,1520.25,987.8926118257996
1395,57,79,12,1153.25,601.5643668802201
1396,57,124,13,2776.769230769231,2309.4866946790166
1397,57,61,10,1946.9,1102.1092913137063
1398,57,5,12,2141.3333333333335,2517.7498331292213
1399,57,110,20,1252.85,1127.0404285117727
1400,57,65,13,1556.8461538461538,910.2587836733233
1401,57,63,15,1299.3333333333333,1083.0760309825384
1402,57,47,11,1642.6363636363637,1501.4309703338633
1403,57,17,12,1955.8333333333333,1678.5870463643587
1404,57,48,14,1895.857142857143,2143.918836987967
1405,58,21,6,565.5,395.4397341357256
1406,58,49,3,330.6666666666667,89.35820549277435
1407,58,135,4,1223.25,950.3779182514712
1408,58,77,5,545.2,273.56564111744734
1409,58,31,7,424.2857142857143,266.25536307715373
1410,58,92,6,580.0,204.80315752774257
1411,58,78,4,613.5,242.74523682247607
1412,58,109,6,298.5,23.96351393264352
1413,58,134,8,403.625,226.3779679540392
1414,58,3,3,449.3333333333333,255.74509879087722
1415,58,20,0,,
1416,58,64,8,458.5,265.7550563959226
1417,58,107,3,721.0,458.49391126455174
1418,58,121,5,432.8,103.77552698011223
1419,58,79,10,349.0,82.60508458926726
1420,58,61,5,715.4,495.9171705033009
1421,58,137,10,450.3,146.63631882995426
1422,58,110,4,369.5,90.30365441110342
1423,58,35,1,263.0,0.0
1424,58,63,1,261.0,0.0
1425,58,62,12,599.8333333333334,254.21311051075938
1426,58,65,3,295.6666666666667,8.993825042154693
1427,58,17,7,680.5714285714286,347.43174340657276
1428,58,93,2,411.5,33.5
1429,58,80,3,513.6666666666666,223.51336027679022
1430,58,136,5,556.0,64.40186332708085
1431,58,4,2,379.5,78.5
1432,58,19,7,557.0,410.399108882352
1433,58,95,4,673.0,499.7324284054418
1434,58,138,9,986.4444444444445,576.7115803532821
1435,58,91,8,482.375,371.7838543764374
1436,58,48,2,517.0,46.0
1437,58,94,8,794.25,591.7473595209361
1438,58,108,6,601.3333333333334,441.1491307432845
1439,58,46,2,1002.5,456.5
1440,58,47,9,422.3333333333333,148.72719246250088
1441,58,32,6,428.3333333333333,149.32366040100797
1442,58,18,7,847.8571428571429,647.6556467249351
1443,58,34,10,518.0,321.39695082561065
1444,58,33,7,589.2857142857143,309.6835778134626
1445,58,76,2,465.5,152.5
1446,59,2,8,972.375,834.9137586451669
1447,59,15,11,1121.6363636363637,1098.944971136761
1448,59,54,9,938.5555555555555,491.01077406398485
1449,59,99,5,788.4,525.1691537019287
1450,59,101,5,477.0,257.418725037632
1451,59,69,8,575.375,304.8646984729455
1452,59,84,6,930.8333333333334,741.0848841769447
1453,59,29,3,364.0,126.27219276890168
1454,59,98,7,644.1428571428571,545.8891642007897
1455,59,57,0,,
1456,59,129,3,979.0,760.8683635601277
1457,59,102,6,509.1666666666667,204.19305951857314
1458,59,58,2,586.0,158.0
1459,59,86,2,303.0,39.0
1460,59,100,8,1102.125,1012.8287660680852
1461,59,56,6,349.5,131.49493019377846
1462,59,128,3,499.6666666666667,178.84319637293694
1463,59,131,5,874.0,587.9268662002103
1464,59,130,4,696.25,399.00838023780904
1465,59,116,1,425.0,0.0
1466,59,42,1,753.0,0.0
1467,59,117,1,422.0,0.0
1468,59,113,4,1994.0,865.3016814961127
1469,59,83,10,434.5,184.72100584394835
1470,59,115,2,872.5,424.5
1471,59,87,4,565.5,422.32008003408976
1472,59,1,7,552.8571428571429,398.8989949389009
1473,59,71,2,684.5,297.5
1474,59,85,2,1271.0,873.0
1475,59,40,3,920.6666666666666,457.8109750638236
1476,59,41,11,811.5454545454545,583.5730636871077
1477,59,16,7,940.7142857142857,594.3850878454651
1478,59,3,6,507.1666666666667,133.2409054640837
1479,59,114,5,838.6,660.8145276853407
1480,59,70,2,297.5,18.5
1481,59,55,3,758.6666666666666,248.47043195429825
1482,60,91,7,1034.5714285714287,624.8953871632909
1483,60,33,9,704.2222222222222,391.3491699742139
1484,60,18,4,968.5,589.8103508756013
1485,60,17,3,585.3333333333334,159.4372046362524
1486,60,108,9,961.8888888888889,433.975279491674
1487,60,106,10,617.8,281.5495693479214
1488,60,107,6,454.3333333333333,205.17445151761842
1489,60,93,8,503.625,260.8715859862856
1490,60,48,12,672.4166666666666,322.47854149109247
1491,60,15,7,721.7142857142857,416.60145884310595
1492,60,94,6,1257.6666666666667,1163.384812614563
1493,60,105,7,1429.142857142857,586.2199559335164
1494,60,61,3,342.6666666666667,55.8589493476401
1495,60,49,12,863.8333333333334,772.7004414533632
1496,60,16,12,502.4166666666667,270.2851760435427
1497,60,34,9,640.3333333333334,313.98478377852075
1498,60,64,3,753.6666666666666,536.3309508958894
1499,60,90,7,614.8571428571429,354.06998039993186
1500,60,47,3,321.3333333333333,62.291429765435815
1501,60,63,12,668.3333333333334,289.8779436628841
1502,60,3,12,594.5833333333334,320.88405443226515
1503,60,14,10,513.8,305.59410989088127
1504,60,75,11,1434.4545454545455,923.5136819025244
1505,60,79,5,685.6,352.33427309871513
1506,60,60,8,661.5,783.1620202742214
1507,60,76,6,704.3333333333334,441.6037691062984
1508,60,45,10,1405.9,1452.354670870721
1509,60,2,15,580.2666666666667,243.77351966300378
1510,60,121,4,645.0,297.0168345397277
1511,60,109,4,452.5,167.56715071874916
1512,60,30,12,754.0833333333334,671.7082028099867
1513,60,78,8,789.125,381.1795631654457
1514,60,32,5,511.0,184.06846552302216
1515,60,62,9,578.7777777777778,141.7484295643187
1516,60,46,6,708.0,451.05358144386054
1517,61,156,4,440.0,149.8549298488375
1518,61,3,2,1124.0,276.0
1519,61,123,4,371.25,78.16449001944554
1520,61,31,1,302.0,0.0
1521,61,63,1,273.0,0.0
1522,61,157,1,430.0,0.0
1523,61,57,4,355.75,84.0278971532669
1524,61,64,0,,
1525,61,4,1,289.0,0.0
1526,61,97,4,711.0,493.0927904563197
1527,61,82,4,394.0,87.87775600230128
1528,61,38,5,429.4,119.77913006863925
1529,61,122,1,756.0,0.0
1530,61,65,2,504.5,61.5
1531,61,109,5,721.2,690.9652379099834
1532,61,18,1,286.0,0.0
1533,61,142,4,595.75,382.28809489702917
1534,61,121,3,345.0,69.07001278895687
1535,61,2,0,,
1536,61,155,2,1118.5,329.5
1537,61,39,5,297.2,68.66556633422607
1538,61,125,4,453.0,218.7738558420544
1539,61,16,0,,
1540,61,40,2,625.5,327.5
1541,61,110,2,1004.5,738.5
1542,61,143,4,402.0,134.9944443301279
1543,61,17,1,391.0,0.0
1544,61,96,0,,
1545,61,1,1,269.0,0.0
1546,61,144,7,616.7142857142857,644.2252743269489
1547,61,124,4,619.0,207.9435019422343
1548,62,19,0,,
1549,62,120,3,953.0,607.5102193927825
1550,62,121,4,752.25,632.6615900305628
1551,62,105,2,534.5,105.5
1552,62,79,5,353.0,63.89679178174754
1553,62,32,2,495.0,41.0
1554,62,3,0,,
1555,62,17,3,409.6666666666667,101.20715828877367
1556,62,90,1,868.0,0.0
1557,62,33,6,423.0,174.79225764699459
1558,62,139,3,312.3333333333333,8.73053390247253
1559,62,94,3,352.3333333333333,46.83540920666281
1560,62,46,6,573.5,267.7939195227056
1561,62,34,0,,
1562,62,18,1,329.0,0.0
1563,62,93,1,284.0,0.0
1564,62,135,4,704.5,348.3521924719292
1565,62,1,7,659.7142857142857,689.102048069124
1566,62,47,3,307.6666666666667,42.58586098173378
1567,62,123,0,,
1568,62,61,4,334.0,87.12060605849801
1569,62,2,3,807.0,618.7880628023352
1570,62,138,6,393.3333333333333,109.92067847113914
1571,62,76,3,480.0,162.58126173291518
1572,62,92,1,292.0,0.0
1573,62,4,4,325.25,87.95559959434078
1574,62,77,1,427.0,0.0
1575,62,63,2,595.5,325.5
1576,62,48,4,501.75,140.50155693087532
1577,62,137,4,493.75,170.68739701571408
1578,62,64,1,1248.0,0.0
1579,62,124,0,,
1580,62,5,1,331.0,0.0
1581,62,122,2,726.5,426.5
1582,62,108,0,,
1583,62,75,1,369.0,0.0
1584,62,62,3,619.3333333333334,269.73608500820865
1585,62,78,1,344.0,0.0
1586,62,45,0,,
1587,62,31,1,314.0,0.0
1588,62,60,3,1087.6666666666667,604.2964688149536
1589,62,16,4,829.5,768.4183430918343
1590,62,30,4,604.5,288.7685059004877
1591,62,106,3,401.6666666666667,170.9314352468719
1592,62,136,2,1066.0,703.0
1593,62,109,3,271.3333333333333,28.075295585660754
1594,63,18,10,1176.0,1009.2126634163882
1595,63,82,5,509.4,227.9513983286788
1596,63,68,3,958.3333333333334,792.610174605959
1597,63,97,7,1323.4285714285713,1055.6963655931238
1598,63,21,3,3067.6666666666665,2308.0937781833927
1599,63,11,2,1053.5,586.5
1600,63,83,1,389.0,0.0
1601,63,125,7,1413.7142857142858,1231.1578422984849
1602,63,96,15,1936.8,2660.954294985166
1603,63,10,7,689.1428571428571,438.5180982000397
1604,63,33,4,797.0,610.891970809897
1605,63,124,11,1505.1818181818182,1209.2145322993629
1606,64,44,14,1362.4285714285713,890.563442376768
1607,64,1,15,1980.2666666666667,1656.0312986843644
1608,64,67,17,1635.2941176470588,1529.5128315022744
1609,65,17,9,1171.888888888889,709.8050506135774
1610,65,16,8,1102.625,796.7141798505911
1611,65,101,10,1500.1,858.8432278361399
1612,65,58,11,1015.5454545454545,771.7306835508643
1613,65,32,16,1042.5625,759.5731505877166
1614,65,127,13,746.2307692307693,416.07823854620904
1615,65,15,14,1544.9285714285713,754.8409921760925
1616,65,131,8,560.625,272.9207474249622
1617,65,88,8,1899.625,1632.4790149876353
1618,65,102,11,1648.6363636363637,1084.2813516734377
1619,65,86,17,1335.8235294117646,930.3314548680781
1620,65,60,13,1080.6153846153845,676.8402309443876
1621,65,31,7,1996.5714285714287,1558.378906532853
1622,65,19,8,1532.875,938.1616914876668
1623,65,2,15,1328.2666666666667,903.0462126725422
1624,65,130,5,469.2,190.09829036579998
1625,65,114,17,1216.5294117647059,683.2306576024595
1626,65,128,6,1242.0,1115.1989359153222
1627,65,74,6,2088.5,1629.816324007095
1628,65,1,19,1439.7368421052631,1151.6625438723136
1629,65,62,11,1491.090909090909,1178.7732802710586
1630,65,100,19,1204.1052631578948,631.6101308091252
1631,66,87,0,,
1632,66,27,5,349.6,82.46356771326353
1633,66,132,3,371.6666666666667,87.33587782552802
1634,66,86,3,357.3333333333333,71.95060033723756
1635,66,119,1,525.0,0.0
1636,66,89,3,641.6666666666666,236.21223978071546
1637,66,74,2,371.0,22.0
1638,66,59,2,344.5,65.5
1639,66,116,5,529.2,139.72601762019843
1640,66,118,2,559.0,225.0
1641,66,130,3,510.3333333333333,281.9294632035152
1642,66,133,0,,
1643,66,117,0,,
1644,66,28,8,446.25,179.4657000655
1645,66,30,6,656.3333333333334,381.66419213171616
1646,66,134,0,,
1647,67,139,8,1466.75,657.4748569337081
1648,67,92,9,512.3333333333334,180.7410670913872
1649,67,168,10,2168.1,1250.2153774450223
1650,67,75,10,1174.5,890.5067377622698
1651,67,127,8,1236.375,886.6154659010862
1652,67,22,4,1662.75,1338.8441610209904
1653,67,93,5,854.4,562.2834160812499
1654,67,42,14,774.7857142857143,382.86759713871777
1655,67,126,9,1033.888888888889,279.60664609985554
1656,67,58,15,733.8,279.36623513469436
1657,67,167,12,1799.5833333333333,1621.8278504172042
1658,67,111,8,1622.0,1878.06516127636
1659,67,21,13,2024.6923076923076,1703.6141394384688
1660,67,41,6,1083.0,469.3910949304428
1661,67,154,13,1113.2307692307693,1311.8653867296782
1662,67,153,15,1370.5333333333333,1030.353134717521
1663,67,94,10,1120.3,1591.4300518715863
1664,67,152,17,1535.235294117647,1206.3744189737802
1665,67,2,18,1707.2222222222222,1477.416121159414
1666,67,95,7,873.5714285714286,336.1839875267526
1667,67,110,12,778.3333333333334,523.9461380290493
1668,67,76,8,1207.25,797.9490506918346
1669,67,56,13,719.1538461538462,333.95228727696235
1670,67,40,12,1621.0833333333333,1521.5352147493077
1671,67,57,17,979.5294117647059,496.2728279114054
1672,67,77,15,1793.6,2028.0927592198539
1673,67,39,11,1130.5454545454545,664.3653654751843
1674,67,124,11,1421.909090909091,859.3650356296852
1675,67,23,11,1568.3636363636363,849.9892269613853
1676,67,166,15,1088.8666666666666,695.9792014772345
1677,67,1,14,1655.2857142857142,1390.5474476196894
1678,67,59,11,686.0909090909091,363.1972803626287
1679,67,3,15,1301.3333333333333,1076.2417118018714
1680,67,125,7,2125.714285714286,1603.4851074443811
1681,67,140,11,970.9090909090909,710.485423629565
1682,67,112,11,1094.0,791.101418621819
1683,68,120,13,1695.7692307692307,1271.9660223961084
1684,68,34,10,2112.3,1555.4794791317563
1685,68,33,11,1628.5454545454545,1326.0805791803675
1686,68,19,13,2145.153846153846,1352.9478838193882
1687,68,48,16,1453.875,1104.5290215177688
1688,68,35,11,4077.2727272727275,4098.070723266323
1689,68,137,11,1840.7272727272727,1955.9359113366158
1690,68,134,18,1570.1666666666667,1168.4893024756366
1691,68,105,13,2297.769230769231,2964.403173914573
1692,68,91,16,1381.0,904.0712084786242
1693,68,90,16,1255.8125,1453.6808117134071
1694,68,121,15,1249.5333333333333,1196.652267322838
1695,68,47,17,1205.9411764705883,1677.7047510911775
1696,68,31,14,2067.714285714286,2258.6087193090298
1697,68,104,15,2550.4666666666667,1862.6285321794278
1698,68,89,14,1287.0714285714287,1226.3999268640898
1699,68,32,12,2195.5833333333335,2587.917324102315
1700,68,75,20,1980.3,2162.446764662659
1701,68,92,12,1646.25,1500.6745774817405
1702,68,50,16,2128.4375,1795.191771397627
1703,68,119,10,2545.9,3454.9301136202453
1704,68,64,13,2551.923076923077,3067.5320940340616
1705,68,17,13,1545.923076923077,2114.588101791147
1706,68,46,13,1640.8461538461538,1321.1659096974709
1707,68,118,13,1779.6153846153845,1559.8424742193354
1708,68,3,15,1399.5333333333333,1712.9348641699396
1709,68,5,15,2363.4,2877.0688278176453
1710,68,135,17,1418.3529411764705,1008.1444773430204
1711,68,122,14,2321.0,2294.7897507179173
1712,68,4,8,1020.125,777.172348565619
1713,68,136,10,1785.3,1025.0645882089577
1714,68,77,13,4187.153846153846,4956.363071790472
1715,68,62,14,2380.6428571428573,1943.5291760514597
1716,68,106,16,1773.0,1525.9441749290831
1717,68,63,18,1722.5,1464.435357626504
